room_id,url,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,maxGuestCapacity,SYSTEM_FLOWER,SYSTEM_VIEW_OCEAN,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_POOL,SYSTEM_JACUZZI,SYSTEM_PETS,SYSTEM_SURVEILLANCE,isSuperHost,isVerified,price,price_full,SYSTEM_TV,SYSTEM_SNOWFLAKE,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_EV_CHARGER,SYSTEM_WASHER,SYSTEM_PATIO_BALCONY,SYSTEM_ELEVATOR,SYSTEM_HAIRDRYER,SYSTEM_REFRIGERATOR,SYSTEM_LOCK_ON_DOOR,SYSTEM_DRYER,SYSTEM_FIREPIT,SYSTEM_SMOKING_ALLOWED,rating,reviewCount,SYSTEM_BREAKFAST,SYSTEM_FIREPLACE
823631902562976004,https://www.airbnb.com.vn/rooms/823631902562976004,Tân Bình,9,11.40063,106.73101,REGULAR,,Do what you love in a Great APT!,entire_home,False,,/ đêm,2.0,,,True,True,True,True,,,,True,,,1.102,₫1.102.612,,True,,False,,,True,,,,,,,,,,,,
21952208,https://www.airbnb.com.vn/rooms/21952208,Thị xã Đồng Xoài,6,11.53663,106.88525,REGULAR,,Cho Thuê Căn Hộ Đủ Đồ 30m2 lý tưởng Tx. Đồng Xoài,entire_home,False,,/ đêm,3.0,,,True,True,,,,True,True,,,,2.944,₫2.944.237,True,True,,False,,,True,,True,,,,True,,,,,,
21183060,https://www.airbnb.com.vn/rooms/21183060,,12,11.31325,106.49201,REGULAR,,nhà nguyên căn gần trạm thu phí lái thiêu,entire_home,False,,/ đêm,2.0,,,True,True,,True,True,,True,,,,2.810,₫2.810.419,True,True,,False,False,,,,True,,,,,,,,,,
24080450,https://www.airbnb.com.vn/rooms/24080450,Thị xã Đồng Xoài,3,11.54879,106.89701,REGULAR,,Cozy Master Studio,entire_home,False,,/ đêm,2.0,,,,True,,True,,,,,,,669.159,₫669.159,True,True,,False,False,,,,,,,,,,,"5,0",6,,
815637797493457112,https://www.airbnb.com.vn/rooms/815637797493457112,Quận 4,9,11.43326,106.6485,REGULAR,,Căn hộ 1 phòng ngủ,entire_home,False,,/ đêm,2.0,,,True,True,,,,,,,,,1.664,₫1.664.791,True,True,,False,False,,True,,,,True,,,,True,,,,
27272160,https://www.airbnb.com.vn/rooms/27272160,Nui Tuong ,30,11.40277,107.41108,REGULAR,,Nui Tuong Village Stay,shared_room,False,,/ đêm,16.0,,,True,,,True,,,True,,,,570.589,₫570.589,,,,False,False,,,,,,,,,,,,,True,
26152622,https://www.airbnb.com.vn/rooms/26152622,Phước Long,6,11.84285,106.99675,REGULAR,,Phòng Full House có Giường cỡ Queen,entire_home,False,,/ đêm,2.0,,,True,True,,True,,,,,,,3.637,₫3.637.586,True,True,,False,,,True,,,True,,,True,,,,,,
40152088,https://www.airbnb.com.vn/rooms/40152088,,5,11.75169,106.72453,REGULAR,,Bình Phước || House,private_room,False,,/ đêm,4.0,,,,True,,,True,,True,,False,False,910.037,₫910.037,True,True,False,False,False,,,,,True,,,True,,,,,,
21984371,https://www.airbnb.com.vn/rooms/21984371,Hớn Quản,16,11.62134,106.65171,REGULAR,,Đối với 7 khách - tại Bình Phước - Homstay của Cẩm Vân,entire_home,False,,/ đêm,7.0,,,True,True,,True,True,,True,,,,1.391,₫1.391.840,True,True,,,,,True,,True,,,,True,,,,,,
45092822,https://www.airbnb.com.vn/rooms/45092822,Thanh Hòa,11,11.93924,106.78727,REGULAR,,Căn hộ được tân trang hoàn toàn,entire_home,False,,/ đêm,2.0,,,True,True,,True,,,,,,,401.475,₫401.475,True,True,,,,,True,,,,,,True,,,,,,True
21899732,https://www.airbnb.com.vn/rooms/21899732,,8,11.32387,106.48051,REGULAR,,Cho thuê phòng đẹp giá đẹp,entire_home,False,,/ đêm,2.0,,,True,True,,True,True,,,,,,2.810,₫2.810.426,True,,,False,False,,True,,True,,,,True,,,,,,
25559383,https://www.airbnb.com.vn/rooms/25559383,,9,11.75105,106.731,REGULAR,,DUHN Lexing hoan Kiem 157,entire_home,False,,/ đêm,5.0,,,True,True,,,True,True,True,,,,2.890,₫2.890.707,True,True,,False,,,True,,True,,,,,,,,,,
49909888,https://www.airbnb.com.vn/rooms/49909888,,6,11.38402,106.61543,REGULAR,,Cho thuê căn hộ cao cấp ở Thuận An,entire_home,False,,/ đêm,4.0,,,True,True,True,,,,,,,,,,True,True,,False,,,True,,True,,,,True,,True,,,,
21967491,https://www.airbnb.com.vn/rooms/21967491,,7,11.31474,106.49422,REGULAR,,"Cần thuê căn hộ chung cư tầng 16, 87 HHT",private_room,False,,/ đêm,6.0,,,True,True,,True,True,True,True,,False,False,2.738,₫2.738.825,True,,False,False,False,,,,,,,,,,,,,,
815666308193013388,https://www.airbnb.com.vn/rooms/815666308193013388,Quận 4,6,11.43271,106.64739,REGULAR,,Studio apartment 2,entire_home,False,,/ đêm,2.0,,,True,True,,,,,,,,,1.383,₫1.383.530,True,True,,False,False,,True,,,,,,,,True,,,,
21570585,https://www.airbnb.com.vn/rooms/21570585,,8,11.32695,106.49386,REGULAR,,"phòng tháng, khách sạn Ruby, Trường Chinh",entire_home,False,,/ đêm,2.0,,,True,True,,True,,True,,,,,2.738,₫2.738.825,True,,,False,False,,True,,True,,,,True,,,,,,
28162742,https://www.airbnb.com.vn/rooms/28162742,Tân Lập,8,11.39258,106.81242,REGULAR,,3 PER MASTER SUITE 15 @ BIỆT THỰ CỦA CHÚNG TÔI,entire_home,False,,/ đêm,6.0,,,True,True,,True,,,,,,,1.391,₫1.391.840,True,True,,,False,,,,,,,,True,,,,,,
13866136,https://www.airbnb.com.vn/rooms/13866136,,17,11.37374,107.36707,REGULAR,,Green Rocky House,private_room,False,,/ đêm,2.0,,,True,True,,True,,True,True,,False,False,,,,,,False,False,,True,,,True,,True,,,,,,,
25849714,https://www.airbnb.com.vn/rooms/25849714,Thị xã Đồng Xoài,6,11.53184,106.8874,REGULAR,,condo suzy 106 smq vị trí tuyệt vời minh phương,entire_home,False,,/ đêm,6.0,,,,,,,,,,,,,990.346,₫990.346,,,,False,False,,,,,,,,,,,,,,
25327533,https://www.airbnb.com.vn/rooms/25327533,Dầu Tiếng,5,11.33518,106.41678,REGULAR,,2BR Nhà 2Bath gần hồ Dầu Tiếng Bình Dương,entire_home,False,,/ đêm,6.0,,,True,True,,True,,,,,,,1.283,₫1.283.166,True,True,,False,False,,,,,,,,True,,,,,,
20043973,https://www.airbnb.com.vn/rooms/20043973,,8,11.32783,106.47845,REGULAR,,Ngôi nhà của Killua Sống Khỏe với Gia đình Hạnh phúc,entire_home,False,,/ đêm,4.0,,,True,True,,True,True,,True,,,,2.890,₫2.890.727,True,,,,,,True,,True,True,,,,,,,,True,
22429517,https://www.airbnb.com.vn/rooms/22429517,,7,11.32694,106.46387,REGULAR,,Tôi cần thuê Orchard Garden  44,private_room,False,,/ đêm,6.0,,,True,True,,,True,True,True,,False,False,2.810,₫2.810.419,True,,False,False,False,,True,,,,,,,,,,,,
20089615,https://www.airbnb.com.vn/rooms/20089615,,7,11.31349,106.48608,REGULAR,,Vị trí căn hộ chung cư Serena tốt,entire_home,False,,/ đêm,4.0,,,True,True,,True,True,,True,,,,2.810,₫2.810.419,True,True,,,,,True,,True,True,,,,,,,,,
40146639,https://www.airbnb.com.vn/rooms/40146639,,1,11.32623,106.47775,REGULAR,,Bình Dương || House,private_room,False,,/ đêm,2.0,,,,,,,,,True,,False,False,910.037,₫910.037,,,False,False,False,,,,,,,,,,,,,,
22298289,https://www.airbnb.com.vn/rooms/22298289,,9,11.31288,106.49324,REGULAR,,Cho thuê căn hộ 2PN chung cư EuroWindow,private_room,False,,/ đêm,3.0,,,,True,,,True,True,True,,False,False,2.810,₫2.810.419,True,,False,False,False,,,,True,,,,True,,,,,,
19000774,https://www.airbnb.com.vn/rooms/19000774,Phú Lập,7,11.36768,107.39086,REGULAR,,Đồng Nai Chung cư trần kinh quyên,entire_home,False,,/ đêm,2.0,,,True,True,,True,,,,,,,910.037,₫910.037,True,True,,,,,True,,True,True,,,True,,,,,,True
19946292,https://www.airbnb.com.vn/rooms/19946292,,8,11.31788,106.48105,REGULAR,,Kinas In West Noland Villip Codo,entire_home,False,,/ đêm,4.0,,,True,True,,True,True,True,True,,,,2.837,₫2.837.157,True,True,,,,,,,,,,,True,,,,,,True
20527191,https://www.airbnb.com.vn/rooms/20527191,,12,11.3207,106.48081,REGULAR,,Toàn bộ căn hộ đẹp ở giữa của công dân,entire_home,False,,/ đêm,,,,,,,,,,,,,,2.837,₫2.837.157,,,,,,,,,,,,,,,,,,,
21166255,https://www.airbnb.com.vn/rooms/21166255,,6,11.32739,106.47814,REGULAR,,Mihawk Red's Apt Tại 268 VCT TP Bình Dương,shared_room,False,,/ đêm,,,,,,,,,,,,,,2.810,₫2.810.426,,,,,,,,,,,,,,,,,,,
21173021,https://www.airbnb.com.vn/rooms/21173021,,7,11.32457,106.47606,REGULAR,,Căn hộ dịch vụ đường Hồ Hảo Hớn VCT,shared_room,False,,/ đêm,,,,,,,,,,,,,,2.810,₫2.810.419,,,,,,,,,,,,,,,,,,,
