room_id,url,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,isSuperHost,isVerified,reviewCount,yearHosting,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_TV,SYSTEM_WASHER,SYSTEM_SNOWFLAKE,SYSTEM_SURVEILLANCE,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_WORKSPACE,SYSTEM_PETS,rating,SYSTEM_FIREPLACE,SYSTEM_HAIRDRYER,SYSTEM_POOL,SYSTEM_ELEVATOR,SYSTEM_PATIO_BALCONY,SYSTEM_FLOWER,SYSTEM_DRYER,SYSTEM_LUGGAGE_DROP,SYSTEM_BREAKFAST,SYSTEM_REFRIGERATOR,SYSTEM_MICROWAVE,SYSTEM_SAUNA,SYSTEM_VIEW_MOUNTAIN,SYSTEM_JACUZZI,SYSTEM_VIEW_CITY,SYSTEM_BEACH,SYSTEM_EV_CHARGER,SYSTEM_VIEW_OCEAN,SYSTEM_LOCK_ON_DOOR,SYSTEM_SMOKING_ALLOWED,SYSTEM_MAPS_RESORT,SYSTEM_BATHTUB,SYSTEM_CABLE,SYSTEM_CALENDAR,SYSTEM_HIGH_CHAIR,SYSTEM_FIREPIT
851157994426579843,https://www.airbnb.com.vn/rooms/851157994426579843,Thành phố Bắc Ninh,18,21.16548075483347,106.05139834970701,REGULAR,,Green 2br Apartment BacNinh City,entire_home,,,,,False,,/ đêm,,,5.0,True,True,,True,True,True,,,False,,True,,,,,,True,True,,,True,,,,,,,,,,,,,,,,,,
35529234,https://www.airbnb.com.vn/rooms/35529234,Thành phố Bắc Ninh,17,21.17748,106.07182,REGULAR,,Chào mừng bạn đến với Vinhome Bắc Ninh!,entire_home,,,,,False,,/ đêm,1.373,₫1.373.844,2.0,True,True,True,True,True,True,,,False,,,,,,,,True,,True,,,,,,True,,,,,,,,,,,,,,
744468782049064889,https://www.airbnb.com.vn/rooms/744468782049064889,Minh Phú,13,21.27816,105.77684,REGULAR,,"Oliu home, một nơi nghỉ dưỡng hoàn hảo để thư giãn",entire_home,,,20,,False,,/ đêm,1.529,₫1.529.177,2.0,True,True,True,,,,,,False,False,True,True,"4,75",,,True,,,,,,,,,,True,True,,,,,,,,,,,,
825869674204843630,https://www.airbnb.com.vn/rooms/825869674204843630,Bình Thạnh,22,21.06381,106.08598,REGULAR,,Căn hộ Cityview có ban công,entire_home,,,3,,False,,/ đêm,916.365,₫916.365,2.0,True,True,True,True,True,,True,,False,,True,,"5,0",,,,True,,,,,,,,,,,True,,,,,,,,,,,
46782604,https://www.airbnb.com.vn/rooms/46782604,Đa Tốn,24,20.99196,105.94251,REGULAR,,# Căn hộ 2 pho ̀ ng ngu ̉ cao cấp # 5* S2 Vinhomes OceanPark,entire_home,,,44,,False,,/ đêm,,,6.0,True,True,True,True,,,,,,,True,,"4,52",,,True,True,,,,,,,,,,True,,True,True,,,,,,,,,
23151918,https://www.airbnb.com.vn/rooms/23151918,Thành phố Bắc Ninh,11,21.1705,106.05478,REPRESENTATIVE,,2.1GIÁN HIỆN ĐẠI*Parkview/Breakfast*BacNinhCITY,hotel_room,,,,,False,,/ đêm,750.000,₫750.000,2.0,True,True,True,True,True,True,,,,,,,,,True,,True,,,True,True,,,,,,,,,,,,,,,,,,
687249949478299716,https://www.airbnb.com.vn/rooms/687249949478299716,Gia Lâm,28,21.0018281,105.943442,REGULAR,,1BR FL12th★Ruby★Vinhomes Ocean Park,entire_home,,,13,,False,,/ đêm,,,2.0,True,True,,,,,True,,False,,True,True,"4,92",,,True,,,True,,,,,,,,,True,,,True,,,,,,,,
819213388681145043,https://www.airbnb.com.vn/rooms/819213388681145043,Bình Thạnh,15,21.06308,106.0857,REGULAR,,Căn hộ 1 phòng ngủ phù hợp với gia đình có bồn tắm gần trung tâm,entire_home,,,,,False,,/ đêm,455.019,₫455.019,2.0,True,True,True,True,,True,,,False,False,True,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,
878795357664933402,https://www.airbnb.com.vn/rooms/878795357664933402,Thành phố Bắc Ninh,8,21.179856835016665,106.06589522212744,REGULAR,,cho thuê phòng gần ngã 6,private_room,,,,,False,,/ đêm,,,2.0,True,True,True,True,True,True,True,,False,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
760273033454675459,https://www.airbnb.com.vn/rooms/760273033454675459,,5,21.17773,106.06258,REGULAR,,Căn hộ mini 1 phòng ngủ tại TP Bắc Ninh,private_room,False,True,3,5,False,,/ đêm,279.702,₫279.702,2.0,True,,True,True,True,True,,,False,False,,True,"4,33",,,,,,,,,,,,,,,,,,,True,True,,,,,,
851091146645901333,https://www.airbnb.com.vn/rooms/851091146645901333,Thành phố Bắc Ninh,16,21.165510770085085,106.05004651636351,REGULAR,,"Green Pearl Bac Ninh Apartment , Le Thai To Street",entire_home,,,,,False,,/ đêm,1.409,₫1.409.354,4.0,True,True,True,True,True,True,True,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
23192352,https://www.airbnb.com.vn/rooms/23192352,Thành phố Bắc Ninh,15,21.17036,106.05641,REPRESENTATIVE,,(#2.2)Hana Apt &Hotel/Studio HIỆN ĐẠI ẤM CÚNG *Cityview,hotel_room,,,,,False,,/ đêm,650.000,₫650.000,2.0,True,True,True,True,True,True,,,,,,,,,True,,True,,,True,,,True,,,,,,,,,,,,,,,,
732907482750689074,https://www.airbnb.com.vn/rooms/732907482750689074,Gia Lâm,21,21.0018281,105.943442,REGULAR,,1 phòng ngủ FL22th_Ruby_Vinhomes Ocean Park,entire_home,,,7,,False,,/ đêm,,,2.0,True,True,,True,,,,,False,,True,True,"5,0",,,True,,,True,,,,,,,,,True,True,,,,,,,,,,
863404689649327245,https://www.airbnb.com.vn/rooms/863404689649327245,Văn Giang,21,20.96324674030076,105.92157025924685,REGULAR,,MIA Homestay Ecopark,entire_home,,,,,False,,/ đêm,536.353,₫536.353,2.0,True,True,True,True,,,,,,,True,True,,,,True,,,,,,,,,,,,True,,,True,,,,,,,,
889582788419879482,https://www.airbnb.com.vn/rooms/889582788419879482,Gia Lâm,19,20.99061,105.9427,REGULAR,,Vinhomes Ocean Park Apartment,entire_home,,,,,False,,/ đêm,,,3.0,True,True,True,True,True,True,,,False,,True,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,
792229816512972962,https://www.airbnb.com.vn/rooms/792229816512972962,Bắc Ninh,5,21.18689,106.07781,REGULAR,,"Royal Park nằm ở trung tâm Baknin, hoàn hảo cho khách đi công tác.",entire_home,,,,,False,,/ đêm,572.605,₫572.605,2.0,True,True,True,True,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829525954564906544,https://www.airbnb.com.vn/rooms/829525954564906544,Bắc Ninh,28,21.20657,106.04734,REGULAR,,Quan Họ villa Bắc Ninh,private_room,,,,,False,,/ đêm,,,14.0,True,True,True,,,,,,False,False,True,,,,,True,,,True,,,,,,,True,,,,,True,,,,,,,,
24110108,https://www.airbnb.com.vn/rooms/24110108,Thành phố Bắc Ninh,8,21.16676,106.04498,REGULAR,,Hiển thị khách sạn,private_room,,,,,False,,/ đêm,724.647,₫724.647,3.0,True,True,True,True,True,,,,False,False,,,,,,,True,,,True,,,,,,,True,,,,,,,,,,,,
34777743,https://www.airbnb.com.vn/rooms/34777743,Thành phố Bắc Ninh,6,21.17514,106.05859,REGULAR,,cho thue nha 62 ly dao thanh,entire_home,,,3,,False,,/ đêm,401.495,₫401.495,1.0,True,True,True,True,,,,,False,False,,True,"5,0",,,,,,,,,,,,,,,,,,,,,,,,,,
701310866027186114,https://www.airbnb.com.vn/rooms/701310866027186114,Đa Tốn,28,20.9939937,105.9502063,REGULAR,,Titmit Studio-Căn hộ cao cấp VinhomesOceanPark,entire_home,,,11,,False,,/ đêm,515.506,₫515.506,2.0,True,True,,True,True,,,,False,False,,,"4,91",,,,True,,True,,,,,,,,True,,,,,,,,,,,,
52624147,https://www.airbnb.com.vn/rooms/52624147,Thành phố Bắc Ninh,9,21.17897,106.06817,REGULAR,,Chúng tôi muốn mang đến cho các bạn những trải nghiệm tuyệt vời nhất.,private_room,,,,,False,,/ đêm,798.824,₫798.824,1.0,True,True,True,True,True,True,True,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36889249,https://www.airbnb.com.vn/rooms/36889249,Thanh Xuân Nam,14,20.98529,105.79718,REGULAR,,CẢI TẠO MỚI - Phòng yên tĩnh gần Đại học Hà Nội,private_room,False,True,9,4,False,,/ đêm,,,1.0,True,True,True,,True,True,True,,False,False,True,,"4,78",,,,,,,,,,,,,,,,,,,True,,,,,,,
20019831,https://www.airbnb.com.vn/rooms/20019831,Hanoi,30,21.04285,105.79045,REGULAR,,"Phòng có bếp, WC, Netflix gần phố khu ăn uống",entire_home,,,196,,False,,/ đêm,,,3.0,True,True,True,True,True,True,True,,,,True,True,"4,91",,,,,,,,True,,,,,,,,,,,,,,,,,,
44326410,https://www.airbnb.com.vn/rooms/44326410,Thành phố Bắc Ninh,11,21.18567,106.07169,REGULAR,,Phong dep cho thue Bac ninh,private_room,False,True,,,False,,/ đêm,669.159,₫669.159,2.0,True,True,True,True,True,True,,False,False,False,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
819215621201435615,https://www.airbnb.com.vn/rooms/819215621201435615,Bình Thạnh,11,21.06308,106.0857,REGULAR,,Căn hộ 2 khách thân thiện với Wi-fi nhanh gần trung tâm,entire_home,,,,,False,,/ đêm,455.019,₫455.019,2.0,True,True,True,True,,True,,,False,False,True,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,
37821385,https://www.airbnb.com.vn/rooms/37821385,Sóc Sơn,30,21.294235229492188,105.76155853271484,REGULAR,,Căn hộ nó (2 thùng chứa 40ft),entire_home,,,53,,False,,/ đêm,,,4.0,True,True,True,,,,True,,False,False,,,"4,89",,,True,,,True,,,,,,,,,,,,True,,,,,,,,
891602910962617082,https://www.airbnb.com.vn/rooms/891602910962617082,Tây Mỗ,7,21.0088528,105.7439194,REGULAR,,Ở chỗ chúng mình sẽ có tất cả,entire_home,,,,,False,,/ đêm,,,4.0,True,True,,True,True,True,True,,False,False,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
831529824465276900,https://www.airbnb.com.vn/rooms/831529824465276900,,5,21.17722,106.063,REGULAR,,Nhà nghỉ cho thuê 1 giường,private_room,False,True,1,5,False,,/ đêm,294.424,₫294.424,2.0,True,True,True,True,True,,True,,False,False,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,
39035241,https://www.airbnb.com.vn/rooms/39035241,Minh Phú,19,21.28774,105.78397,REGULAR,,Sapavilion,entire_home,,,17,,False,,/ đêm,4.313,₫4.313.649,15.0,True,True,True,True,True,True,,,False,False,,True,"5,0",,,True,,,,,,,,,,,,,,,,,,,,,,,
637962008160494521,https://www.airbnb.com.vn/rooms/637962008160494521,Đa Tốn,28,20.983658,105.946121,REGULAR,,"Studio “Stone Light” view hồ, hoàng hôn, máy chiếu",entire_home,,,11,,False,,/ đêm,721.765,₫721.765,2.0,True,True,,True,,,True,,False,,,,"4,91",,,True,,,True,,,,,,,,,,,True,True,,,,,,,,
746057119147242440,https://www.airbnb.com.vn/rooms/746057119147242440,Đa Tốn,19,20.99529,105.94314,REGULAR,,# SALE #Luxury 2BR Vinhomes OceanPark Apt# S2.08,entire_home,,,12,,False,,/ đêm,,,5.0,True,True,True,True,True,,,,,,True,,"4,5",,,True,True,,,,,,,,,,True,,True,,,,,,,,,,
871965781072446204,https://www.airbnb.com.vn/rooms/871965781072446204,Thành phố Bắc Ninh,19,21.1859333,106.0788366,REGULAR,,Condo 2BR in Bac Ninh*Free BB-Sauna-Pool-Gym,entire_home,,,,,False,,/ đêm,1.825,₫1.825.883,4.0,True,True,True,True,,,,,False,,True,,,,,True,True,,,,,,,,True,,True,,,,,,,,,,,,
891921318459069386,https://www.airbnb.com.vn/rooms/891921318459069386,Văn Giang,18,20.96624,105.92345,REGULAR,,1̶̭̍9̷̼̽8̴̯̈́9̶̻̾ HomestayEcopark,entire_home,,,,,False,,/ đêm,,,7.0,True,True,True,True,True,True,True,,False,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
569217062052841397,https://www.airbnb.com.vn/rooms/569217062052841397,Phúc Yên,30,21.33812,105.71729,REGULAR,,Biệt thự rộng rãi 3 pho ̀ ng ngu ̉ co ́ tầm nhìn ra hồ bơi (Đại Lải),entire_home,,,7,,False,,/ đêm,4.541,₫4.541.884,10.0,True,True,True,True,,True,True,,False,,,,"5,0",,,True,,,,,,,,,,,True,,,,True,,,,,,,,
881117612742585384,https://www.airbnb.com.vn/rooms/881117612742585384,Đa Tốn,7,20.9948456,105.9398768,REGULAR,,Zozo House,entire_home,,,,,False,,/ đêm,,,4.0,True,True,True,,,,True,,False,,True,True,,,,True,,,,,,,,,,,,True,,,True,,,,,,,,
41680539,https://www.airbnb.com.vn/rooms/41680539,Sóc Sơn,29,21.21683,105.78117,REGULAR,,Tổ ấm Sao Mai - sân bay Nội Bài,private_room,,,88,,False,,/ đêm,340.071,₫340.071,16.0,,True,True,True,True,True,True,,False,,,,"4,58",,,,,True,,True,True,,,,,,,,,,,,,,,,,,
21642515,https://www.airbnb.com.vn/rooms/21642515,Định Công,6,20.97813,105.83642,REGULAR,,"Phòng riêng hiện đại mới xây, ban công view đẹp",private_room,,,,,False,,/ đêm,267.664,₫267.664,1.0,True,True,True,,True,True,,,False,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,
799153748084989704,https://www.airbnb.com.vn/rooms/799153748084989704,Hoàn Kiếm,17,21.07296527786133,105.81455016537926,REGULAR,,Căn hộ tiện lợi cho cặp đôi,entire_home,,,,,False,,/ đêm,,,3.0,True,True,,True,,True,True,,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871930854242068631,https://www.airbnb.com.vn/rooms/871930854242068631,Thành phố Bắc Ninh,19,21.18605334436865,106.07857910793457,REGULAR,,Condo 2BR in center in Bac Ninh*Free Sauna*BB*Pool,entire_home,,,,,False,,/ đêm,2.090,₫2.090.000,4.0,True,True,True,True,,True,,,False,,True,,,,,True,True,,,,,,,,True,,,,,,,,,,,,,,
789058493815863510,https://www.airbnb.com.vn/rooms/789058493815863510,Văn Giang,26,20.9654308,105.9232225,REGULAR,,Căn hộ Ecopark Skyoasis,entire_home,,,3,,False,,/ đêm,,,4.0,True,True,True,,,,,,False,False,True,,"4,67",,,,,,True,,,,,,,,True,True,,,True,,,,,,,,
740798436221615329,https://www.airbnb.com.vn/rooms/740798436221615329,Quang Tiến,20,21.2182863,105.7818496,REGULAR,,"Thanh Huong 99 Hotel - Nội Bài, Hà Nội, VN (2ng)",private_room,,,26,,False,,/ đêm,319.530,₫319.530,2.0,True,True,True,True,True,True,True,,,,True,,"4,62",,,,,True,,,,,,,,,,True,,,,,,,,,,,
724281766792621850,https://www.airbnb.com.vn/rooms/724281766792621850,Tây Hồ,30,21.07989,105.81822,REGULAR,,"Studio đẹp, 1 phút đến Phố đi bộ.",entire_home,,,10,,False,,/ đêm,554.338,₫554.338,2.0,True,True,True,True,True,True,,,False,False,True,True,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,
661914022530614120,https://www.airbnb.com.vn/rooms/661914022530614120,Đống Đa,13,21.02345,105.83146,REGULAR,,Yue 越 HOMESTAY #2 @yueviet,private_room,True,True,62,2,False,,/ đêm,439.556,₫439.556,2.0,,True,True,True,,True,True,,False,,True,,"4,98",,,,,,,,True,,,,,,,,,,True,True,,,,,,,
35887568,https://www.airbnb.com.vn/rooms/35887568,,19,21.20122,106.09242,REPRESENTATIVE,,(H1)HanaApt&Hotel/PARKVIEW Studio*2 giường*bữa sáng,hotel_room,,,,,False,,/ đêm,750.000,₫750.000,3.0,True,True,True,True,True,True,,,,,True,,,,,,True,,,True,True,,,,,,,,,,,,,,,,,,
862686413445895114,https://www.airbnb.com.vn/rooms/862686413445895114,Tây Hồ,18,21.071336077052415,105.82418249734498,REGULAR,,Panorama apartment-Chill Balcony-Peaceful-Rooftop,entire_home,,,,,False,,/ đêm,,,3.0,True,True,True,True,,,True,,False,False,,,,,,,,,True,,,,,,,,,True,,,True,,,,,,,,
865106330981407889,https://www.airbnb.com.vn/rooms/865106330981407889,Từ Sơn,6,21.10956,105.98935,REGULAR,,Deluxe mini Apartment Hoan Son,private_room,,,,,False,,/ đêm,,,2.0,True,True,True,True,True,,True,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
890975522430008713,https://www.airbnb.com.vn/rooms/890975522430008713,Sóc Sơn,10,21.3146637,105.7710993,REGULAR,,GISY Containers Apartment T2.H1,private_room,,,,,False,,/ đêm,,,6.0,True,,True,,,,True,,False,False,True,,,,,,,,,True,,,,,,True,,,,,True,,,,,,,,
816538185774457620,https://www.airbnb.com.vn/rooms/816538185774457620,Tân Phú,5,21.06396,106.08678,REGULAR,,Phòng điều hòa ấm cúng gần sân bay,private_room,False,True,,,False,,/ đêm,344.612,₫344.612,2.0,True,True,True,,,True,,,False,False,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,
862863475249590882,https://www.airbnb.com.vn/rooms/862863475249590882,Văn Giang,16,20.950968958028508,105.93725614249706,REGULAR,,Căn hộ xanh trong thành phố xanh,entire_home,,,,,False,,/ đêm,653.210,₫653.210,2.0,True,True,True,,True,True,,,False,,True,,,,,,True,,True,,,,,,,,,True,,,,,,,,,,,
636825947957068277,https://www.airbnb.com.vn/rooms/636825947957068277,Tây Hồ,30,21.06458,105.82685,REGULAR,,new2022 nhân viên thang máy lớn247 khu vực nước ngoài Westlake Studi,entire_home,,,19,,False,,/ đêm,621.531,₫621.531,2.0,True,True,True,True,True,True,True,,,,True,True,"4,84",,,,,,,True,,,,,,,,,,,,,,,,,,,
815848675805019926,https://www.airbnb.com.vn/rooms/815848675805019926,Quận 4,29,21.06278,106.08646,REGULAR,,GIẢM giá 20% *HighCityview*7 phút đến Bùi Viện*FREEPool,entire_home,,,,,False,,/ đêm,,,2.0,True,True,,True,True,True,,,,,True,,,,,True,,,True,,True,,,,,,,,,,True,,,,,,,,
856448825650879328,https://www.airbnb.com.vn/rooms/856448825650879328,Tây Hồ,30,21.06334324782718,105.8339246575208,REGULAR,,"Căn hộ 2 phòng ngủ lớn, Khu vực Tây Hồ, tầm nhìn đẹp.",entire_home,,,6,,False,,/ đêm,944.895,₫944.895,4.0,True,True,True,True,True,True,,,,,True,,"4,67",,True,,,,,,,,,,,,,,,,,,,,,,,,
892076724576243391,https://www.airbnb.com.vn/rooms/892076724576243391,Gia Lâm,23,20.99909,105.94292,REGULAR,,#1BR Premium Apt Vinhomes OceanPark#,entire_home,,,,,False,,/ đêm,516.918,₫516.918,3.0,True,True,True,True,True,,,,,,True,,,,,True,True,,,,,,,,,,True,,True,,,,,,,,,,
892539313899393900,https://www.airbnb.com.vn/rooms/892539313899393900,Mộ Lao,21,20.98411,105.78271,REGULAR,,A nice apartment- Mulberry building Ha Noi,entire_home,,,,,False,,/ đêm,,,4.0,True,True,,True,True,,,,,,True,,,,,True,True,,,True,,,,,,,,True,,,True,,,,,,,,
35976036,https://www.airbnb.com.vn/rooms/35976036,Hoàn Kiếm,28,21.03184,105.84694,REGULAR,,* PHÒNG MÙA ĐÔNG * KHU PHỐ cũ |5 phút đến HỒ HOÀN KIẾM,private_room,True,True,42,4,False,,/ đêm,647.721,₫647.721,2.0,True,True,,,,True,True,,False,False,,,"4,81",,True,,,True,,,True,,,,,,,,,,,True,,,,,,,
48386976,https://www.airbnb.com.vn/rooms/48386976,Tây Hồ,18,21.06207,105.82179,REGULAR,,Giảm giá20%/Gần WestLake/Cozy&Warm/Bãi đỗ xe,entire_home,,,23,,False,,/ đêm,511.310,₫511.310,2.0,True,True,True,True,True,True,,,False,,,,"4,43",,True,,,,,True,,,,,,,,,,,,,,,,,,,
30163937,https://www.airbnb.com.vn/rooms/30163937,,12,21.21805,105.80366,REGULAR,,Khách sạn sân bay Hà Nội - Thuận tiện & thân thiện,hotel_room,,,6,,False,,/ đêm,695.897,₫695.897,16.0,,True,True,True,True,True,,,False,,,,"4,0",,True,,,,,,True,True,,,,,,,,,,,True,,,,,,
833117687605042776,https://www.airbnb.com.vn/rooms/833117687605042776,Văn Giang,10,20.96661,105.92207,REGULAR,,Một căn hộ ấm cúng,entire_home,,,,,False,,/ đêm,,,3.0,True,True,True,True,,,True,,False,,True,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,
662191224149846864,https://www.airbnb.com.vn/rooms/662191224149846864,Hoàn Kiếm,15,21.03471,105.85198,REGULAR,,❤️CentralOldTown-BeerStreet🌟OMoHouse💕SelfCheck247,private_room,,,22,,False,,/ đêm,303.633,₫303.633,2.0,,True,True,,,True,True,,False,False,True,True,"4,55",,True,,,,,,True,,,,,,,,,,,,,,,,,,
34281404,https://www.airbnb.com.vn/rooms/34281404,Văn Giang,30,20.95992,105.93015,REGULAR,,Golf Lake View - Minimalist 1br Ecopark Homestay,entire_home,,,21,,False,,/ đêm,688.942,₫688.942,4.0,True,True,True,True,,,,,False,,,,"4,76",,,True,True,,True,,,,,,,,,True,,,True,,,,,,,,
705661654858884990,https://www.airbnb.com.vn/rooms/705661654858884990,Gia Lâm,29,21.001707481910632,105.94295402969736,REGULAR,,1 phòng ngủ FL27th-Ruby-Vinhomes Ocean Park,entire_home,,,,,False,,/ đêm,,,2.0,True,True,,True,,,,,False,,True,True,,,,True,True,,,,,,,,,,,True,True,,,,,,,,,,
844115099252556139,https://www.airbnb.com.vn/rooms/844115099252556139,Tây Hồ,30,21.066330412031935,105.82566779814758,REGULAR,,Trung tâm Tây Hồ - Studio Graden View - Hẻm yên tĩnh,entire_home,,,,,False,,/ đêm,507.513,₫507.513,2.0,True,True,,True,True,True,,,False,,True,,,,,,True,,,True,True,,,,,,,,,,,,,,,,,,
585130219538540407,https://www.airbnb.com.vn/rooms/585130219538540407,Kiêu Kỵ,30,20.993801,105.947136,REGULAR,,1BR FL09th★Ruby★Vinhomes Ocean Park,entire_home,,,17,,False,,/ đêm,,,2.0,True,True,,True,,,,,False,,True,True,"4,82",,,True,,,True,,,,,,,,,,True,,,,,,,,,,
870743201186174981,https://www.airbnb.com.vn/rooms/870743201186174981,Đa Tốn,19,21.0002788259537,105.94337595055845,REGULAR,,"Tipsy Homestay 2 Japandi beach , pool , gym , bar",entire_home,,,,,False,,/ đêm,901.530,₫901.530,4.0,True,True,True,,,,True,,False,False,True,True,,,,True,,,,,,,,,,,,,True,,,,,,,,,,
