room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,isSuperHost,isVerified,yearHosting,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_LOCK_ON_DOOR,SYSTEM_FLOWER,SYSTEM_VIEW_OCEAN,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_PETS,SYSTEM_SURVEILLANCE,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_WORKSPACE,SYSTEM_TV,SYSTEM_SNOWFLAKE,SYSTEM_LUGGAGE_DROP,SYSTEM_HAIRDRYER,SYSTEM_VIEW_CITY,SYSTEM_WASHER,SYSTEM_TOYS,SYSTEM_DRYER,SYSTEM_PATIO_BALCONY,SYSTEM_ELEVATOR,SYSTEM_EV_CHARGER,SYSTEM_FIREPLACE,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_BREAKFAST,SYSTEM_REFRIGERATOR,SYSTEM_CALENDAR,SYSTEM_BATHTUB,SYSTEM_GOLF,SYSTEM_JACUZZI,SYSTEM_SMOKING_ALLOWED,SYSTEM_POOL,SYSTEM_VIEW_MOUNTAIN,SYSTEM_CRIB,SYSTEM_FIREPIT,SYSTEM_BEACH,SYSTEM_HIGH_CHAIR,SYSTEM_PIANO
41844769,https://www.airbnb.com.vn/rooms/41844769,"4,97",Thành phố Huế,16,16.45537,107.56673,REGULAR,,[Nhỏ An]• TỔ ẤM với tầm nhìn ra SÂN TRƯỚC BẰNG CÂY XANH,private_room,30,True,True,3,False,,/ đêm,342.353,₫342.353,2,True,,True,True,True,True,True,,False,False,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,
41304014,https://www.airbnb.com.vn/rooms/41304014,"4,69",Thành phố Huế,11,16.4636,107.59537,REGULAR,,Jim 's House | 1 phòng ngủ |Citycenter *FREE_BFast,private_room,26,False,True,3,False,,/ đêm,338.930,₫338.930,2,True,True,,True,True,,,,,,True,True,True,,,,True,,True,True,,,,,,,,,,,,,,,,,,
736469121928642297,https://www.airbnb.com.vn/rooms/736469121928642297,"4,8",Thành phố Huế,27,16.46371,107.59443,REGULAR,,Hue Sweethouse1 Homestay-D Double Room 2,private_room,5,True,True,7,False,,/ đêm,422.235,₫422.235,2,True,,,True,True,True,,True,,,True,True,,,,True,True,,True,,,,,,,,,,,,,,,,,,,
39441132,https://www.airbnb.com.vn/rooms/39441132,"4,67",Thành phố Huế,15,16.46389,107.59933,REGULAR,,Phòng đôi Iris với tầm nhìn ra thành phố Huế,private_room,12,,,,False,,/ đêm,,,2,,,,,True,True,True,,False,False,,True,True,,True,,,,,True,,,,,,True,,,,,,,,,,,,
723639903737827497,https://www.airbnb.com.vn/rooms/723639903737827497,"5,0",Thành phố Huế,6,16.47145,107.5954,REGULAR,,Phòng FA - Phòng đôi (1 giường lớn),private_room,6,True,True,1,False,,/ đêm,342.353,₫342.353,2,True,True,,True,True,,,True,False,False,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,
27865658,https://www.airbnb.com.vn/rooms/27865658,"4,88",Thành phố Huế,19,16.46572,107.5932,REGULAR,,Phòng đôi ở trung tâm thành phố,private_room,8,False,True,8,False,,/ đêm,401.495,₫401.495,2,,,,,True,True,,,False,False,,True,True,,True,,,,,,,,,False,,,,,,,,,,,,,,
23828901,https://www.airbnb.com.vn/rooms/23828901,"4,85",Thành phố Huế,27,16.46717,107.57337,REGULAR,,"★ Phòng riêng Lê Robinet, sân vườn, 3 phút Thành phố ★",private_room,93,True,True,5,False,,/ đêm,345.000,₫345.000,2,True,,,True,True,True,True,,,,,True,True,,,,True,,True,True,,,,,,,,,,,,,,,,,,
772147967041816174,https://www.airbnb.com.vn/rooms/772147967041816174,"4,5",Thành phố Huế,30,16.43645015766443,107.57309854030609,REGULAR,,Pinehill Từ Hiếu Huế Homestay Meditation 7,private_room,4,True,True,5,False,,/ đêm,455.330,₫455.330,2,True,True,,True,True,True,True,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
28922668,https://www.airbnb.com.vn/rooms/28922668,"4,88",Thành phố Huế,7,16.47178,107.60167,REGULAR,,"Sống cùng gia đình bản xứ bên sông, gần trung tâm",private_room,112,True,True,5,False,,/ đêm,455.019,₫455.019,10,,,True,True,True,True,,,False,False,True,True,,,,,True,,,,,,,False,,,,,,,,,,,,,,
29888936,https://www.airbnb.com.vn/rooms/29888936,"4,91",Thừa Thiên Huế,30,16.470956802368164,107.5958251953125,REGULAR,,Nhà trọ kẹo Huế,private_room,95,,,,False,,/ đêm,341.212,₫341.212,3,,,,True,True,,,True,False,False,,True,True,,,,,,,True,True,,True,,,,,,,,,,,,,,,
745993486352113935,https://www.airbnb.com.vn/rooms/745993486352113935,"5,0",Thành phố Huế,24,16.47454,107.57124,REGULAR,,"Một phòng riêng gần Hoàng Thành, có ban công",private_room,10,True,True,5,False,,/ đêm,342.353,₫342.353,2,,,True,True,True,True,True,True,False,False,True,,,,,,,,,,,,,False,,,,,,,,,,,,,,
760685958809516308,https://www.airbnb.com.vn/rooms/760685958809516308,,Thành phố Huế,13,16.47321,107.59496,REGULAR,,Phòng tiêu chuẩn 2  người - (1 double/  2 twin),private_room,,,,,False,,/ đêm,,,2,,,,True,True,,,True,False,False,True,True,True,,True,,,,,,,,,,,True,,,,,,,,,,,,
30027717,https://www.airbnb.com.vn/rooms/30027717,"4,73",Thành phố Huế,30,16.47465,107.57328,REGULAR,,Gia đình bản xứ Minh Tú #B1❤️3 phút đi bộ đến Tử Cấm Thành,private_room,15,False,True,5,False,,/ đêm,,,2,True,,,True,True,True,True,,False,False,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,
32929467,https://www.airbnb.com.vn/rooms/32929467,"4,92",Thành phố Huế,30,16.48313,107.57581,REGULAR,,Lily homestay #deluxe #Ban công,private_room,12,True,True,5,False,,/ đêm,455.019,₫455.019,2,,,True,True,True,True,True,,False,False,,,True,,,,,,,True,,,,False,,,,,,,,,,,,,,
845205870575280014,https://www.airbnb.com.vn/rooms/845205870575280014,"5,0",Thành phố Huế,30,16.44981689024441,107.58651697590282,REGULAR,,Biệt thự vườn nghệ thuật cho nhóm,entire_home,3,,,,False,,/ đêm,408.484,₫408.484,8,,True,,True,True,True,,,False,False,True,,True,,True,,True,,,,,,,,,,,,,,,,,,,,,
23087470,https://www.airbnb.com.vn/rooms/23087470,"4,21",Thành phố Huế,9,16.46596,107.59223,REGULAR,,Phòng đôi có ban công - Khách sạn Phong Nha,private_room,19,,,,False,,/ đêm,296.706,₫296.706,2,,,,,True,True,,True,False,,,True,True,True,True,,,,,,,,,,,,True,,,,,,,,,,,
33208156,https://www.airbnb.com.vn/rooms/33208156,"4,57",,5,16.4697,107.59817,REGULAR,,Tổ hiện đại ngay trung tâm phố đi bộ về đêm,hotel_room,75,,,,False,,/ đêm,476.580,₫476.580,2,,,,,True,True,,,False,False,,True,True,,True,,,,,,True,,True,,,True,,,,,,,,,,,,
23087982,https://www.airbnb.com.vn/rooms/23087982,"4,6",Thành phố Huế,17,16.46493,107.5937,REGULAR,,Phòng đơn tiêu chuẩn,private_room,10,,,,False,,/ đêm,285.294,₫285.294,1,,,,,True,True,,True,False,,,True,True,True,True,,,,,,,,,,,,True,True,,,,,,,,,,
876226197508750435,https://www.airbnb.com.vn/rooms/876226197508750435,,Thành phố Huế,26,16.45791,107.61194,REGULAR,,Huế Cool Homestay,private_room,,False,True,,False,,/ đêm,,,12,True,,,True,True,True,,True,False,False,True,,,,,,,,,,,,,,,,,,True,True,,,,,,,,
40709559,https://www.airbnb.com.vn/rooms/40709559,,Thành phố Huế,14,16.46275,107.59981,REGULAR,,Iris Phòng giường đôi có giường King ở trung tâm thành phố Huế,private_room,,,,,False,,/ đêm,,,2,,,,True,True,True,True,,False,False,True,True,,,,,True,,True,,,,,,,,,,,,,,,,,,,
772173721152534976,https://www.airbnb.com.vn/rooms/772173721152534976,"5,0",Thành phố Huế,27,16.43626,107.57242,REGULAR,,Thiền Pinehill Từ Hiếu Huế 6,private_room,6,True,True,5,False,,/ đêm,,,2,True,True,,True,True,True,True,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
858398412712882478,https://www.airbnb.com.vn/rooms/858398412712882478,,Thành phố Huế,7,16.47651,107.59579,REGULAR,,Double room - Shine Homestay,private_room,,,,,False,,/ đêm,,,2,,,,True,True,True,True,,,,True,True,True,,True,,True,,,,,,,,,,,,,,True,,,,,,,
43538213,https://www.airbnb.com.vn/rooms/43538213,"4,83",Thành phố Huế,30,16.4682,107.60087,REGULAR,,Buồng gỗ ( Chalet) in Q' Garden Villa_Central City,private_room,6,False,True,3,False,,/ đêm,,,2,True,True,,True,True,True,True,,False,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,
28064871,https://www.airbnb.com.vn/rooms/28064871,"4,85",Thành phố Huế,30,16.48237,107.57531,REGULAR,,Lily homestay #deluxe #Ban công,private_room,71,True,True,5,False,,/ đêm,455.019,₫455.019,2,True,,,,True,True,True,,False,False,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,
779221961235424744,https://www.airbnb.com.vn/rooms/779221961235424744,"5,0",Thành phố Huế,15,16.47426,107.57084,REGULAR,,Một căn phòng đáng yêu gần Hoàng thành,private_room,4,True,True,5,False,,/ đêm,273.882,₫273.882,2,,,,True,True,True,True,True,False,False,True,,,,,,True,,,,,,,False,,,,,,,,,,,,,,
888815188788876265,https://www.airbnb.com.vn/rooms/888815188788876265,,Thành phố Huế,15,16.4721397,107.6048325,REGULAR,,Orchid Riverside Villa,private_room,,,,,False,,/ đêm,,,16,,True,True,True,True,True,,True,False,,True,,,,,True,,,,,,,,,,,,,,,,True,,,,,,
32912179,https://www.airbnb.com.vn/rooms/32912179,"4,97",Thành phố Huế,29,16.46908,107.56657,REGULAR,,Yên tĩnh gần kinh thành,private_room,37,True,True,7,False,,/ đêm,428.233,₫428.233,2,True,,,True,True,True,True,,False,False,True,,,,,,True,,True,,,,,,,,,,,,,,,,,,,
35806161,https://www.airbnb.com.vn/rooms/35806161,"5,0",Thành phố Huế,15,16.47217,107.59665,REGULAR,,Chỗ ở riêng cho cá mập - Chia sẻ phòng cho 1 người,hotel_room,11,,,,False,,/ đêm,,,1,,,,True,True,True,,,False,False,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,
41303488,https://www.airbnb.com.vn/rooms/41303488,"4,71",Thành phố Huế,15,16.46615,107.59673,REGULAR,,Jim 's House | FamilyBedroom |Citycenter*FREE_BF,private_room,21,False,True,3,False,,/ đêm,439.068,₫439.068,5,,True,,True,True,True,,,,,True,,True,,,,True,,True,True,,,,False,,,,,,,,,,,,,,
24606645,https://www.airbnb.com.vn/rooms/24606645,"4,71",Thành phố Huế,15,16.46553,107.59263,REGULAR,,Nhà của Pony_Phòng ban công,private_room,7,False,True,4,False,,/ đêm,346.588,₫346.588,2,True,,,True,True,True,True,,False,False,True,,True,,,,True,,,,,,,,,,,,,,,,,,,,,
32478102,https://www.airbnb.com.vn/rooms/32478102,"5,0",Thành phố Huế,14,16.47833,107.58003,REGULAR,,nhà a-mâze - phòng gác mái số 1,private_room,5,,,,False,,/ đêm,321.171,₫321.171,1,,,,True,True,True,,,False,False,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,
658317453806347838,https://www.airbnb.com.vn/rooms/658317453806347838,,Thành phố Huế,11,16.4529828,107.5640141,REPRESENTATIVE,,||| SAHIHOMESTAY |||| Giường trong phòng ngủ tập thể 4 giường,private_room,,False,True,,False,,/ đêm,250.000,₫250.000,1,,,,True,True,True,,,False,False,True,True,,,,,True,,,,,,,False,,,,,,,,True,,,,,,
887174244335811272,https://www.airbnb.com.vn/rooms/887174244335811272,,Thành phố Huế,10,16.464734477818112,107.59265340304108,REGULAR,,Double room,private_room,,,,,False,,/ đêm,285.294,₫285.294,2,,,,,True,True,,True,False,,,True,True,,True,,,,,,,,,,,,,,,,True,,,,,,,
53317644,https://www.airbnb.com.vn/rooms/53317644,"4,94",Thành phố Huế,15,16.46948,107.59546,REGULAR,,"Phòng Tâm Homestay ""Tam Thiên""",private_room,31,True,True,4,False,,/ đêm,480.000,₫480.000,2,True,,,,True,True,,,False,,True,,True,True,True,,,,,True,,,,,,,,,,True,,,,,,,,
24253000,https://www.airbnb.com.vn/rooms/24253000,"5,0",Thành phố Huế,15,16.46132,107.59448,REGULAR,,Bringing comfortable to you,entire_home,4,,,,False,,/ đêm,401.495,₫401.495,2,,True,,True,True,,,,,False,,,True,,,True,True,,,,,,True,,True,,,,,,True,,,,,,,
27425048,https://www.airbnb.com.vn/rooms/27425048,"4,79",Thành phố Huế,22,16.46512,107.5749,REGULAR,,★Lê Robinet phòng riêng. 3 phút đến kinh thành Huế ★,private_room,106,True,True,5,False,,/ đêm,335.000,₫335.000,2,True,True,,True,True,True,True,,,,,True,True,,,,True,,True,,,,,,,,,,,,,,,,,,,
875682410083095085,https://www.airbnb.com.vn/rooms/875682410083095085,,Thành phố Huế,9,16.47219,107.59455,REGULAR,,Destiny Homestay Hue,private_room,,False,True,,False,,/ đêm,,,16,True,,,,True,True,,True,False,False,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,
41693923,https://www.airbnb.com.vn/rooms/41693923,"4,5",Thành phố Huế,11,16.4546,107.56695,REGULAR,,[Tiểu An]- Khung cảnh vườn yên bình,private_room,6,True,True,3,False,,/ đêm,456.471,₫456.471,3,True,,,True,True,True,True,True,False,False,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,
39412231,https://www.airbnb.com.vn/rooms/39412231,"4,8",Thành phố Huế,15,16.46434,107.59756,REGULAR,,Phòng đôi hướng dương với tầm nhìn ra giường cỡ King ở Huế,private_room,15,,,,False,,/ đêm,,,2,,,,True,True,True,True,,False,False,True,,True,,,,,,True,True,,,,,,,,,,,,,,,,,,
33175616,https://www.airbnb.com.vn/rooms/33175616,"5,0",Thành phố Huế,30,16.43784,107.57459,REGULAR,,🎄Pinehill🎄Tư Hiếu ️ Hue🌱 Homestay 🌸 Thiền 3,private_room,8,True,True,5,False,,/ đêm,,,2,True,True,,True,True,True,True,True,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,
887860616591354589,https://www.airbnb.com.vn/rooms/887860616591354589,,Thành phố Huế,16,16.4721397,107.6048325,REGULAR,,Orchid Riverside Villa,private_room,,,,,False,,/ đêm,,,16,,True,True,,True,True,,True,False,,True,True,,,,,,,,,,,,,,,,,,,,True,,,,,,
617822748262923960,https://www.airbnb.com.vn/rooms/617822748262923960,,Thành phố Huế,15,16.47426,107.5709,REGULAR,,Một phòng riêng gần Hoàng thành,private_room,,True,True,,False,,/ đêm,268.433,₫268.433,2,,,True,True,True,True,True,True,False,False,True,,,,,,,,,,,,,False,,,,,,,,,,,,,,
24950126,https://www.airbnb.com.vn/rooms/24950126,,Thành phố Huế,11,16.46576,107.5937,REGULAR,,Nhà của Pony_Phòng lớn,private_room,1,False,True,4,False,,/ đêm,403.647,₫403.647,2,True,,,True,True,True,True,,False,False,True,,True,,,,True,,,,,,,,,,,,,,,,,,,,,
734271778442008122,https://www.airbnb.com.vn/rooms/734271778442008122,,Thành phố Huế,9,16.46917734125845,107.59520138095095,REGULAR,,Khách sạn Kha - Phòng đôi cao cấp,private_room,,,,,False,,/ đêm,342.353,₫342.353,2,,True,,,True,,,True,False,False,,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,
673518003005408388,https://www.airbnb.com.vn/rooms/673518003005408388,,Thành phố Huế,5,16.444966602676246,107.53741048465577,REPRESENTATIVE,,|||HACHI HOMESTAY & SPA|* Ký túc xá Pomelo,private_room,,False,True,,False,,/ đêm,300.000,₫300.000,1,,,,,True,True,,True,False,,,,True,,True,,,,,,,,,False,,,,,,,,True,,,,,,
32560173,https://www.airbnb.com.vn/rooms/32560173,"4,78",Thành phố Huế,19,16.47915,107.5808,REGULAR,,a-mâze house - gác xép số 6,private_room,9,,,,False,,/ đêm,321.187,₫321.187,1,,,,True,True,True,,,False,False,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
33300406,https://www.airbnb.com.vn/rooms/33300406,"5,0",Thành phố Huế,30,16.45896,107.61153,REGULAR,,Ký ức Homestay Huế - Phòng tiêu chuẩn 4,private_room,5,False,True,4,False,,/ đêm,237.360,₫237.360,2,True,,,True,True,True,,True,False,False,,True,,,,,True,,True,,,,,,,,,,,,,,,,,,,
20747653,https://www.airbnb.com.vn/rooms/20747653,"4,69",Thành phố Huế,28,16.46519,107.59044,REGULAR,,Phòng Nhà Đáng yêu m2,private_room,51,False,True,6,False,,/ đêm,479.294,₫479.294,2,True,,,True,True,True,,,False,False,,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,
33675348,https://www.airbnb.com.vn/rooms/33675348,"4,7",Thành phố Huế,30,16.46026,107.58855,REGULAR,,Phòng Khách Sạn Nice Huế 2,hotel_room,27,,,,False,,/ đêm,,,2,,,True,,True,True,,,,,True,True,True,,,,True,,True,True,True,,,,,,,,,,,,,,,,,
24236987,https://www.airbnb.com.vn/rooms/24236987,"4,97",Thành phố Huế,29,16.46725,107.56739,REGULAR,,Nhà ở của Chi #3 - phòng riêng có phòng tắm bên trong,private_room,65,True,True,7,False,,/ đêm,374.710,₫374.710,2,True,True,,True,True,True,True,,False,False,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,
656213953940903500,https://www.airbnb.com.vn/rooms/656213953940903500,"5,0",Thành phố Huế,7,16.47097,107.60189,REGULAR,,Ngôi nhà thân yêu bên bờ sông,private_room,5,True,True,5,False,,/ đêm,390.800,₫390.800,7,True,,,True,True,,,True,False,False,,,,,,,True,,True,True,,,,,,,,,,,True,,,,,,,
33849536,https://www.airbnb.com.vn/rooms/33849536,"4,67",Thành phố Huế,30,16.46047,107.59493,REGULAR,,Nhà bản xứ Buda Huế gần Thành cổ 01,private_room,9,False,False,4,False,,/ đêm,227.510,₫227.510,2,True,,True,True,True,True,,,False,False,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,
24237265,https://www.airbnb.com.vn/rooms/24237265,"5,0",Thành phố Huế,30,16.46767,107.56864,REGULAR,,Chỗ ở của Chi #4 - phòng riêng với 6 giường tầng,private_room,49,True,True,7,False,,/ đêm,268.977,₫268.977,6,,,,True,True,True,True,True,False,False,,,,,,,True,,True,,,,,False,,,,,,,,,,,,,,
846891244396196434,https://www.airbnb.com.vn/rooms/846891244396196434,,Thành phố Huế,12,16.43738,107.57375,REGULAR,,"Ngôi nhà chữa bệnh, Từ Hiếu #07",private_room,,False,True,,False,,/ đêm,347.746,₫347.746,2,True,True,,True,True,True,True,True,False,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
744800217286464605,https://www.airbnb.com.vn/rooms/744800217286464605,,Thành phố Huế,5,16.45818,107.61218,REGULAR,,Phòng riêng đẹp ở thành phố Huế 1,private_room,,,,,False,,/ đêm,277.306,₫277.306,2,,True,,True,True,,,,False,False,True,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,
28370690,https://www.airbnb.com.vn/rooms/28370690,"4,91",Thành phố Huế,30,16.47151,107.60617,REGULAR,,Phòng Sống cùng gia đình bản xứ Lạt ma Bình minh với ban công,private_room,44,True,True,5,False,,/ đêm,399.412,₫399.412,2,True,,,,True,True,True,,False,False,,,True,,,,True,,True,True,,,,,,,,,,,,,,,,,,
33486447,https://www.airbnb.com.vn/rooms/33486447,"4,55",Thành phố Huế,25,16.46168,107.58811,REGULAR,,HONG PHAT HOUSE,private_room,11,False,True,4,False,,/ đêm,347.972,₫347.972,4,,,,True,True,True,True,,False,False,,True,,,,,True,,,,,,,False,,,,,,True,,,,,,,,
31000110,https://www.airbnb.com.vn/rooms/31000110,"4,6",Thành phố Huế,6,16.45868,107.59153,REGULAR,,Phòng ngắm cảnh thành phố trên mái (Rooftop City View  Room- 5),private_room,83,,,,False,,/ đêm,447.341,₫447.341,2,,True,,True,True,True,,,False,False,,True,True,,,,,,,True,True,,,,,,,,,,,,,,,,,
29915362,https://www.airbnb.com.vn/rooms/29915362,"5,0",Thành phố Huế,10,16.47726,107.56524,REGULAR,,Phòng cho 2 người với nệm mềm và phòng tắm mới,private_room,4,False,True,5,False,,/ đêm,268.177,₫268.177,2,,True,,True,True,True,,,False,False,,,True,,,,True,,,,,,,False,,True,,,,,,,,,,,,
