room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,maxGuestCapacity,SYSTEM_VIEW_OCEAN,SYSTEM_VIEW_CITY,SYSTEM_BEACH,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_POOL,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,price,price_full,SYSTEM_PETS,SYSTEM_TV,SYSTEM_SNOWFLAKE,SYSTEM_LUGGAGE_DROP,SYSTEM_HAIRDRYER,SYSTEM_REFRIGERATOR,SYSTEM_ELEVATOR,SYSTEM_WASHER,SYSTEM_PATIO_BALCONY,SYSTEM_SURVEILLANCE,SYSTEM_FLOWER,isSuperHost,isVerified,yearHosting,SYSTEM_LOCK_ON_DOOR,SYSTEM_BREAKFAST,SYSTEM_SMOKING_ALLOWED,SYSTEM_FIREPLACE,SYSTEM_DRYER,SYSTEM_MAPS_RESORT,SYSTEM_JACUZZI,SYSTEM_VIEW_MOUNTAIN,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_DESERT_CACTUS,SYSTEM_BOAT_SAIL,SYSTEM_GOLF,SYSTEM_EV_CHARGER,SYSTEM_SAUNA,SYSTEM_BATHTUB,SYSTEM_FIREPIT
843733587783850347,https://www.airbnb.com.vn/rooms/843733587783850347,,Thành phố Phan Thiết,25,10.94073,108.07452,REGULAR,,Acacia Phan Thiết (Nhà Nguyên Căn),entire_home,,False,,/ đêm,3.0,,,,True,True,True,True,,False,False,1.015,₫1.015.648,True,,True,,,,,,True,,True,,,,,,,,,,,,,,,,,,,
814438092744886953,https://www.airbnb.com.vn/rooms/814438092744886953,"4,9",Thành phố Phan Thiết,8,10.93601,108.28506,REGULAR,,homestay mơi né 1 giơ ̀ơng,private_room,10,False,,/ đêm,2.0,True,,,True,True,True,True,,False,False,479.294,₫479.294,True,,,,,,,,,True,,False,True,3,True,,,,,,,,,,,,,,,
27360012,https://www.airbnb.com.vn/rooms/27360012,"4,78",Thành phố Phan Thiết,20,10.95042,108.25687,REGULAR,,Phòng rộng rãi với bình minh gần Fairy Stream | 204,private_room,32,False,,/ đêm,2.0,,,True,True,True,,True,,False,False,318.388,₫318.388,,True,True,,,,,True,,,,False,False,5,True,,,,,,,,,,,,,,,
847548290575677448,https://www.airbnb.com.vn/rooms/847548290575677448,"4,25",Thành phố Phan Thiết,17,10.9450467,108.1960277,REGULAR,,T’house homestay với mái nhà,private_room,4,False,,/ đêm,2.0,,,,,True,,True,,False,False,279.360,₫279.360,,True,True,True,,,True,,True,,,False,True,4,True,,,,,,,,,,,,,,,
43351848,https://www.airbnb.com.vn/rooms/43351848,"4,89",Phan Thiet City,30,10.96276,108.32803,REGULAR,,Phòng Vàng tuyệt đẹp với môi trường xung quanh tuyệt đẹp!,private_room,38,False,,/ đêm,2.0,,,,,True,,True,,,,685.202,₫685.202,,True,True,,True,,,,,,True,,,,,True,,,,,,,,,,,,,,
883538902441148750,https://www.airbnb.com.vn/rooms/883538902441148750,"5,0",Thành phố Phan Thiết,28,10.85548522554384,108.04377206283834,REGULAR,,The Coast Villa Nova Phan Thiet,entire_home,5,False,,/ đêm,10.0,,,True,True,True,True,True,True,False,False,3.560,₫3.560.472,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
49552455,https://www.airbnb.com.vn/rooms/49552455,"4,9",Thành phố Phan Thiết,9,10.95497,108.2438,REGULAR,,Phòng Gia đình có view hồ bơi,private_room,40,False,,/ đêm,4.0,,,,,True,,True,True,False,,810.236,₫810.236,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,
724976586102772212,https://www.airbnb.com.vn/rooms/724976586102772212,"4,71",Thành phố Phan Thiết,16,10.95596,108.24001,REGULAR,,"Khách sạn Phương Nhung
1 giường cỡ king",private_room,7,False,,/ đêm,2.0,,,,,True,True,True,True,False,False,534.845,₫534.845,,True,,,,,,,,,True,,,,,,,,True,True,,,,,,,,,,
639439314907086295,https://www.airbnb.com.vn/rooms/639439314907086295,"4,85",Thành phố Phan Thiết,28,10.93840217590332,108.1832504272461,REGULAR,,Chang 's Tropical Corner ☀ REFRESH SEAVIEW  MUI NE,entire_home,13,False,,/ đêm,4.0,True,True,True,True,True,True,True,True,False,False,677.812,₫677.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34654860,https://www.airbnb.com.vn/rooms/34654860,"4,82",Thành phố Phan Thiết,17,10.95408,108.24694,REGULAR,,"Biệt thự vườn dừa, 3 người",entire_home,38,False,,/ đêm,3.0,,,,,True,,True,True,False,,562.089,₫562.089,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,
33437438,https://www.airbnb.com.vn/rooms/33437438,"4,79",Thành phố Phan Thiết,20,10.95221,108.25044,REGULAR,,Phòng Yên tĩnh với Cửa sổ Ánh nắng | 09,private_room,14,False,,/ đêm,2.0,,,,True,True,,True,,False,False,318.388,₫318.388,,True,True,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,
847646038579692182,https://www.airbnb.com.vn/rooms/847646038579692182,,Thành phố Phan Thiết,18,10.946,108.19685,REGULAR,,T’house homestay với mái nhà,private_room,1,False,,/ đêm,2.0,,,,,True,,True,,False,False,313.824,₫313.824,,True,True,,,,True,,True,True,,False,True,4,True,,,,,,,,,,,,,,,
18321784,https://www.airbnb.com.vn/rooms/18321784,"4,87",Thành phố Phan Thiết,22,10.9377,108.29396,REGULAR,,Phòng riêng và bữa sáng,hotel_room,128,False,,/ đêm,2.0,,,True,True,True,,True,,False,False,,,True,,True,,,,,True,,,True,,,,,,,,,,,,,,,,,,,
15148961,https://www.airbnb.com.vn/rooms/15148961,"4,83",tp. Phan Thiết,18,10.93806,108.29404,REGULAR,,Phòng gần bãi biển - Cách bãi biển chỉ 200m,private_room,77,False,,/ đêm,2.0,,,,True,True,,True,,False,False,,,,,True,,,,,True,,,True,True,True,7,True,,,,True,,,,,,,,,,,
40687254,https://www.airbnb.com.vn/rooms/40687254,"5,0",Thành phố Phan Thiết,11,10.93926,108.13082,REGULAR,,"Phòng Décembre Han 2 - Một nơi ấm cúng gọi là ""Nhà""",private_room,5,False,,/ đêm,2.0,,,,True,True,,True,,False,False,330.941,₫330.941,,,True,,,True,,,,,True,True,True,3,True,True,,,,,,,,,,,,,,
6337862,https://www.airbnb.com.vn/rooms/6337862,"4,55",Thành phố Phan Thiết,11,10.95604,108.2331,REGULAR,,Căn hộ Beach Side - gần  Chợ,entire_home,44,False,,/ đêm,2.0,,,True,True,True,True,True,,False,False,588.850,₫588.850,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,
37266232,https://www.airbnb.com.vn/rooms/37266232,"4,69",Phan Thiet,30,10.93747,108.18813,REGULAR,,Một căn phòng yên tĩnh_1 phút ra bãi biển. Năm Thọ homestay P4,private_room,13,False,,/ đêm,2.0,,,True,True,True,,True,,False,False,309.944,₫309.944,True,True,,,,,,True,,,,False,True,4,True,,,,,,,,,,,,,,,
868505089727547819,https://www.airbnb.com.vn/rooms/868505089727547819,,Thành phố Phan Thiết,30,10.94917,108.21376,REGULAR,,Nina Homestay,private_room,,False,,/ đêm,1.0,,,,,True,True,True,True,,False,,,True,True,,,,,,True,,True,,,,,,,,,,,True,,,,,,,,,
652491082809253424,https://www.airbnb.com.vn/rooms/652491082809253424,"5,0",thành phố Bảo Lộc,6,11.545270076484433,107.82928839577023,REGULAR,,The Hill Homestay,entire_home,4,False,,/ đêm,2.0,,,,True,True,,True,,False,False,,,,,,,True,True,,,,,True,,,,,,,,,,,True,,,,,,,,
33238489,https://www.airbnb.com.vn/rooms/33238489,"4,69",Thành phố Phan Thiết,14,10.93299,108.10956,REGULAR,,Căn hộ nội thất ấm cúng tại trung tâm thành phố Phan Thiết,entire_home,29,False,,/ đêm,5.0,,,,True,True,True,True,,False,,588.850,₫588.850,,True,True,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,
821965873938979276,https://www.airbnb.com.vn/rooms/821965873938979276,,Thành phố Phan Thiết,5,10.93754,108.18296,REGULAR,,Căn hộ 1br Ocean Vista - Seahome,entire_home,,False,,/ đêm,3.0,True,,True,True,True,,True,True,False,False,761.647,₫761.647,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
27556532,https://www.airbnb.com.vn/rooms/27556532,"4,64",Thành phố Phan Thiết,9,10.94987,108.25866,REGULAR,,Nhà khách Sky,private_room,45,False,,/ đêm,2.0,,,,True,True,,True,True,False,,516.918,₫516.918,,True,True,,,,,,,,True,False,True,5,,,,,,,,,False,,,,,,,
24321822,https://www.airbnb.com.vn/rooms/24321822,"4,72",Thành phố Phan Thiết,24,10.95062,108.25506,REGULAR,,Phòng rộng rãi với bình minh gần Fairy Stream | 104,private_room,46,False,,/ đêm,2.0,,,True,True,True,,True,,False,False,318.388,₫318.388,True,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,
820194892413616677,https://www.airbnb.com.vn/rooms/820194892413616677,,Thành phố Phan Thiết,9,10.938696256869296,108.28269705176353,REGULAR,,homestay mơi né 1 giơ ̀ơng,private_room,1,False,,/ đêm,2.0,True,,,True,True,True,True,,False,False,487.853,₫487.853,,True,,,,,,,,True,,False,True,3,True,,,,,,,,,,,,,,,
666269853202834874,https://www.airbnb.com.vn/rooms/666269853202834874,"4,67",Thành phố Phan Thiết,30,10.95402,108.21522,REGULAR,,El Jardin Mui Ne: Private relaxing garden home,entire_home,9,False,,/ đêm,6.0,,,True,True,True,True,True,,,,,,True,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,
632864680567408723,https://www.airbnb.com.vn/rooms/632864680567408723,"5,0",Thành phố Phan Thiết,11,10.94048,108.16142,REGULAR,,"Seaview Ocean Vista 2 phòng ngủ, ban công lớn",entire_home,4,False,,/ đêm,4.0,True,,True,True,True,True,True,True,False,,1.611,₫1.611.195,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,
885915824053685431,https://www.airbnb.com.vn/rooms/885915824053685431,,Thành phố Phan Thiết,20,10.93731,108.18414,REGULAR,,Seaview Ocean Vista Mui Ne,entire_home,,False,,/ đêm,4.0,,,,True,True,,True,True,False,False,,,,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,
868492709154178781,https://www.airbnb.com.vn/rooms/868492709154178781,,Thành phố Phan Thiết,9,10.93883,108.18261,REGULAR,,Chang’s window corner,entire_home,,False,,/ đêm,4.0,,,True,True,True,True,True,True,False,False,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34630258,https://www.airbnb.com.vn/rooms/34630258,"4,82",Thành phố Phan Thiết,15,10.95326,108.24708,REGULAR,,"Biệt thự vườn dừa Jasmine, 2 người",entire_home,22,False,,/ đêm,2.0,,,,,True,,True,True,False,,631.678,₫631.678,True,True,True,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,
18321187,https://www.airbnb.com.vn/rooms/18321187,"4,74",Thành phố Phan Thiết,23,10.93778,108.29401,REGULAR,,Connect 4,private_room,254,False,,/ đêm,2.0,,,,True,True,,True,,False,False,347.972,₫347.972,,,True,,True,,,True,,,,True,True,7,,True,,,,,,,False,,,,,,,
33412116,https://www.airbnb.com.vn/rooms/33412116,"4,86",Thành phố Phan Thiết,20,10.95327,108.2524,REGULAR,,Phòng Yên tĩnh với Cửa sổ Ánh nắng | 06,private_room,7,False,,/ đêm,2.0,,,,True,True,,True,,False,False,292.917,₫292.917,,True,True,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,
35741486,https://www.airbnb.com.vn/rooms/35741486,"4,69",Thành phố Phan Thiết,30,10.94069,108.2801,REGULAR,,Cozy room near fishing village Muine Bono green,private_room,45,False,,/ đêm,2.0,True,,True,True,True,True,True,,False,False,467.883,₫467.883,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
884366854443070253,https://www.airbnb.com.vn/rooms/884366854443070253,,Thành phố Phan Thiết,21,11.002775927517614,108.34751028567553,REGULAR,,un paraíso para disfrutar,entire_home,,False,,/ đêm,4.0,True,,True,True,True,True,True,True,False,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,
31636769,https://www.airbnb.com.vn/rooms/31636769,"4,7",Lagi,21,10.67029,107.78983,REGULAR,,Ngôi nhà ấm cúng,entire_home,10,False,,/ đêm,4.0,,,True,True,True,,True,,False,False,693.177,₫693.177,,,True,,,,,True,,,True,,,,,,,,True,,,,,,,,,,,
770808073968103417,https://www.airbnb.com.vn/rooms/770808073968103417,"4,89",Phan Thiết,19,10.97235,108.24639,REGULAR,,Không gian rộng rãi 2 ngươ ̀ i trong thiên nhiên,entire_home,9,False,,/ đêm,6.0,,,,True,True,True,True,,False,False,,,True,,,,,,,,True,,True,,,,,,,,,,,,,True,,,,,,
41678765,https://www.airbnb.com.vn/rooms/41678765,,Thành phố Phan Thiết,14,10.93779,108.29331,REGULAR,,"FAIRY HILLS, 1 GIƯỜNG TRONG PHÒNG KÝ TÚC XÁ - HỒ BƠI VÀ VƯỜN",shared_room,,False,,/ đêm,1.0,,,,,True,,True,True,False,,264.411,₫264.411,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
783182835716502006,https://www.airbnb.com.vn/rooms/783182835716502006,,Thành phố Phan Thiết,14,10.937475314303517,108.18342226137696,REGULAR,,Studio căn hộ yên tĩnh bên bãi biển Mũi Né,entire_home,,False,,/ đêm,4.0,,,True,True,True,True,True,,False,,513.910,₫513.910,,True,,,,,True,True,,,True,,,,,,,,,,,,,,,,,,,
508973,https://www.airbnb.com.vn/rooms/508973,"4,91",Phan Thiet,22,10.9706,108.24943,REGULAR,,Biệt thự Namkha có hồ bơi (3 phòng ngủ),entire_home,119,False,,/ đêm,9.0,,,,True,True,True,True,True,False,,3.444,₫3.444.771,True,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,
863721333765655082,https://www.airbnb.com.vn/rooms/863721333765655082,,Thành phố Phan Rang - Tháp Chàm,18,11.55149,108.99816,REGULAR,,Phan Rang - Les Quatre Chemins,entire_home,,False,,/ đêm,3.0,True,,,True,True,True,True,,False,False,,,,,,,,,,True,,True,True,,,,,,,,,,,,,,,,,,,
30207847,https://www.airbnb.com.vn/rooms/30207847,"4,79",,27,10.93598,108.18067,REGULAR,,Căn hộ bãi BIỂN vách đá với sân thượng & bồn tắm nước nóng!,entire_home,31,False,,/ đêm,4.0,True,,True,True,True,,True,True,,,2.789,₫2.789.568,,True,,,,,True,,,,,,,,,,,,,,True,,,,True,,,,,
37550167,https://www.airbnb.com.vn/rooms/37550167,"4,93",Thành phố Phan Thiết,10,10.93481,108.10753,REGULAR,,Nhà nghỉ hè,private_room,14,False,,/ đêm,2.0,,,True,True,True,,True,,False,False,433.647,₫433.647,,True,True,,,,,True,,,,False,True,4,True,,,,,,,,,,,,,,,
21177944,https://www.airbnb.com.vn/rooms/21177944,"4,43",Thành phố Phan Thiết,30,10.93643,108.29269,REGULAR,,Vannguyen minihouse Villa 3 phòng ngủ,entire_home,103,False,,/ đêm,6.0,,,,True,True,,,,False,False,1.472,₫1.472.102,True,True,True,,True,,,True,,,,,,,,,True,,,,,,,,,,,,,
830122879105103499,https://www.airbnb.com.vn/rooms/830122879105103499,,Thành phố Phan Thiết,14,10.93783,108.18298,REGULAR,,Căn hộ studio khu nghỉ dưỡng Mũi Né,entire_home,,False,,/ đêm,3.0,,,,True,True,True,True,,False,False,683.565,₫683.565,,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,
21046422,https://www.airbnb.com.vn/rooms/21046422,"4,85",Thành phố Phan Thiết,13,10.9381,108.18382,REGULAR,,Căn hộ bãi biển yêu thích,entire_home,34,False,,/ đêm,2.0,,,,True,True,,True,,False,False,,,,True,True,,,,True,True,,,,,,,,,,,,,True,,,,,,,,,
869800994636162015,https://www.airbnb.com.vn/rooms/869800994636162015,,Thành phố Phan Thiết,17,10.955228533154514,108.2153485,REGULAR,,Tony's House Hotel Mũi Né,private_room,,False,,/ đêm,16.0,,True,True,,True,,True,,False,False,,,,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,
25431423,https://www.airbnb.com.vn/rooms/25431423,"4,7",Thành phố Phan Thiết,10,10.93748,108.1547,REGULAR,,Ở như ngôi nhà của bạn (Phòng riêng với một giường),private_room,11,False,,/ đêm,2.0,,,,True,True,,True,,False,False,,,,True,True,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,
870652815588025744,https://www.airbnb.com.vn/rooms/870652815588025744,,Thành phố Phan Thiết,6,10.93728,108.18442,REGULAR,,Chang’s Farmhouse Corner,entire_home,,False,,/ đêm,4.0,,,True,True,True,True,True,True,False,False,597.930,₫597.930,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34630860,https://www.airbnb.com.vn/rooms/34630860,"4,76",Thành phố Phan Thiết,15,10.95334,108.24725,REGULAR,,"Coconut Garden Villa Marigold, 2 people",entire_home,54,False,,/ đêm,2.0,,,,,True,,True,True,False,,910.037,₫910.037,True,True,True,True,,,,,True,,True,,,,,,,,,,,,,,,,,,,
33202312,https://www.airbnb.com.vn/rooms/33202312,"4,7",Thành phố Phan Thiết,23,10.95202,108.25496,REGULAR,,Phòng rộng rãi với bình minh gần Fairy Stream | 302,private_room,10,False,,/ đêm,2.0,,,True,True,True,,True,,False,False,318.388,₫318.388,,True,True,,,,,True,,,,False,False,5,True,,,,,,,,,,,,,,,
15389935,https://www.airbnb.com.vn/rooms/15389935,"4,79",tp. Phan Thiết,30,10.93774,108.29417,REGULAR,,Connect 3,private_room,103,False,,/ đêm,2.0,,,,True,True,,True,,False,False,,,,,True,True,True,,,,,,,True,True,7,True,,,,True,,,,,,,,,,,
731603515103920348,https://www.airbnb.com.vn/rooms/731603515103920348,"5,0",Thành phố Phan Thiết,30,10.933975435174075,108.10910499947512,REGULAR,,Oasis Biệt thự 3 phòng ngủ @ K. House Phan Thiết,entire_home,4,False,,/ đêm,7.0,,,,True,True,True,True,,False,False,3.718,₫3.718.708,,True,,,,,,,,True,True,,,,,,,,True,,,,,,,,,,,
43352261,https://www.airbnb.com.vn/rooms/43352261,"4,85",Thành phố Phan Thiết,30,10.96369,108.32812,REGULAR,,Charming Mediterian style room in Photo zone area,private_room,13,False,,/ đêm,4.0,,,,,True,,True,,,,910.037,₫910.037,,True,True,,True,,,True,,,,True,True,3,True,True,,,,,,,,,,,,,,
832500297880029243,https://www.airbnb.com.vn/rooms/832500297880029243,"4,5",Thành phố Phan Thiết,30,10.937667059813428,108.18228767027253,REGULAR,,Ocean Vista-Jack Hai-Garden View,entire_home,8,False,,/ đêm,4.0,,,True,True,True,True,True,True,False,,760.000,₫760.000,,,,,,,,,,True,True,,,,,,,,,,,,,,,True,,,,
710575303398551739,https://www.airbnb.com.vn/rooms/710575303398551739,"4,81",Thành phố Phan Thiết,30,10.94312,108.27663,REGULAR,,Beachfont boutique homestay 14 phòng ngủ trọng lượng.,private_room,16,False,,/ đêm,16.0,True,,True,True,True,True,True,,False,False,707.530,₫707.530,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,
782074046647616667,https://www.airbnb.com.vn/rooms/782074046647616667,,thành phố Bảo Lộc,11,11.47868,107.73806,REGULAR,,Ozone Homes Bảo Lộc- Phòng đôi,private_room,2,False,,/ đêm,2.0,,,,True,True,True,True,,False,False,235.000,₫235.000,True,True,,,,,,,,True,,False,True,4,True,,,,,,,,,,,,,,,
16370916,https://www.airbnb.com.vn/rooms/16370916,"4,55",Thành phố Phan Thiết,30,10.9376,108.28983,REGULAR,,Vannguyen minihouse Villa 2 phòng ngủ,entire_home,148,False,,/ đêm,4.0,,,,True,True,,True,,False,False,,,True,True,True,,True,,,,,,,,,,,,True,,,,,,,,,,,,,
29497518,https://www.airbnb.com.vn/rooms/29497518,"4,36",Thành phố Phan Thiết,18,10.9516,108.25605,REGULAR,,Khách sạn Fairy Stream,private_room,11,False,,/ đêm,2.0,,,True,True,True,,True,,False,False,285.294,₫285.294,,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,,
37107287,https://www.airbnb.com.vn/rooms/37107287,"4,92",Tân Phú,12,11.42264,107.42894,REGULAR,,Sống cùng gia đình bản xứ cầu Cát Tiên (Phòng ngủ 1),private_room,13,False,,/ đêm,2.0,,,,,True,,,,False,False,268.177,₫268.177,True,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,
13446792,https://www.airbnb.com.vn/rooms/13446792,"4,88",Phước Bửu,18,10.51741,107.39837,REGULAR,,HỒ Tràm nhìn ra phòng tập thể dục trong vườn biệt thự mùa xuân.,entire_home,8,False,,/ đêm,2.0,True,,True,True,,True,True,True,False,False,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
624182247065501931,https://www.airbnb.com.vn/rooms/624182247065501931,"4,86",Thành phố Phan Thiết,15,10.94789,108.18442,REGULAR,,Biệt thự Mặt trời mọc - Hướng biển,entire_home,7,False,,/ đêm,10.0,,,True,True,True,True,True,,False,,,,True,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,
869971523928485383,https://www.airbnb.com.vn/rooms/869971523928485383,,Thành phố Phan Thiết,30,10.93128,108.1305,REGULAR,,Samson Villa - Familyroom,private_room,,False,,/ đêm,4.0,,,True,,True,True,True,,False,,,,,True,,,,,,True,,True,,,,,,,,,True,,,,,,,,True,,,
36645692,https://www.airbnb.com.vn/rooms/36645692,,Thành phố Phan Thiết,9,10.93974,108.11749,REGULAR,,Phòng Ngân sách cho cặp đôi - Trái tim Thành phố Phan Thiết,private_room,,False,,/ đêm,2.0,,,,,True,,True,,False,,342.353,₫342.353,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,
892302946245332595,https://www.airbnb.com.vn/rooms/892302946245332595,,Thành phố Phan Thiết,27,11.0027091,108.3456905,REGULAR,,căn hộ 5* sát biển tại Mũi Né,private_room,,False,,/ đêm,2.0,,,True,True,True,True,True,True,,,,,,True,True,,,,,,,,,,,,,,,True,,,True,,,,,,,,,
35654975,https://www.airbnb.com.vn/rooms/35654975,"4,83",Thành phố Phan Thiết,17,10.93687,108.18407,REGULAR,,Căn hộ Seaview F415. Ocean Vista Mũi Né.,entire_home,12,False,,/ đêm,5.0,True,,True,True,True,,True,True,False,False,2.145,₫2.145.413,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
24432498,https://www.airbnb.com.vn/rooms/24432498,"4,75",,27,10.94315,108.19655,REGULAR,,Khách sạn Blue Moon ở Mũi Né,private_room,4,False,,/ đêm,2.0,,,,True,True,True,True,,False,False,456.471,₫456.471,,True,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,
