room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_JACUZZI,SYSTEM_PETS,SYSTEM_TV,SYSTEM_EV_CHARGER,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_VIEW_MOUNTAIN,SYSTEM_VIEW_OCEAN,SYSTEM_SURVEILLANCE,SYSTEM_WASHER,SYSTEM_SNOWFLAKE,isSuperHost,isVerified,yearHosting,SYSTEM_LOCK_ON_DOOR,SYSTEM_HAIRDRYER,SYSTEM_VIEW_CITY,SYSTEM_BREAKFAST,SYSTEM_FLOWER,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_POOL,SYSTEM_DRYER,SYSTEM_FIREPLACE,SYSTEM_FIREPIT,SYSTEM_LUGGAGE_DROP,SYSTEM_PATIO_BALCONY,SYSTEM_SMOKING_ALLOWED,SYSTEM_ELEVATOR,SYSTEM_GYM,SYSTEM_CALENDAR,SYSTEM_REFRIGERATOR,SYSTEM_HIGH_CHAIR,SYSTEM_MAPS_RESORT,SYSTEM_SKI,SYSTEM_BATHTUB
884526696863649173,https://www.airbnb.com.vn/rooms/884526696863649173,,Na Hang,30,22.4604,105.24203,REGULAR,,P. Tiêu chuẩn-Kéo Nàng homestay,entire_home,,False,,/ đêm,,,2,,True,True,True,,,,,False,False,,,True,True,,,,,,,,,,,,,,True,,,,,,,,,,,
36722385,https://www.airbnb.com.vn/rooms/36722385,"5,0",Hà Giang,12,22.80209,104.97919,REGULAR,,Bungalow Double bed - Green Hill Hostel,private_room,5,False,,/ đêm,513.530,₫513.530,4,True,True,,True,,,True,,False,False,,True,,,True,,,,,True,,,,,,,,,True,,,,,,,,,,
873443798559383667,https://www.airbnb.com.vn/rooms/873443798559383667,,Thành phố Hà Giang,11,22.81605105027045,104.98064560845391,REGULAR,,Su's Villa Hà Giang -Phòng khép kín & bàn làm việc,private_room,,False,,/ đêm,,,2,True,True,True,True,,,True,,False,False,,,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,
830389438113348766,https://www.airbnb.com.vn/rooms/830389438113348766,,Thành phố Hà Giang,7,22.80179197962387,104.97935313731432,REGULAR,,"Chỗ nghỉ thoải mái, yên tĩnh",private_room,,False,,/ đêm,342.353,₫342.353,4,True,True,True,True,,,True,,False,,,,True,,True,,,,,,,,,,,,,,True,True,,,,,,,,,
772111431215026607,https://www.airbnb.com.vn/rooms/772111431215026607,,Bản Luốc,30,22.6804399,104.6762738,REGULAR,,Nername Lashboard Retreat 3- bao gồm bữa sáng,private_room,,False,,/ đêm,,,2,True,True,,True,,,,,False,False,,,True,,,False,True,,True,,,,,,,,,True,,,,,,,,,,,
29427425,https://www.airbnb.com.vn/rooms/29427425,"4,56",Yên Minh,10,23.11826515197754,105.14154052734375,REGULAR,,"Ngôi nhà có tầm nhìn ra quang cảnh núi, cảnh thiên nhiên",private_room,9,False,,/ đêm,268.177,₫268.177,2,,True,,True,,,True,,False,False,,,,True,True,,,,,True,,,,,,True,,,,,True,,,,,,,,
674230542801133851,https://www.airbnb.com.vn/rooms/674230542801133851,,Quản Bạ,12,23.04367,105.01548,REGULAR,,Phòng Deluxe-Dbl Tầm nhìn ra thiên nhiên từ phòng tắm,private_room,,False,,/ đêm,1.129,₫1.129.765,2,,True,,True,True,,,,False,False,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,
17875294,https://www.airbnb.com.vn/rooms/17875294,"4,76",,30,23.27348,105.37058,REGULAR,,H'Mong Homestay & Trekking Tour in Dong Van,private_room,59,False,,/ đêm,401.495,₫401.495,14,True,True,,True,,,,,False,False,,,,True,,False,True,8,,,True,,True,False,,,,,,True,,,,,,,,,
39658703,https://www.airbnb.com.vn/rooms/39658703,,Hà Giang,6,22.80372,104.97885,REGULAR,,Phòng đôi có hai giường,private_room,1,False,,/ đêm,285.294,₫285.294,3,True,True,True,True,,,True,,False,False,,,,True,,False,True,3,True,,,,,,,True,,,,,,,,,,,,,
36363109,https://www.airbnb.com.vn/rooms/36363109,,Hà Giang,26,22.80143,104.97815,REGULAR,,Phòng đôi không có phòng tắm - Ký túc xá Green Hill,private_room,,False,,/ đêm,267.664,₫267.664,2,True,True,,True,,,True,,,,,,,,True,False,True,,True,True,,True,True,,,,,,,,True,,,,,,,,
627050982956379509,https://www.airbnb.com.vn/rooms/627050982956379509,,tt. Đồng Văn,9,23.28088,105.36393,REGULAR,,1 giường trong phòng ngủ tập thể 6 khách,shared_room,,False,,/ đêm,,,1,True,True,True,True,,True,,,False,False,True,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,
679918065768890260,https://www.airbnb.com.vn/rooms/679918065768890260,,Thành phố Hà Giang,22,22.80154,104.98249,REGULAR,,Khách sạn Hải Ninh,private_room,,False,,/ đêm,,,4,,True,,True,,True,True,,False,False,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,
836821647740696251,https://www.airbnb.com.vn/rooms/836821647740696251,,Du Già,17,22.9378304,105.2077798,REGULAR,,Du Già Vân Chung Homesstay,private_room,,False,,/ đêm,285.294,₫285.294,12,True,True,,True,,True,,,False,False,True,True,,True,,False,True,,,,,,,False,,,,,,,,,,,,,,,
893048051562528788,https://www.airbnb.com.vn/rooms/893048051562528788,,Thông Nguyên,8,22.59247892920874,104.71188613214903,REGULAR,,Móng Ngựa homestay,private_room,,False,,/ đêm,,,15,,True,True,True,,,,,False,False,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,
870970708672067845,https://www.airbnb.com.vn/rooms/870970708672067845,,Mèo Vạc,5,23.163857075911096,105.40842630805935,REGULAR,,nhà nghỉ thu nụ,private_room,,False,,/ đêm,,,1,,True,True,True,,True,True,,False,False,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,
771977081127042210,https://www.airbnb.com.vn/rooms/771977081127042210,,Bản Luốc,30,22.679845948345402,104.67595193491822,REGULAR,,Phòng ngủ tập thể 1 - bao gồm bữa sáng,shared_room,,False,,/ đêm,300.000,₫300.000,9,True,True,,True,,,,,False,False,True,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,
39654854,https://www.airbnb.com.vn/rooms/39654854,,Hà Giang,13,22.81887,104.95754,REGULAR,,Phòng 3 giường,private_room,,False,,/ đêm,,,9,True,True,True,True,True,,True,True,,,True,,,,,False,True,,,,True,,,False,,,,,,,,,,,,,,,
43814698,https://www.airbnb.com.vn/rooms/43814698,"3,0",Đồng Văn,12,23.27959,105.35741,REGULAR,,"Triệu Nghị homestay, tại Phố Cổ, Đồng Văn",private_room,3,False,,/ đêm,424.440,₫424.440,16,,True,True,,,True,True,,False,False,,,,,True,False,True,3,,True,,,,False,,,True,,,,,,,,,,,,
39662775,https://www.airbnb.com.vn/rooms/39662775,,Thành phố Hà Giang,3,22.82995,104.98314,REGULAR,,KHÁCH SẠN GIÁ RẺ KHÁM PHÁ HÀ GIANG,private_room,,False,,/ đêm,264.876,₫264.876,6,True,True,True,True,,True,True,,False,False,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,
25881309,https://www.airbnb.com.vn/rooms/25881309,"4,0",Thành phố Hà Giang,29,22.8406,104.98092,REGULAR,,Thu Thu homestay Ha Giang,private_room,4,False,,/ đêm,267.650,₫267.650,8,True,True,,True,,True,True,,False,False,,,,,True,False,True,5,,,,,,False,,,True,,,,,,,,,,,,
33697823,https://www.airbnb.com.vn/rooms/33697823,"4,33",,30,22.82707,104.95265,REGULAR,,Welcome to Maison Teahouse Homestay!,private_room,6,False,,/ đêm,319.530,₫319.530,3,True,True,,True,,,,,False,False,,,,True,True,False,False,4,,True,,,,False,,True,,,,,,,,,,,,,
874351295855328577,https://www.airbnb.com.vn/rooms/874351295855328577,,Thành phố Hà Giang,30,22.8160235,104.980426,REGULAR,,Su's Villa-BT nguyên căn duy nhất tại TP. Hà Giang,entire_home,,False,,/ đêm,,,14,True,True,True,True,True,,,,False,False,True,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,
46574605,https://www.airbnb.com.vn/rooms/46574605,"4,5",Yên Minh,30,22.93151,105.22264,REGULAR,,Du Già Homestay thân thiện,private_room,4,False,,/ đêm,264.753,₫264.753,16,True,True,True,True,,True,,,False,False,,True,,,,False,True,2,True,,,,,,True,,,,,,,,,,,,,,
886529041922122066,https://www.airbnb.com.vn/rooms/886529041922122066,,Đồng Văn,27,23.27723373997184,105.36022444968279,REGULAR,,TiTi House,entire_home,,False,,/ đêm,,,10,True,True,True,True,,,,,False,False,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
33140135,https://www.airbnb.com.vn/rooms/33140135,,Quản Bạ,30,23.04449,105.01535,REGULAR,,Mun Homestay - Phòng nhà sàn của người Dao,private_room,2,False,,/ đêm,267.664,₫267.664,6,True,True,,True,,True,,,False,False,True,,,,,False,True,4,,,,,True,False,,,,,,True,,,,,,,,,
770731201978777947,https://www.airbnb.com.vn/rooms/770731201978777947,,Na Hang,24,22.449211924557034,105.24285938590765,REGULAR,,Phòng Vip - Kéo Nàng Homestay,private_room,,False,,/ đêm,,,1,,True,True,True,,,True,,False,False,,True,True,True,,,,,,,,,,,True,,,,,,,,,,,,,,
822103236185099849,https://www.airbnb.com.vn/rooms/822103236185099849,,Thành phố Hà Giang,11,22.825754,104.9890729,REGULAR,,tour sinh thái - nhà ở & Hà Giang,private_room,,False,,/ đêm,627.647,₫627.647,2,True,True,True,True,,,,,False,False,,,True,True,True,,,,,,,,,,,,,True,,,,,,,,,,,
771594217908354221,https://www.airbnb.com.vn/rooms/771594217908354221,,Bản Luốc,30,22.680844342589133,104.67572305351496,REGULAR,,Phòng tập thể 2- Bao gồm bữa sáng,shared_room,,False,,/ đêm,,,9,True,True,,True,,,,,False,False,True,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,
36853853,https://www.airbnb.com.vn/rooms/36853853,,Hà Giang,24,22.85424,105.01333,REGULAR,,Bungalow Double room - Green Hill Hostel,private_room,,False,,/ đêm,374.710,₫374.710,2,True,True,,True,,,True,,,False,,True,,,True,,,,,True,,True,,,,,,,,,,,,,,,,,
888904723600069383,https://www.airbnb.com.vn/rooms/888904723600069383,,Thành phố Hà Giang,11,22.816283064033556,104.98100336641073,REGULAR,,Su's Villa Hà Giang - 2 phòng giường đôi khép kín,private_room,,False,,/ đêm,,,4,True,True,True,True,,,True,,False,False,,,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,
43806392,https://www.airbnb.com.vn/rooms/43806392,,tt. Đồng Văn,12,23.27437,105.36422,REGULAR,,Phòng tiêu chuẩn - Homestay sang trọng,private_room,,False,,/ đêm,399.412,₫399.412,2,,True,,True,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54261176,https://www.airbnb.com.vn/rooms/54261176,,Thành phố Hà Giang,1,22.83226,104.98668,REGULAR,,"Nhà của tôi, đó là nhà của bạn",private_room,1,False,,/ đêm,,,10,True,True,True,True,True,,,,,,,True,True,,,False,True,3,,,,,True,False,,,,,,,,,,,,,,,
673760963603715238,https://www.airbnb.com.vn/rooms/673760963603715238,,Bảo Yên,30,22.34374,104.4964,REGULAR,,Bungalow nhà nghỉ sinh thái Cinnamon 2,private_room,,False,,/ đêm,910.037,₫910.037,2,,True,True,True,,,,,False,False,,,True,,True,,,,,,,,,,,,True,,,,,,,,,,,,
835469757007482034,https://www.airbnb.com.vn/rooms/835469757007482034,,Thành phố Hà Giang,10,22.8412179,104.9989573,REGULAR,,-20% Large Family Room/2Beds #FREE Parking~Center,private_room,,False,,/ đêm,,,3,,True,True,True,,,True,,False,False,,,,True,True,,,,,,,,,,,True,,,,,,True,,,,,,,
27032539,https://www.airbnb.com.vn/rooms/27032539,"4,94",,28,22.63308,104.70103,REGULAR,,"VN Farmstay Retreat tại Nam Sơn, gần Hà Giang",shared_room,17,False,,/ đêm,268.177,₫268.177,12,True,True,,True,,,True,,False,False,,,,True,,,,,,,,,True,,,,,,True,True,,,,,,,,,
777395304523829749,https://www.airbnb.com.vn/rooms/777395304523829749,,Thành phố Hà Giang,8,22.801537435104706,104.97835544443517,REGULAR,,Làng trong rừng,private_room,,False,,/ đêm,545.333,₫545.333,2,True,True,True,True,,True,,,,,,True,True,,,False,True,,True,,True,,True,,,,,,,,,,,,,,,,
538898748086117998,https://www.airbnb.com.vn/rooms/538898748086117998,,Thành phố Hà Giang,14,22.819,104.95714,REPRESENTATIVE,,Hà Giang Ali Hostel Phòng Đơn 1 Giường 201,private_room,,False,,/ đêm,300.000,₫300.000,2,,True,True,True,,,True,,False,False,,,True,True,True,,,,,,,,,,,True,,,,,,,,,,,,,
41897660,https://www.airbnb.com.vn/rooms/41897660,,Tp. Hà Giang,1,22.83005,104.98323,REGULAR,,My House is this your House,private_room,,False,,/ đêm,268.177,₫268.177,16,True,True,True,True,,,True,,,,,,,True,True,False,True,,,True,,,,False,,True,,,,,,,,,,,,,
778225343298770246,https://www.airbnb.com.vn/rooms/778225343298770246,,Thành phố Hà Giang,18,22.833846,104.9917298,REGULAR,,Homestay giải trí của Pao,private_room,,False,,/ đêm,,,4,True,True,True,True,,,,,False,False,,,True,True,,False,True,,True,,,,,,,True,,,,,,,,,,,,,
34869854,https://www.airbnb.com.vn/rooms/34869854,,Quản Bạ District,27,23.04334,105.01628,REGULAR,,Hồng Thu Homestay Quản Bạ Hà Giang,shared_room,,False,,/ đêm,381.153,₫381.153,4,True,True,True,True,,True,True,,False,False,,,,,,,,,,,,,True,,,,,,,True,,,,,,,,,
43830759,https://www.airbnb.com.vn/rooms/43830759,,tt. Đồng Văn,13,23.27546,105.36626,REGULAR,,Phòng đôi có cửa sổ -Plum Homestay,private_room,,False,,/ đêm,399.412,₫399.412,2,,True,,True,,,,,False,False,,,,,,False,True,,True,,,,,,,,,,,,,,,,,,,,
835455978552213762,https://www.airbnb.com.vn/rooms/835455978552213762,,Thành phố Hà Giang,11,22.8412179,104.9989573,REGULAR,,-20% Ideal Rom 4 People/2beds #Center+FREE Parking,private_room,,False,,/ đêm,,,4,,True,True,True,,,True,,False,False,,,,True,True,,,,,,,,,,,True,,,,,,True,,,,,,,
778225014373705366,https://www.airbnb.com.vn/rooms/778225014373705366,"4,25",Thành phố Hà Giang,10,22.833722441853148,104.99172113835812,REGULAR,,Homestay có khoảng sân vườn và khu đỗ xe miễn phí,private_room,4,False,,/ đêm,570.589,₫570.589,16,True,True,,True,,,,,False,False,,,True,True,True,False,True,8,,,,,,False,,,,True,,,,,,,,,,,
627042180541570689,https://www.airbnb.com.vn/rooms/627042180541570689,,tt. Đồng Văn,7,23.2815,105.36291,REGULAR,,Phòng Deluxe Triple-3pax,private_room,,False,,/ đêm,,,3,True,True,True,True,,True,,,False,False,True,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,
822048831103045233,https://www.airbnb.com.vn/rooms/822048831103045233,,Thành phố Hà Giang,5,22.8045086,104.9774142,REGULAR,,Khách sạn giá rẻ và xe máy ấm cúng,private_room,,False,,/ đêm,513.530,₫513.530,16,,True,,,,,,,False,False,,,True,,True,,,,,,,,,,,,,,,,True,,,,,,,,
762578266711982104,https://www.airbnb.com.vn/rooms/762578266711982104,,Bảo Yên,16,22.340984085185173,104.4967269694641,REGULAR,,Bungalow nhà nghỉ sinh thái Cinnamon 3,entire_home,,False,,/ đêm,1.139,₫1.139.012,2,True,True,,True,,,,,False,False,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
628165711058370711,https://www.airbnb.com.vn/rooms/628165711058370711,,Thành phố Hà Giang,12,22.83427,104.99062,REGULAR,,Tại paoleisurehomestay chỗ để xe miễn phí,private_room,1,False,,/ đêm,513.530,₫513.530,16,,True,True,True,,,,,False,False,,,True,,True,False,True,8,,,,,,False,,,,True,,,,,,,,,,,
29429995,https://www.airbnb.com.vn/rooms/29429995,"4,25",Yên Minh,9,23.118078231811523,105.14159393310547,REGULAR,,"nhà có  nhìn ra đồi núi, phong cảnh thiên nhiên",private_room,4,False,,/ đêm,399.412,₫399.412,3,,True,,True,True,,True,,False,False,,,,True,True,,,,,,,,,,,True,True,,,,,,,,,,,,
690807399753084984,https://www.airbnb.com.vn/rooms/690807399753084984,,Thành phố Hà Giang,9,22.77631,104.96877,REGULAR,,Boutique bungalow với hồ bơi và tầm nhìn ra thiên nhiên 2,private_room,,False,,/ đêm,570.589,₫570.589,2,,True,True,True,,,True,,False,False,,,True,,True,,,,,,,,,,True,,,,,,,,,,,,,,
771645398982164429,https://www.airbnb.com.vn/rooms/771645398982164429,,Bản Luốc,30,22.68064657613325,104.67484261840582,REGULAR,,Nername Lashboard Retreat 4- bao gồm bữa sáng,private_room,,False,,/ đêm,,,2,True,True,,True,,,,,False,False,True,,True,,,False,True,,True,,,,True,,,,,,,,,,,,,,,,
655321399150467738,https://www.airbnb.com.vn/rooms/655321399150467738,,Thành phố Hà Giang,7,22.81594622771823,104.98078954180295,REGULAR,,"Su's Villa Hagiang , đầy đủ các tiện nghi",entire_home,,False,,/ đêm,3.994,₫3.994.120,13,True,True,True,True,True,,True,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,
17127559,https://www.airbnb.com.vn/rooms/17127559,"4,83",Khuôn Lùng,30,22.49828,104.52866,REGULAR,,Tho Homestay - Một trải nghiệm thực sự tại địa phương,shared_room,6,False,,/ đêm,267.664,₫267.664,7,True,True,,True,,True,True,,False,False,,,,True,,,,,,,,,True,,,,,,,True,,,,,,,,,
40214773,https://www.airbnb.com.vn/rooms/40214773,,Thành phố Hà Giang,14,22.77465,104.97018,REGULAR,,Ký túc xá Bungalow với 3 giường đôi tại RockGarden,shared_room,,False,,/ đêm,267.664,₫267.664,6,,True,,True,,,,,False,False,,,,True,True,,,,,,,True,True,,True,,,,,,True,,,,,,,,
20987188,https://www.airbnb.com.vn/rooms/20987188,"3,78",Meo Vac,25,23.32667,105.34822,REGULAR,,Bungalow H 'mong ở Meo Vac Hà Giang,private_room,9,False,,/ đêm,401.503,₫401.503,16,True,True,,True,,True,True,,False,False,,,,True,True,False,False,6,,,,,,False,,,,,,,,,,,,,,,
624439382040737458,https://www.airbnb.com.vn/rooms/624439382040737458,,Đồng Văn,19,23.29269,105.37215,REGULAR,,Nhà sàn bên vách đá có lò sưởi trong nhà,private_room,,False,,/ đêm,,,16,True,True,True,True,,True,,,False,False,,,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,
617747986929834473,https://www.airbnb.com.vn/rooms/617747986929834473,,Thông Nguyên,25,22.57531,104.74605,REPRESENTATIVE,,Panhou Retreat - Phòng Suite,private_room,,False,,/ đêm,4.427,₫4.427.500,3,,True,True,True,True,,,,False,False,,,,True,True,,,,,,,,,,,,True,,,,,,,,,,,,
35069531,https://www.airbnb.com.vn/rooms/35069531,,Thành phố Hà Giang,18,22.81519,104.98847,REGULAR,,Khách sạn lịch sử Hà Giang - Phòng đôi,hotel_room,,False,,/ đêm,970.000,₫970.000,2,,True,,True,,,True,,False,False,,,,True,True,,,,,True,,True,,,,True,,,,,,,,,,,,,
690804805633840214,https://www.airbnb.com.vn/rooms/690804805633840214,,Thành phố Hà Giang,5,22.77582,104.97075,REGULAR,,Wings Bungalow với hồ bơi và tầm nhìn ra thiên nhiên,private_room,,False,,/ đêm,970.000,₫970.000,4,,True,True,True,,,True,,False,False,,,True,,True,,,,,,,,,,True,,,True,,,,,,,,,,,
628690438284523075,https://www.airbnb.com.vn/rooms/628690438284523075,,Thành phố Hà Giang,17,22.81963,104.98572,REGULAR,,Khách sạn giá rẻ - cho thuê xe máy - tour giá rẻ - cà phê,shared_room,,False,,/ đêm,268.177,₫268.177,8,,True,True,True,,,,,False,False,,,True,,True,,,,,True,,,,,,,,,,,True,,,,,,,,
38650466,https://www.airbnb.com.vn/rooms/38650466,"4,64",Đồng Văn District,30,23.36482,105.31167,REGULAR,,Đồng Văn* Làng Lò Chải * Phòng tắm riêng *2 pax,private_room,11,False,,/ đêm,,,2,,True,,True,,,,,False,False,,,,,,,,,,True,,True,True,,,,,,,,,,,,,,,,
31173885,https://www.airbnb.com.vn/rooms/31173885,,Thành phố Hà Giang,15,22.81308,104.98773,REGULAR,,Phòng riêng trong Sống cùng gia đình bản xứ Quảng Bà địa phương,private_room,,False,,/ đêm,285.294,₫285.294,2,,True,,True,,True,,,False,False,,,,,,False,False,,,,,,,False,,,,,,,True,,,,,,,,
45172961,https://www.airbnb.com.vn/rooms/45172961,,tt. Đồng Văn,7,23.27839,105.36359,REGULAR,,Phòng đôi có phòng tắm riêng,private_room,1,False,,/ đêm,684.706,₫684.706,2,,True,,True,,,,,False,False,,,,,True,False,True,3,True,True,,,,,,,,,,,,,,,,,,,
27639293,https://www.airbnb.com.vn/rooms/27639293,,Hà Giang,23,22.84966,105.01058,REGULAR,,Bungalow  Phòng đôi - Ký túc xá Green Hill,private_room,,False,,/ đêm,,,2,True,True,,True,,,True,,,False,,True,,,True,,,,,True,,True,,,,,,,,,,,,,,,,,
