room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_FLOWER,SYSTEM_VIEW_MOUNTAIN,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_PETS,SYSTEM_WASHER,SYSTEM_PATIO_BALCONY,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,isSuperHost,isVerified,yearHosting,SYSTEM_VIEW_OCEAN,SYSTEM_TV,SYSTEM_SURVEILLANCE,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_SAUNA,SYSTEM_WORKSPACE,SYSTEM_ELEVATOR,SYSTEM_HAIRDRYER,SYSTEM_REFRIGERATOR,SYSTEM_LOCK_ON_DOOR,SYSTEM_VIEW_CITY,SYSTEM_JACUZZI,SYSTEM_LUGGAGE_DROP,SYSTEM_DRYER,SYSTEM_SNOWFLAKE,SYSTEM_FIREPIT,SYSTEM_SMOKING_ALLOWED,SYSTEM_EV_CHARGER,SYSTEM_CALENDAR,SYSTEM_MAPS_RESORT,SYSTEM_MAPS_BAR,SYSTEM_BREAKFAST,SYSTEM_TOYS,SYSTEM_BATHTUB,SYSTEM_HIGH_CHAIR,SYSTEM_FIREPLACE,SYSTEM_MICROWAVE,SYSTEM_POOL
10659655,https://www.airbnb.com.vn/rooms/10659655,"4,76",tp. Đà Lạt,13,11.93964,108.46432,REGULAR,,Nơi nghỉ ngơi đẹp,private_room,273,False,,/ đêm,530.401,₫530.401,2.0,True,,True,True,True,,,True,False,False,True,True,7,,,,,,,,,,True,,True,True,,,,,,,,,,,,,,,
698770518426591056,https://www.airbnb.com.vn/rooms/698770518426591056,"5,0",Mê Linh,30,11.89599,108.3166,REGULAR,,#Summercall #PhuongMinh #Farm&Village3#Relax#DaLat,entire_home,7,False,,/ đêm,1.622,₫1.622.550,2.0,,,True,True,True,True,True,,False,False,,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,
652459059182096832,https://www.airbnb.com.vn/rooms/652459059182096832,"4,77",Thành phố Đà Lạt,30,11.93539,108.42556,REGULAR,,DreamLake Đà Lạt - Toàn cảnh bungalow w bồn tắm nước nóng,entire_home,26,False,,/ đêm,741.177,₫741.177,3.0,True,,True,True,True,,,,False,False,,,,,,True,,,True,,,,,True,True,,,,,,,,,,,,,,,,
26759335,https://www.airbnb.com.vn/rooms/26759335,"4,76",Thành phố Đà Lạt,30,11.93726,108.45669,REGULAR,,"Ở lại, Cảm nhận & Tình yêu_Khung cảnh thung lũng tuyệt vời",entire_home,188,False,,/ đêm,754.815,₫754.815,5.0,,True,True,True,True,,True,,False,False,,,,,True,,,,,,,,,True,,,True,,,,,,,,,,,,,,
891682224643337090,https://www.airbnb.com.vn/rooms/891682224643337090,,thành phố Bảo Lộc,11,11.56601,107.81617,REGULAR,,Vườn nhà mẹ - homestay,private_room,,False,,/ đêm,,,14.0,,,,True,True,,,,False,False,,,,,,True,,,,,,,,,,,,True,True,,,,,,,,,,,,
804964108825722362,https://www.airbnb.com.vn/rooms/804964108825722362,"4,88",Thành phố Đà Lạt,24,11.9422246,108.4315251,REPRESENTATIVE,,TTR Central Apart Hotel - King Studio có ban công,entire_home,16,False,,/ đêm,720.000,₫720.000,3.0,,,True,True,True,,True,,,,,,,,True,True,,,True,True,,,,True,,,True,,,,,,,,,,,,,,
21170630,https://www.airbnb.com.vn/rooms/21170630,"4,75",Thành phố Đà Lạt,30,11.94762,108.45855,REGULAR,,Ban công BnB (Niềm tin),private_room,69,False,,/ đêm,,,2.0,True,,True,True,True,,True,,False,False,,,,,True,,,,,,True,,,,,,True,,,,,,,,,,,,,,
615021157171921498,https://www.airbnb.com.vn/rooms/615021157171921498,"4,88",Thành phố Đà Lạt,14,11.935373,108.421631,REGULAR,,Tầm nhìn ra vườn Tinghouse,private_room,8,False,,/ đêm,,,2.0,True,,,True,,,,,False,False,False,True,6,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,
631612090002874236,https://www.airbnb.com.vn/rooms/631612090002874236,"4,5",Thành phố Đà Lạt,11,11.935931,108.421745,REGULAR,,Tầm nhìn ra vườn Tinghouse 1,private_room,8,False,,/ đêm,369.285,₫369.285,2.0,True,,,True,,,True,,False,False,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,
886845753701311992,https://www.airbnb.com.vn/rooms/886845753701311992,,Bảo Lộc,22,11.62718,107.77128,REGULAR,,Homestay Windhill Bảo Lộc,entire_home,,False,,/ đêm,,,4.0,,,True,True,True,,,,False,False,,,,True,True,True,,,,,,,,,,True,,True,,,,,,,,,,,,,
887541512359288777,https://www.airbnb.com.vn/rooms/887541512359288777,,Thành phố Đà Lạt,8,11.95799,108.44014,REGULAR,,Mùa thu bên cửa sổ,private_room,,False,,/ đêm,,,2.0,True,,,True,True,,,True,False,,,,,True,True,True,,,True,,,,,True,,,,,,,,,,,,,,,,,
891678742806034385,https://www.airbnb.com.vn/rooms/891678742806034385,,Thành phố Đà Lạt,30,11.87900783628167,108.53955759009361,REGULAR,,A friendly cozy farmstay,private_room,,False,,/ đêm,,,,,,True,True,True,,,,False,False,,,,True,,True,,,True,,,,,,,,,,True,True,,,,,,,,,,,
580944896809323607,https://www.airbnb.com.vn/rooms/580944896809323607,"5,0",Mê Linh,26,11.88019,108.32028,REGULAR,,Nhà nghỉ nông trại Avocado,private_room,4,False,,/ đêm,,,2.0,True,,True,True,True,,,,False,False,True,True,1,,,True,,,True,,,,True,True,,,,,,,,,,,,,,,,,
864231511950062800,https://www.airbnb.com.vn/rooms/864231511950062800,,Thành phố Đà Lạt,28,11.93639,108.44982,REGULAR,,Nhà Hạc,entire_home,,False,,/ đêm,1.027,₫1.027.059,2.0,,True,True,True,True,True,,,False,False,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,
863673019570975748,https://www.airbnb.com.vn/rooms/863673019570975748,,Thành phố Đà Lạt,30,11.978850006109024,108.42918321490288,REGULAR,,Wooden house in the cloud,entire_home,,False,,/ đêm,2.385,₫2.385.060,10.0,,True,True,True,True,True,,,False,False,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,
600423976748189826,https://www.airbnb.com.vn/rooms/600423976748189826,"4,93",Thành phố Đà Lạt,15,11.96573,108.44826,REGULAR,,Ngôi nhà nhỏ ngọt ngào,entire_home,27,False,,/ đêm,1.015,₫1.015.648,4.0,,,True,True,True,,True,,False,False,,,,,True,True,,,True,,,,,,True,,,,,,,,,,,,,,,,
782088777932263055,https://www.airbnb.com.vn/rooms/782088777932263055,"5,0",thành phố Bảo Lộc,9,11.47853,107.73786,REGULAR,,Ozone Homes Bảo Lộc-Toàn bộ căn nhà và khu vườn,entire_home,3,False,,/ đêm,,,6.0,True,True,True,True,True,True,,,False,False,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,
702636516280602089,https://www.airbnb.com.vn/rooms/702636516280602089,,Thành phố Đà Lạt,11,11.95903,108.4419,REPRESENTATIVE,,Dalat Blanc - Phòng đơn có ban công,private_room,,False,,/ đêm,340.000,₫340.000,2.0,,,True,True,,,True,,False,False,False,True,,,True,True,False,,True,True,,,,,,,,,,,,,,,,,,,,,
868700406510499899,https://www.airbnb.com.vn/rooms/868700406510499899,,Thành phố Đà Lạt,28,11.92255,108.4343,REGULAR,,Là Lá La Home,entire_home,,False,,/ đêm,,,8.0,True,,True,True,True,,,,False,False,,,,,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,
892534141468949856,https://www.airbnb.com.vn/rooms/892534141468949856,,Thành phố Đà Lạt,12,11.95651,108.43588,REGULAR,,"Homestay cam vintage, đón nắng",private_room,,False,,/ đêm,,,2.0,,,True,True,True,,,,False,False,,,,,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,
891879102992928290,https://www.airbnb.com.vn/rooms/891879102992928290,,Thành phố Đà Lạt,28,11.94082731036123,108.48016533970336,REGULAR,,Gia An,private_room,,False,,/ đêm,,,2.0,,,True,True,True,True,True,,False,False,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,
39847315,https://www.airbnb.com.vn/rooms/39847315,"4,82",thành phố Bảo Lộc,16,11.51728,107.75219,REGULAR,,Nhà Lavie,entire_home,11,False,,/ đêm,,,10.0,True,,True,True,True,,,,False,False,,,,,True,,,,True,,,,,,True,,,,,,True,,,,,,,,,,
862850373328318128,https://www.airbnb.com.vn/rooms/862850373328318128,,Bảo Lâm,23,11.538032910454145,107.88890547691896,REGULAR,,Nhà nghỉ Hồng Hạnh ( Cà phê- điểm tâm - nhà nghỉ),private_room,,False,,/ đêm,,,4.0,True,,,True,True,True,,,False,False,False,False,,True,,True,,,True,,,,True,,,,,,,,,,,,,,,,,,
688280299038749747,https://www.airbnb.com.vn/rooms/688280299038749747,,thành phố Bảo Lộc,24,11.51851,107.80874,REGULAR,,Căn 1 phòng ngủ ấm cúng với tầm nhìn ra núi,private_room,2,False,,/ đêm,570.589,₫570.589,1.0,True,True,True,True,,,,,False,False,False,True,9,True,,True,,,True,,,,True,,,,,,,,,,,,,,,,,,
654712002145731301,https://www.airbnb.com.vn/rooms/654712002145731301,"4,85",Thành phố Đà Lạt,16,11.940605,108.4279988,REGULAR,,Nguyệt Cầm Apartment - 05,private_room,13,False,,/ đêm,,,2.0,,,True,True,True,True,,,False,,,,,,True,True,,,True,,True,True,,,,,,,,,,,,,,,,,,,
654530565768828518,https://www.airbnb.com.vn/rooms/654530565768828518,"4,79",Thành phố Đà Lạt,26,11.93465,108.42512,REGULAR,,DreamLakeDalat - Bồn tắm nước nóng bungalow green garden w,entire_home,24,False,,/ đêm,,,2.0,True,,True,True,True,,,,False,False,,,,,,True,,,True,,,,,True,True,,,,,,,,,,,,,,,,
766486813139672052,https://www.airbnb.com.vn/rooms/766486813139672052,,Gia Nghĩa,27,11.98843,107.64587,REGULAR,,"Phòng riêng dưới khu rừng nhỏ. Cà phê, bia thủ công",private_room,,False,,/ đêm,513.530,₫513.530,6.0,True,,,True,,True,,,False,False,False,True,,,,,False,,,,,,,,,,,,True,True,,True,,,,,,,,,
891930160323632499,https://www.airbnb.com.vn/rooms/891930160323632499,,Thành phố Đà Lạt,28,11.94024,108.47985,REGULAR,,Mộc Miên,private_room,,False,,/ đêm,,,2.0,,,True,True,True,True,True,,False,False,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
893108641825607854,https://www.airbnb.com.vn/rooms/893108641825607854,,Thành phố Đà Lạt,11,11.95429,108.43747,REGULAR,,Homestay Em À 02,private_room,,False,,/ đêm,,,2.0,,,True,True,True,,,,False,False,,,,,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,
887423836972203094,https://www.airbnb.com.vn/rooms/887423836972203094,,Thành phố Đà Lạt,19,11.94148,108.45812,REGULAR,,Phòng gỗ ban công 4 - Yên Vân Retreat Home,private_room,,False,,/ đêm,,,2.0,True,,True,True,True,True,True,,False,False,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,
845151162469883045,https://www.airbnb.com.vn/rooms/845151162469883045,,thành phố Bảo Lộc,29,11.5582991,107.7955107,REGULAR,,Bungalow nhỏ xinh bên dòng suối @HomeTa Bảo Lộc,private_room,,False,,/ đêm,,,2.0,True,,True,True,True,,,True,False,False,,,,True,,True,,,,,,,,,,,,True,,,,,,,,,,,,,
872687333056323204,https://www.airbnb.com.vn/rooms/872687333056323204,,Thành phố Đà Lạt,13,11.9644123,108.4741514,REPRESENTATIVE,,Dalat Blanc 2 - Phòng đơn,private_room,,False,,/ đêm,297.500,₫297.500,2.0,,,,True,True,,True,,,,,,,,True,True,,,,True,True,,,,,True,,,True,,,,,,,,,,,,
887243951921348927,https://www.airbnb.com.vn/rooms/887243951921348927,,Đạm Bri,30,11.627416738286625,107.77026698480358,REGULAR,,Wind Hill Homestay Bảo Lộc,entire_home,,False,,/ đêm,,,4.0,True,,True,True,True,,True,,False,,,,,,True,,,,True,,,,,,,,,True,,,,,True,,,,,,,,
18227313,https://www.airbnb.com.vn/rooms/18227313,"4,85",Thành phố Đà Lạt,17,11.93815,108.44471,REGULAR,,Phòng Ni 's House-Room No.4 - Phòng đôi với giường King,private_room,66,False,,/ đêm,342.624,₫342.624,2.0,,,,True,True,,,True,False,False,False,True,6,,True,,False,,,,True,,,,,,,,,,,,,,,,,,,,
665167612546505461,https://www.airbnb.com.vn/rooms/665167612546505461,"4,82",Thành phố Đà Lạt,30,11.93309,108.42591,REGULAR,,DreamlakeDalat - Bungalow cổng riêng với bồn tắm nước nóng,entire_home,17,False,,/ đêm,649.306,₫649.306,3.0,True,True,True,True,True,True,,,False,False,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,
864843918418583502,https://www.airbnb.com.vn/rooms/864843918418583502,,Lâm Hà,13,11.8663822,108.3115889,REGULAR,,Nhà gỗ nghỉ dưỡng ven Đà Lạt,private_room,,False,,/ đêm,,,2.0,,,True,True,True,True,True,,False,False,False,True,,True,,,,,,,,,True,,,,,,True,,,,,,,,,,,,
44065078,https://www.airbnb.com.vn/rooms/44065078,,Thành phố Đà Lạt,9,11.93006,108.44717,REGULAR,,FONG homestay - Phòng ban công,entire_home,,False,,/ đêm,,,2.0,True,,True,True,True,True,,,False,False,,,,,,True,,,True,,,,,,,,,,,,True,,,,,,,,,,
781989690820143102,https://www.airbnb.com.vn/rooms/781989690820143102,,thành phố Bảo Lộc,9,11.478936426422568,107.73733422160149,REGULAR,,Ozone Homes Bảo Lộc-Phòng gia đình ấm cúng,private_room,1,False,,/ đêm,,,4.0,,True,True,True,True,True,,,False,False,False,True,4,,,True,,,True,,,,True,,,,,,,,,,,,,,,,,,
801132775078313145,https://www.airbnb.com.vn/rooms/801132775078313145,"5,0",Thành phố Đà Lạt,10,11.92481,108.44667,REGULAR,,Bồn tắm view rừng cây,private_room,3,False,,/ đêm,799.902,₫799.902,2.0,,,,True,True,True,,,False,False,,,,,,True,,,,,True,,,,True,,,,True,,,,,,,,,,,,
32204017,https://www.airbnb.com.vn/rooms/32204017,"4,78",Thành phố Đà Lạt,12,11.94176,108.43181,REGULAR,,Nhà Mai Hạnh,entire_home,54,False,,/ đêm,,,10.0,,,True,True,True,,True,,False,False,,,,True,True,,,,,,,,,True,,,True,,,,,,,,,,,,,,
654718042713876549,https://www.airbnb.com.vn/rooms/654718042713876549,"5,0",Thành phố Đà Lạt,25,11.940605,108.4279988,REGULAR,,Căn hộ Nguyệt - 06,private_room,7,False,,/ đêm,,,4.0,,,True,True,True,,,,False,,,,,,True,True,,,True,,True,True,,,,,,,,,,,,,,,,,,,
847318628085776756,https://www.airbnb.com.vn/rooms/847318628085776756,"5,0",thành phố Bảo Lộc,27,11.5582991,107.7955107,REGULAR,,Căn Nhà Gỗ Yên Bình Bên Hồ @Hometa Bảo Lộc,entire_home,3,False,,/ đêm,342.353,₫342.353,6.0,True,,True,True,True,,True,,False,False,,,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,,
799094755063521922,https://www.airbnb.com.vn/rooms/799094755063521922,"4,8",Thành phố Đà Lạt,26,11.9351513,108.440826,REGULAR,,(101) Phòng đơn lan can đón hoàng hôn,private_room,5,False,,/ đêm,368.600,₫368.600,2.0,,True,True,True,,True,,True,False,False,,,,,True,,,,,,True,,,,,True,,,,,,,,,,,,,,,
869475842364309725,https://www.airbnb.com.vn/rooms/869475842364309725,,Thành phố Đà Lạt,24,11.9239363,108.4232113,REGULAR,,Bầu Home Dalat,entire_home,,False,,/ đêm,,,8.0,True,True,True,True,True,,,,False,False,,,,,,True,,,True,,,,,,True,,,,,,,,,,,,,,,,
893178375754780500,https://www.airbnb.com.vn/rooms/893178375754780500,,Thành phố Đà Lạt,30,11.96077,108.4757,REGULAR,,Đà Lạt Villa 84 Hồ Xuân Hương,entire_home,,False,,/ đêm,,,10.0,True,,True,True,True,,,,False,False,,,,,True,,,,True,,,,,,,,,,,,True,,,True,,,,,,,
694447087338061273,https://www.airbnb.com.vn/rooms/694447087338061273,"4,53",Thành phố Đà Lạt,10,11.93855,108.43097,REGULAR,,Lan Anh Homestay,private_room,19,False,,/ đêm,353.765,₫353.765,2.0,True,,,True,True,,,True,False,False,,,,,True,,,,True,,,,,,,True,,,,,,,,,,,,,,,
891924449224021041,https://www.airbnb.com.vn/rooms/891924449224021041,,Thành phố Đà Lạt,28,11.94178,108.47948,REGULAR,,An Yên,private_room,,False,,/ đêm,,,2.0,,,True,True,True,True,True,,False,False,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
825235467293905989,https://www.airbnb.com.vn/rooms/825235467293905989,,Tân Nghĩa,30,11.6387719,108.0895066,REGULAR,,Hilltop Valley Bungalow Di Linh- Mountain Retreat,entire_home,,False,,/ đêm,1.483,₫1.483.530,2.0,True,True,True,True,True,,True,,False,False,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
13200438,https://www.airbnb.com.vn/rooms/13200438,"4,94",Nam Cat Tien ,30,11.42636,107.43492,REGULAR,,Green Hope Lodge công viên Cát Tiên,private_room,63,False,,/ đêm,401.495,₫401.495,2.0,,,,True,True,True,True,,False,False,True,True,7,True,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,
22005867,https://www.airbnb.com.vn/rooms/22005867,"4,61",Thành phố Đà Lạt,30,11.96605,108.44707,REGULAR,,Sống cùng gia đình bản xứ tại Mưa|Toàn bộ nhà nghỉ dưỡng |10 phút đến trung tâm,entire_home,122,False,,/ đêm,668.730,₫668.730,10.0,True,True,True,True,True,True,,,False,False,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,
29153440,https://www.airbnb.com.vn/rooms/29153440,"4,82",Thành phố Đà Lạt,15,11.94429,108.43433,REGULAR,,Printemps - Căn hộ Gia đình Ấm cúng tại Trung tâm,entire_home,164,False,,/ đêm,,,4.0,,,True,True,,,True,True,False,False,,,,,True,True,,,True,,True,,,,,,,,,,,,,,,,,,,,
45306964,https://www.airbnb.com.vn/rooms/45306964,"4,48",Thành phố Đà Lạt,16,11.94273,108.434,REGULAR,,LiOPi Home/ Center /Phong cách tối giản/2 giường/DaLat,entire_home,46,False,,/ đêm,,,4.0,,,,True,True,,,,False,False,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,
883049171810181910,https://www.airbnb.com.vn/rooms/883049171810181910,,Thành phố Đà Lạt,13,11.93008,108.4474,REGULAR,,FONG homestay - Phòng bồn tắm,private_room,,False,,/ đêm,,,2.0,,,True,True,True,True,,,False,False,False,True,,,,True,,,True,,,,True,,True,,,,,,,,,,,,,,,,
884607641737577581,https://www.airbnb.com.vn/rooms/884607641737577581,,Thành phố Đà Lạt,13,11.966403396930712,108.44742860645056,REGULAR,,Sweet tiny home,entire_home,,False,,/ đêm,,,4.0,,,True,True,True,,True,,False,False,,,,,True,True,,,True,,,,,,True,,,,,,,,,,,,,,,,
20839998,https://www.airbnb.com.vn/rooms/20839998,"4,89",Thành phố Đà Lạt,30,11.94762,108.45855,REGULAR,,Ban công BnB (Tình yêu),private_room,81,False,,/ đêm,,,2.0,,,True,True,True,,True,,False,False,False,True,6,,True,,False,,,,True,,,,,,True,,,,,,,,,,,,,,
37822147,https://www.airbnb.com.vn/rooms/37822147,"4,5",Thành phố Đà Lạt,19,11.95293,108.46959,REGULAR,,Donkey cozy room @A Thousand Wishes Homestay,private_room,16,False,,/ đêm,337.788,₫337.788,2.0,True,,True,True,True,,,,False,False,True,True,4,,,,False,,True,,True,,,,,,,,,,,,,,True,,,,,,
43445186,https://www.airbnb.com.vn/rooms/43445186,"4,75",Thành phố Đà Lạt,17,11.94082,108.43527,REGULAR,,Lan Anh Fluffy 5 xin chào và chào mừng,private_room,73,False,,/ đêm,401.503,₫401.503,2.0,,,True,True,True,,,,False,,False,True,4,,True,,,,,True,True,True,True,,,True,,,,,,,,,,,,,,,
817220511931168980,https://www.airbnb.com.vn/rooms/817220511931168980,,Thành phố Đà Lạt,9,11.94191,108.45094,REGULAR,,Phòng ấm cúng với cửa sổ lớn và không gian làm việc,private_room,2,False,,/ đêm,,,2.0,,,True,True,True,,True,,False,False,False,True,3,,,,False,,True,,True,,,,,True,,,,,,,,,,,,,,,
42885203,https://www.airbnb.com.vn/rooms/42885203,"4,29",Thành phố Đà Lạt,30,11.92345,108.44326,REGULAR,,cổng 🍽 thư giãn 💖 nhà bếp nghỉ đôi ⛰☁,entire_home,21,False,,/ đêm,667.589,₫667.589,2.0,,True,True,True,True,True,True,,False,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,
753396661753531902,https://www.airbnb.com.vn/rooms/753396661753531902,"4,67",Thành phố Đà Lạt,20,11.94415,108.43535,REGULAR,,Phòng ấm cúng trong một con hẻm nghệ thuật gần trung tâm thành phố,private_room,12,False,,/ đêm,,,2.0,,,,True,True,,True,,False,False,,,,,,True,,,True,,,,,,,True,True,,,,,,,,,True,,,,,
673346952864999925,https://www.airbnb.com.vn/rooms/673346952864999925,,thành phố Bảo Lộc,23,11.6021877,107.7825991,REGULAR,,Pine Villa,entire_home,,False,,/ đêm,2.852,₫2.852.943,12.0,True,,True,True,True,,,,,,,,,True,True,True,,,True,,,,,,True,,,,,,,,,,,,,,,,
586602757520103046,https://www.airbnb.com.vn/rooms/586602757520103046,"5,0",Thành phố Đà Lạt,15,11.961115,108.441589,REGULAR,,Simplify House 201 -căn hộ studio đầy đủ tiện nghi,entire_home,21,False,,/ đêm,,,2.0,,,True,True,True,,True,,False,False,,,,,True,True,,,,True,,,,,,,True,,,,,,,,,,,,,,
810492015155853333,https://www.airbnb.com.vn/rooms/810492015155853333,"4,88",Thành phố Đà Lạt,16,11.9443618,108.4332219,REGULAR,,Nội thất đầy đủ theo phong cách tối giản,entire_home,8,False,,/ đêm,630.471,₫630.471,4.0,,,True,True,True,,,True,False,False,,,,,True,True,,,,,,,,,True,,,,,,,,,,,,True,,,,
598080474438884543,https://www.airbnb.com.vn/rooms/598080474438884543,"4,68",Thành phố Đà Lạt,24,11.92891,108.45265,REGULAR,,Little Forest | Nhà nghỉ dưỡng tuyệt vời của SAKURA,entire_home,25,False,,/ đêm,,,8.0,True,,True,True,True,,True,,False,False,,,,,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,
40317627,https://www.airbnb.com.vn/rooms/40317627,"4,69",Đà Lạt,30,11.93668,108.45479,REGULAR,,South Of The border - Phia Nam Biên Gioi,entire_home,108,False,,/ đêm,1.326,₫1.326.871,6.0,,True,True,True,True,True,True,,False,False,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
891905296860326219,https://www.airbnb.com.vn/rooms/891905296860326219,,Thành phố Đà Lạt,28,11.94196,108.47957,REGULAR,,Gia Lạc,private_room,,False,,/ đêm,,,2.0,,,True,True,True,True,True,,False,False,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
