room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_FLOWER,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_SNOWFLAKE,SYSTEM_PATIO_BALCONY,SYSTEM_LUGGAGE_DROP,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_TV,SYSTEM_WASHER,SYSTEM_SURVEILLANCE,isSuperHost,isVerified,yearHosting,SYSTEM_LOCK_ON_DOOR,SYSTEM_HAIRDRYER,SYSTEM_REFRIGERATOR,SYSTEM_PETS,SYSTEM_DRYER,SYSTEM_BREAKFAST,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_VIEW_OCEAN,SYSTEM_VIEW_MOUNTAIN,SYSTEM_POOL,SYSTEM_JACUZZI,SYSTEM_FIREPIT,SYSTEM_ELEVATOR,SYSTEM_FIREPLACE,SYSTEM_EV_CHARGER,SYSTEM_VIEW_CITY,SYSTEM_SMOKING_ALLOWED,SYSTEM_GYM
21257011,https://www.airbnb.com.vn/rooms/21257011,"4,92",Thành phố Buôn Ma Thuột,22,12.70194,108.06403,REGULAR,,Nhà vùng cao,private_room,49,False,,/ đêm,401.495,₫401.495,2.0,,,True,,True,True,,,False,,True,,,,,,,True,True,,,,,,,,,,True,True,,,,
874123619943589449,https://www.airbnb.com.vn/rooms/874123619943589449,,Thành phố Buôn Ma Thuột,11,12.679931053576501,108.04839733068847,REGULAR,,Dak Lak*Center*Stylish*Smart room control*BB Inc,private_room,,False,,/ đêm,900.000,₫900.000,4.0,,True,True,True,True,True,,True,False,,True,True,,,,,,,,,,,,,,,,,True,,,,,
30352463,https://www.airbnb.com.vn/rooms/30352463,"4,75",Thành phố Buôn Ma Thuột,8,12.68175,108.03528,REGULAR,,Bốn Triệu Homestay - Room No7,private_room,4,False,,/ đêm,707.530,₫707.530,2.0,,True,True,,True,True,,,False,False,,True,,False,True,5,True,True,,,,,,,,,,,,,,,,
29116849,https://www.airbnb.com.vn/rooms/29116849,"4,49",Thành phố Buôn Ma Thuột,6,12.68994,108.05649,REGULAR,,Nhà Ban Đô thị - Cửa sổ Phòng 3,private_room,55,False,,/ đêm,445.059,₫445.059,2.0,,True,True,,True,True,,,False,False,,True,True,False,True,5,True,,,True,,,,,,,,,,,,,,
45126914,https://www.airbnb.com.vn/rooms/45126914,"4,7",Thành phố Buôn Ma Thuột,5,12.6661,108.039597,REGULAR,,Căn hộ khép kín Hồ Lak(homestay Vuon PhapI),entire_home,10,False,,/ đêm,1.255,₫1.255.295,4.0,True,True,True,,,True,,True,False,,True,True,,,,,,True,,True,,,,,,,,,,,,,,
30297727,https://www.airbnb.com.vn/rooms/30297727,"4,33",Thành phố Buôn Ma Thuột,5,12.68054,108.03479,REGULAR,,Sống cùng gia đình bản xứ Bon Trieu - Phòng số 2,private_room,3,False,,/ đêm,456.471,₫456.471,2.0,,True,True,,True,True,,,False,False,,True,,False,True,5,,True,,,,,False,,,,,,,,,,,
628102903623879994,https://www.airbnb.com.vn/rooms/628102903623879994,"5,0",Buon Ma Thuot,22,12.621669213645617,108.03244130256816,REGULAR,,Khung cảnh vườn Studio sang trọng - Thành phố Buôn Ma Thuột,private_room,4,False,,/ đêm,574.824,₫574.824,2.0,True,True,True,True,True,True,True,,False,False,,,,,,,,,,,,,,,,,,,,,True,,,
789463115089253620,https://www.airbnb.com.vn/rooms/789463115089253620,,Thành phố Buôn Ma Thuột,30,12.74743,108.01721,REGULAR,,Homestay view siêu đẹp có hồ bơi Buôn Ma Thuột,entire_home,,False,,/ đêm,3.081,₫3.081.178,16.0,,True,True,True,True,,,,False,False,True,,True,,,,,,,,,,,,,True,True,,,,,,,
41250858,https://www.airbnb.com.vn/rooms/41250858,"4,5",Thành phố Buôn Ma Thuột,8,12.6661,108.039597,REGULAR,,Phòng Vàng-Y Nuê: Homestay Vườn Pháp,private_room,10,False,,/ đêm,445.059,₫445.059,2.0,,,True,,True,True,True,True,False,False,True,,,False,True,3,True,,,True,,,,,,,,,,,,,,
43308150,https://www.airbnb.com.vn/rooms/43308150,,Thành phố Buôn Ma Thuột,5,12.6304976,107.9984139,REGULAR,,Bungalow có hồ bơi view sân vườn,private_room,,False,,/ đêm,491.689,₫491.689,2.0,,True,True,True,True,,,,False,False,,True,True,False,True,,,,,,,,False,,,True,,,,,,,,
33211791,https://www.airbnb.com.vn/rooms/33211791,"3,67",Thành phố Buôn Ma Thuột,15,12.67756,108.0404,REGULAR,,CoCun Homestay/Handmade/Artwork (1 bed),private_room,3,False,,/ đêm,,,2.0,,,True,,,True,,,False,False,,,,,,,,True,,,,,,True,,,,,,,,,,
41482210,https://www.airbnb.com.vn/rooms/41482210,"5,0",Thành phố Buôn Ma Thuột,7,12.6661,108.039597,REGULAR,,Phòng Ghi: Y Jut: Vườn Pháp homestay,private_room,6,False,,/ đêm,741.765,₫741.765,3.0,,,True,,True,True,,True,False,False,True,,,,,,,True,True,True,,,,,,,,,,,,,,
870825775632914352,https://www.airbnb.com.vn/rooms/870825775632914352,,Thành phố Buôn Ma Thuột,6,12.67757,108.04696,REGULAR,,Căn hộ HAGL trung tâm Tp BMT,entire_home,,False,,/ đêm,1.415,₫1.415.059,8.0,,True,True,True,True,True,,,False,False,True,True,True,,,,,,,,,,,,,,,,,,,,,
30297957,https://www.airbnb.com.vn/rooms/30297957,"4,2",Thành phố Buôn Ma Thuột,9,12.67931,108.03519,REGULAR,,Sống cùng gia đình bản xứ Bon Trieu - Phòng số 3,private_room,5,False,,/ đêm,456.471,₫456.471,2.0,,True,True,,True,True,True,,False,False,,True,,False,True,5,True,True,,,,,,,,,,,,,,,,
848700733941480649,https://www.airbnb.com.vn/rooms/848700733941480649,,Thành phố Buôn Ma Thuột,30,12.682223595813626,108.05394073295106,REGULAR,,Khách sạn Onhotle Buôn Ma Thuật,private_room,,False,,/ đêm,268.177,₫268.177,16.0,,True,True,True,True,True,,,,,True,True,True,,,,,,,,,,,,,,True,,,,,True,,
26854458,https://www.airbnb.com.vn/rooms/26854458,"5,0",Krông Búk,17,12.78825,108.37826,REGULAR,,Dịch vụ lưu trú Thụy Sĩ - Việt Nam,entire_home,13,False,,/ đêm,669.159,₫669.159,2.0,True,,True,,True,True,True,,False,False,,True,,,,,,,,True,,,,True,,,,,,,,,,
882421860776141137,https://www.airbnb.com.vn/rooms/882421860776141137,,Thành phố Buôn Ma Thuột,7,12.683764753810387,108.04283179342747,REGULAR,,"Ngay khu phố đêm, gần ngã 6",private_room,,False,,/ đêm,,,4.0,,True,True,,True,True,,,False,False,,True,True,False,True,,True,,,True,,,,,,,,,,,,,,
673302146238401807,https://www.airbnb.com.vn/rooms/673302146238401807,,Buon Ma Thuot,13,12.740703828214354,108.12283672392368,REGULAR,,Nhiên Garden,private_room,,False,,/ đêm,1.369,₫1.369.412,4.0,True,,True,,True,,,,False,False,,,True,,,,,,,,,,,True,,,,True,,,,,,
44483706,https://www.airbnb.com.vn/rooms/44483706,,Thành phố Buôn Ma Thuột,25,12.68789,108.03166,REGULAR,,Phòng 03-Cư Kuin (HomeStay Vườn Pháp II),private_room,,False,,/ đêm,590.559,₫590.559,2.0,,,True,,True,True,,,False,False,True,,,,,,,True,,True,,True,,,,True,,,,,,,,
735875331635954035,https://www.airbnb.com.vn/rooms/735875331635954035,,Buon Me Thuot,18,12.7008591,108.058522,REGULAR,,Bungalow Làng Sinh Sinh Thái Topclever Daklak,private_room,,False,,/ đêm,1.369,₫1.369.412,4.0,,,True,,True,,,,False,,,,True,,,,,,,,,,,,,True,,True,,,,,True,
27117371,https://www.airbnb.com.vn/rooms/27117371,"5,0",Dak Mil,8,12.45876,107.61824,REGULAR,,Trang trại gia đình Montagnards - ký túc xá Liberica,shared_room,5,False,,/ đêm,,,10.0,,True,True,,True,,,,False,False,,True,,,,,,,,True,,True,,,,,,,,,,,True,
740187111441590591,https://www.airbnb.com.vn/rooms/740187111441590591,,Thành phố Buôn Ma Thuột,7,12.6824758,108.0514199,REGULAR,,Khách sạn nhỏ giữa lòng phố núi,private_room,,False,,/ đêm,684.706,₫684.706,4.0,,True,True,True,True,True,,,False,,True,True,True,,,,,,,,,,,,,,,,,,,True,,
43615449,https://www.airbnb.com.vn/rooms/43615449,,Thành phố Buôn Ma Thuột,27,12.6686,108.04093,REGULAR,,Alero Homestay Buôn Ma Thuột - Phòng Mời Rượu,shared_room,,False,,/ đêm,342.353,₫342.353,4.0,,True,True,,True,True,,,False,False,,True,,,,,,,,True,True,,,,,True,,,,,,,,
679136033775750424,https://www.airbnb.com.vn/rooms/679136033775750424,,Thành phố Buôn Ma Thuột,7,12.69811,108.08078,REGULAR,,Bungalow T Farmstay mới tại Buôn Ma Thuột Đắk Lắk,private_room,,False,,/ đêm,684.706,₫684.706,2.0,,,True,True,True,True,,,False,False,,,True,False,True,,True,,,,,,,,,,True,True,,,,,,
846614906553149111,https://www.airbnb.com.vn/rooms/846614906553149111,,Thành phố Buôn Ma Thuột,6,12.7114613,108.063814,REGULAR,,Homestay Lưng Đồi,private_room,,False,,/ đêm,689.100,₫689.100,10.0,,True,True,True,True,,,,False,False,True,,True,False,True,,,,,True,,,False,,,,,,,,,,,
43600012,https://www.airbnb.com.vn/rooms/43600012,,Thành phố Buôn Ma Thuột,30,12.71877,108.06101,REGULAR,,Thanh's House Homestay with view over the city,private_room,1,False,,/ đêm,535.327,₫535.327,4.0,True,True,True,True,True,,,,False,False,,,,False,True,5,True,,,True,,,,,,,,,,,,True,,
48921415,https://www.airbnb.com.vn/rooms/48921415,,Thành phố Buôn Ma Thuột,3,12.66213,108.03287,REGULAR,,Giá cả hợp lý với chất lượng phù hợp,private_room,,False,,/ đêm,,,2.0,,,True,,True,True,,,False,False,True,,,,,,,,,True,,,,,,,True,,,,,,True,
37105010,https://www.airbnb.com.vn/rooms/37105010,,Thành phố Buôn Ma Thuột,27,12.67022,108.04066,REGULAR,,Alero Homestay Buôn Ma Thuột - Phòng Sum Họp,shared_room,,False,,/ đêm,342.353,₫342.353,8.0,,True,True,,True,True,,True,False,False,,,,,,,,,,True,,,,,,True,,,,,,,True,
26861240,https://www.airbnb.com.vn/rooms/26861240,,Đăk Lao,16,12.45868,107.61655,REGULAR,,Trang trại Montagnards Home - Phòng Arabica,private_room,,False,,/ đêm,481.803,₫481.803,2.0,True,True,True,,True,,True,,False,False,,True,,False,False,,True,,,True,,,,,,,,,,,,,,
820392562164970639,https://www.airbnb.com.vn/rooms/820392562164970639,,Thành phố Buôn Ma Thuột,30,12.698969038756262,108.05829735293703,REGULAR,,T Home BMT,entire_home,,False,,/ đêm,,,8.0,True,True,True,True,True,,,,False,,True,,True,,,,,,,True,,,,,,,,,,,,True,,
840849550451575994,https://www.airbnb.com.vn/rooms/840849550451575994,,Thành phố Buôn Ma Thuột,7,12.708489491678197,108.08497206721192,REGULAR,,"view núi đồi, ruộng lúa",entire_home,,False,,/ đêm,,,4.0,True,True,True,True,True,,True,,False,False,,True,True,,,,,,,,,,,,,,,,,,,,,
43615569,https://www.airbnb.com.vn/rooms/43615569,,Thành phố Buôn Ma Thuột,30,12.67033,108.03948,REGULAR,,Alero Homestay Buôn Ma Thuột - Phòng Chuông Gió,private_room,,False,,/ đêm,456.471,₫456.471,2.0,,True,True,,True,True,,,False,False,,True,,,,,,,,True,True,,,,,True,,,,,,,,
27116740,https://www.airbnb.com.vn/rooms/27116740,"5,0",Dak Mil,7,12.45859,107.61863,REGULAR,,Trang trại Montagnards Home - Phòng Robusta,private_room,3,False,,/ đêm,393.706,₫393.706,2.0,,True,True,,True,,,,False,False,,True,,False,False,5,,,,True,,True,False,,,,,,,,,,True,
41055493,https://www.airbnb.com.vn/rooms/41055493,,Ninh Kiều,30,13.31801,108.3677,REGULAR,,"NẮNG XANH 4 *Tham quan, view vườn, Khá*",private_room,,False,,/ đêm,,,2.0,,True,True,True,True,True,,,False,False,,True,,False,True,,True,,,True,,,,,,,,,,,,,,
42765978,https://www.airbnb.com.vn/rooms/42765978,,Thành phố Buôn Ma Thuột,30,12.72115,108.06003,REGULAR,,Queeny 's Farm Stay Wooden House,entire_home,,False,,/ đêm,,,4.0,,True,True,,True,,,,,False,,True,,,,,,True,,True,,True,,,,,True,,,,,,True,
628100299254724679,https://www.airbnb.com.vn/rooms/628100299254724679,,Thành phố Buôn Ma Thuột,12,12.621433315980342,108.03245090003541,REGULAR,,Nhà dài truyền thống Ê Đê,shared_room,,False,,/ đêm,,,12.0,True,True,True,True,True,,True,,False,False,,True,,,,,,,,True,,,,,,,,,,,,,,
50138934,https://www.airbnb.com.vn/rooms/50138934,,Thành phố Buôn Ma Thuột,30,12.71736,108.05911,REGULAR,,"T'Farmstay nghỉ dưỡng tuyệt vời phố núi
Có bể bơi",entire_home,,False,,/ đêm,2.738,₫2.738.825,16.0,,True,True,True,True,,,,False,False,True,,True,,,,,,,,,,,,,True,True,,,,,,,
835880025820068738,https://www.airbnb.com.vn/rooms/835880025820068738,,Thành phố Buôn Ma Thuột,14,12.6776036,108.0255455,REGULAR,,"Chill đã rồi, đáp Nhà Thủng thôi",entire_home,,False,,/ đêm,1.715,₫1.715.579,7.0,,True,True,True,True,,,,False,False,,True,,,,,,,,,,,,,,,,True,,,,,True,
733149281016137024,https://www.airbnb.com.vn/rooms/733149281016137024,,Thành phố Buôn Ma Thuột,13,12.59756,108.0331,REGULAR,,Good place for your vacations,entire_home,,False,,/ đêm,570.589,₫570.589,4.0,True,True,,True,True,,,,False,False,,True,True,,,,,,,True,,,,True,,,,,,,,,,
740232582469235747,https://www.airbnb.com.vn/rooms/740232582469235747,,Krongpak District Buon Me Thuot Daklak,15,12.70057,108.05788,REGULAR,,Tree House có đầy đủ tiện nghi để bạn nghỉ ngơi,private_room,,False,,/ đêm,1.141,₫1.141.177,2.0,,,True,,,,,,False,False,,,True,,,,,,,,,,,,,True,,True,,,,,,
678513669871548363,https://www.airbnb.com.vn/rooms/678513669871548363,,Thành phố Buôn Ma Thuột,10,12.70269,108.06592,REGULAR,,- khách sạn hy,private_room,,False,,/ đêm,741.765,₫741.765,2.0,,,True,,True,True,,,False,,True,,True,,,,,,,,,,,,,,,,,,,,,
700950424002494001,https://www.airbnb.com.vn/rooms/700950424002494001,"5,0",Thành phố Buôn Ma Thuột,12,12.6754301,108.0409609,REGULAR,,Sống cùng gia đình bản xứ,entire_home,10,False,,/ đêm,445.059,₫445.059,2.0,,True,True,True,True,True,True,,False,False,True,,True,,,,,,,,,,,,,,,,,,,,,
51919005,https://www.airbnb.com.vn/rooms/51919005,,Ea Kar,15,12.79679,108.45145,REGULAR,,Minihome view đồng quê Ea Kar,entire_home,,False,,/ đêm,553.471,₫553.471,4.0,,True,True,True,True,,,,False,False,True,,True,,,,,,,True,,,,,,,,,,,,,,
42113469,https://www.airbnb.com.vn/rooms/42113469,,Thành phố Buôn Ma Thuột,16,12.71196,108.08857,REGULAR,,An 6 Homestay Buôn Ma Thuột,private_room,,False,,/ đêm,570.589,₫570.589,4.0,,True,True,,True,,,,False,False,,True,,False,True,,,,,,,,False,,,,,True,,,,,,
41483825,https://www.airbnb.com.vn/rooms/41483825,,Thành phố Buôn Ma Thuột,13,12.6661,108.039597,REGULAR,,Phòng y tế tím Aleo Bih Homestay Vuon Phap,private_room,,False,,/ đêm,627.647,₫627.647,2.0,,,True,,,True,,,False,False,True,,,,,,,True,,True,,,,,,,,,,,,,True,
44369313,https://www.airbnb.com.vn/rooms/44369313,,Thành phố Buôn Ma Thuột,27,12.68942,108.03118,REGULAR,,Phòng11-Krong Năng View Hồ Sen(HomeStayVườnPhápII),private_room,,False,,/ đêm,589.989,₫589.989,2.0,,,True,,True,True,,,False,False,True,,,,,,,True,,True,,,,,,True,True,,,,,,,
41824503,https://www.airbnb.com.vn/rooms/41824503,,Thành phố Buôn Ma Thuột,13,12.61637,108.03261,REGULAR,,Sân thượng dành cho gia đình bản xứ,entire_home,,False,,/ đêm,570.589,₫570.589,5.0,,True,True,,True,True,,,False,False,,True,,,,,,,,,,,,,,,,,,,,,,
30300512,https://www.airbnb.com.vn/rooms/30300512,"4,67",Thành phố Buôn Ma Thuột,12,12.6793,108.03361,REGULAR,,Bốn Triệu Homestay - Room No6,private_room,3,False,,/ đêm,941.471,₫941.471,4.0,True,True,True,,True,True,,,False,False,,True,,False,True,5,,True,,,,,False,,,,,,,,,,,
751555049170134500,https://www.airbnb.com.vn/rooms/751555049170134500,,Thành phố Buôn Ma Thuột,20,12.685512580051295,108.11188251376952,REGULAR,,vườn gia đình,entire_home,,False,,/ đêm,,,9.0,True,True,True,True,True,,,,,,,True,True,,,,,,,True,,,,True,True,,,,,,,,,
560451686213584194,https://www.airbnb.com.vn/rooms/560451686213584194,,Thành phố Buôn Ma Thuột,13,12.70224,108.04612,REGULAR,,"Nhà nghỉ thôn dã với vườn hoa, view đồi",entire_home,,False,,/ đêm,1.027,₫1.027.059,2.0,True,,True,True,True,True,True,,False,False,,,True,,,,,,,,,,,,True,,,,,,,,,
43615688,https://www.airbnb.com.vn/rooms/43615688,,Thành phố Buôn Ma Thuột,30,12.66847,108.03925,REGULAR,,Alero Homestay Buôn Ma Thuột - Phòng Lúa Mới,private_room,,False,,/ đêm,456.471,₫456.471,2.0,,True,True,,True,,,,False,False,,True,,False,True,,True,,,True,True,,,,,True,,,,,,,,
860405315654006025,https://www.airbnb.com.vn/rooms/860405315654006025,,Thành phố Buôn Ma Thuột,11,12.67941,108.04872,REGULAR,,Căn hộ Buôn Mê  full 2PN 2-8ng,entire_home,,False,,/ đêm,,,8.0,,True,,True,True,True,,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,
640394980468206200,https://www.airbnb.com.vn/rooms/640394980468206200,,Đắk Mil,11,12.45534,107.60543,REGULAR,,Nhà gỗ yên bình tại khu vườn dưới thung lũng.,private_room,,False,,/ đêm,639.059,₫639.059,3.0,,,,,,,,,False,False,True,,True,False,False,,,,,True,,,False,,,,,True,,,,,,
740239113191358430,https://www.airbnb.com.vn/rooms/740239113191358430,,Buon Me Thuot,17,12.70025,108.05904,REGULAR,,Nguyên căn nhà được bao bọc bởi rơm.,private_room,,False,,/ đêm,912.942,₫912.942,2.0,,,True,,True,,,,False,False,,,True,,,,,,,,,,,,,True,,True,,,,,,
45441384,https://www.airbnb.com.vn/rooms/45441384,,Thành phố Buôn Ma Thuột,26,12.68832,108.03081,REGULAR,,Nguyên căn luxury Vip 1(homestay Vuon PhapII),entire_home,,False,,/ đêm,2.362,₫2.362.236,4.0,,True,True,,True,,,,False,False,True,,,,,,,,,True,True,,,,,True,True,,,,,,,
17214784,https://www.airbnb.com.vn/rooms/17214784,,Đắk Mil,27,12.42804,107.65598,REGULAR,,Nguyễn Thanh's Orchid Pond Homestay,private_room,1,False,,/ đêm,404.778,₫404.778,2.0,True,,,True,,,True,,False,False,True,True,,False,True,6,,,,True,,,False,,,,,True,,,,,,
30300096,https://www.airbnb.com.vn/rooms/30300096,"4,33",Thành phố Buôn Ma Thuột,14,12.68059,108.03428,REGULAR,,Sống cùng gia đình bản xứ Bon Trieu - Phòng số 5,private_room,3,False,,/ đêm,827.353,₫827.353,4.0,,True,True,,True,True,,,False,False,,True,,False,True,5,,True,,,,,False,,,,,,,,,,,
41482941,https://www.airbnb.com.vn/rooms/41482941,,Thành phố Buôn Ma Thuột,6,12.6661,108.039597,REGULAR,,Phòng Tím Ama Jhao Vuon Phap homestay,private_room,,False,,/ đêm,559.177,₫559.177,2.0,,,True,,True,True,,True,False,False,True,,,False,True,,True,True,,True,,,,,,,,,,,,,,
44360339,https://www.airbnb.com.vn/rooms/44360339,,Thành phố Buôn Ma Thuột,30,12.6877,108.02933,REGULAR,,Phòng 08- Krong Ana (HomeStay Vườn Pháp II),private_room,,False,,/ đêm,721.794,₫721.794,2.0,,True,True,,True,,,,False,False,True,True,,,,,,,,True,,,,,,True,True,,,,,,,
44497512,https://www.airbnb.com.vn/rooms/44497512,,Thị xã Buôn Hồ,25,12.86122,108.25661,REGULAR,,Sân vườn trong nhà,private_room,,False,,/ đêm,342.353,₫342.353,4.0,,True,True,,True,True,,,False,False,True,True,,False,False,,,,,,True,,False,,,,,,,,,,,
22457388,https://www.airbnb.com.vn/rooms/22457388,,,7,12.42025,108.22814,REGULAR,,Luxury Glamping ở Daklak,private_room,,False,,/ đêm,2.510,₫2.510.589,2.0,,,,,True,,,,False,False,,,,,,,,,,True,,True,,,,,,,,,,,True,
45440671,https://www.airbnb.com.vn/rooms/45440671,,Thành phố Buôn Ma Thuột,25,12.68913,108.02943,REGULAR,,Phòng 01 Krong Pak(homestay Vuon PhapII),private_room,2,False,,/ đêm,984.265,₫984.265,4.0,,,True,,True,True,,,False,False,True,,,False,True,3,True,True,,True,,,,,,True,,,,,,,,
44620807,https://www.airbnb.com.vn/rooms/44620807,,tt. Ea Kar,20,12.79523,108.45267,REGULAR,,Toàn cảnh ngôi nhà - View đẹp ra hồ Ea Kar,entire_home,,False,,/ đêm,766.031,₫766.031,6.0,,True,True,,True,,,,False,,True,,,,,,,,,,,,,True,,,,,,,,,True,
46015565,https://www.airbnb.com.vn/rooms/46015565,,Thành phố Buôn Ma Thuột,6,12.68839,108.03165,REGULAR,,PHÒNG 10- krong Buk,private_room,,False,,/ đêm,590.559,₫590.559,2.0,True,,True,,,True,,True,False,False,True,,,,,,,,,True,,,,True,,True,,,,,,,,
773550704312694700,https://www.airbnb.com.vn/rooms/773550704312694700,,Thành phố Buôn Ma Thuột,13,12.669792,108.0460076,REGULAR,,Phòng đôi 1: Có nhà vệ sinh,entire_home,,False,,/ đêm,813.659,₫813.659,2.0,,,True,True,True,True,,,False,False,True,,True,,,,,,,True,,,,,,True,,,,,,,,
40924874,https://www.airbnb.com.vn/rooms/40924874,,Thành phố Buôn Ma Thuột,5,12.67028,108.04535,REGULAR,,"Khách sạn Hiệp Thạnh -An toàn, tiện nghi, đẳng cấp",private_room,,False,,/ đêm,264.454,₫264.454,16.0,,,True,,True,True,,,False,,True,,,,,,,True,,,True,True,,,,True,True,,,,,,,
645162083606658296,https://www.airbnb.com.vn/rooms/645162083606658296,,Krông Nô District,5,12.53879,107.8894,REGULAR,,Trải nghiệm cắm trại tại núi rừng Tây Nguyên,entire_home,,False,,/ đêm,513.530,₫513.530,4.0,,True,,,True,,,,False,False,,,,,,,,,,,,,,,,,,True,,,,,,
