room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_PETS,SYSTEM_WASHER,SYSTEM_SNOWFLAKE,SYSTEM_SURVEILLANCE,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_FLOWER,SYSTEM_VIEW_OCEAN,SYSTEM_TV,SYSTEM_DRYER,SYSTEM_BATHTUB,isSuperHost,isVerified,yearHosting,SYSTEM_JACUZZI,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_ELEVATOR,SYSTEM_LUGGAGE_DROP,SYSTEM_HAIRDRYER,SYSTEM_PATIO_BALCONY,SYSTEM_LOCK_ON_DOOR,SYSTEM_VIEW_CITY,SYSTEM_POOL,SYSTEM_CALENDAR,SYSTEM_SMOKING_ALLOWED,SYSTEM_EV_CHARGER,SYSTEM_REFRIGERATOR,SYSTEM_MICROWAVE,SYSTEM_BREAKFAST,SYSTEM_FIREPLACE
47721896,https://www.airbnb.com.vn/rooms/47721896,"3,67",Cái Răng,11,10.01261,105.79234,REGULAR,,Paml Sun,private_room,3,False,,/ đêm,320.000,₫320.000,2.0,,True,,True,,,True,,False,False,,,,,,False,True,6,,,,,True,,True,,,,,,,,,
838830392319843305,https://www.airbnb.com.vn/rooms/838830392319843305,,Ninh Kiều,7,10.03302,105.78518,REGULAR,,Phòng ấm cúng ở trung tâm thành phố,private_room,,False,,/ đêm,279.588,₫279.588,2.0,True,True,True,True,True,True,True,,False,False,,,True,,,,,,,,,,,,,,,,,,,,,
42783504,https://www.airbnb.com.vn/rooms/42783504,,Ninh Kiều,5,10.03395,105.78704,REGULAR,,54 Homestay- 202- Bến Ninh Kiều,private_room,,False,,/ đêm,342.353,₫342.353,2.0,True,True,,True,True,True,True,,False,False,,,True,True,,,,,,,,,,,,,,,,,,,,
29467954,https://www.airbnb.com.vn/rooms/29467954,,Ninh Kiều,9,10.04679,105.77944,REGULAR,,202- 08 Homestay,private_room,,False,,/ đêm,365.177,₫365.177,2.0,True,True,,True,,True,True,,False,,,,True,True,,False,True,,,False,,,True,,,,,,,,,,,
29441046,https://www.airbnb.com.vn/rooms/29441046,"4,44",Ninh Kiều,17,10.0479,105.77685,REGULAR,,Nắng House (2 BR) - Tắm dưới mặt trời Mê Kông,entire_home,41,False,,/ đêm,675.247,₫675.247,4.0,True,True,True,True,True,,True,,False,False,,,,,,,,,,,,True,,True,,,,,,,,,,
37868659,https://www.airbnb.com.vn/rooms/37868659,"4,82",Ninh Kiều,8,10.03634,105.78285,REGULAR,,"Chung cư SOKO 1 - trung tâm thành phố, 600m đến cầu cảng NKieu",private_room,11,False,,/ đêm,509.725,₫509.725,3.0,True,True,,True,,True,True,,False,False,,,True,,,True,True,5,,,,,True,,True,,,,,,,,,
879487642162271757,https://www.airbnb.com.vn/rooms/879487642162271757,,Cái Răng,27,10.0014994,105.745077,REGULAR,,Grandma's House,private_room,,False,,/ đêm,,,8.0,,True,,True,,,True,True,False,False,,True,,,,False,True,,,,,,,True,True,,,,,,,,,
868609251071344418,https://www.airbnb.com.vn/rooms/868609251071344418,,Ninh Kiều,30,10.0119674,105.7452697,REGULAR,,MIHA Villa Home,entire_home,,False,,/ đêm,,,6.0,True,True,True,True,,,,True,False,,True,True,,,,,,,,,,,,,,True,True,,,,,,,
779305451659801687,https://www.airbnb.com.vn/rooms/779305451659801687,"4,8",Cái Răng,30,9.998317914664131,105.74601497501135,REGULAR,,Homestay có bể bơi ngoài trời,private_room,5,False,,/ đêm,787.412,₫787.412,2.0,,True,True,True,,,,True,False,False,True,True,,,,,,,,,,,,,,,True,,,,,,,
31706328,https://www.airbnb.com.vn/rooms/31706328,"3,83",,30,10.03346,105.78397,REGULAR,,Phòng thu ngọt ngào trên phố ẩm thực gần bến Ninh Kiều,private_room,6,False,,/ đêm,,,12.0,,True,,,,,True,True,,,,True,True,True,True,,,,True,,,True,True,,,,,,,,,,,
817895108476567438,https://www.airbnb.com.vn/rooms/817895108476567438,,Bình Thủy,16,10.0599157,105.7068944,REGULAR,,Phòng riêng | Hồ bơi & Chèo thuyền kayak,private_room,,False,,/ đêm,1.004,₫1.004.236,2.0,True,True,,True,,,True,,False,,,True,True,,True,,,,,,,,,,,,True,,,,,,,
824371194974465878,https://www.airbnb.com.vn/rooms/824371194974465878,"4,67",Ninh Kiều,30,10.03569,105.77864,REGULAR,,Yluna - Nấm 2,private_room,3,False,,/ đêm,1.600,₫1.600.000,4.0,,True,,True,,,True,True,False,False,,,True,,True,False,True,6,True,False,,,,,,,,,,,,,,
24636911,https://www.airbnb.com.vn/rooms/24636911,"4,86",Cần Thơ,12,10.021087348994083,105.78440237494077,REGULAR,,Ngoi Sao: Phòng ban công 02,private_room,44,False,,/ đêm,321.187,₫321.187,2.0,,True,,True,,,True,True,False,False,True,,True,,,,,,,,,True,,,,,,,,,True,,,
804646948823489256,https://www.airbnb.com.vn/rooms/804646948823489256,,Hưng Phú,16,10.02003,105.78737,REGULAR,,Hung Phu Home & Apartment ( Căn hộ tại Cần Thơ),entire_home,,False,,/ đêm,3.423,₫3.423.531,12.0,True,True,True,True,,True,True,True,False,False,,,True,,,,,,,,,,,,,,,,,,,,,
37438031,https://www.airbnb.com.vn/rooms/37438031,"4,57",Ninh Kiều,22,10.03036,105.78759,REGULAR,,ALUNY - GOLDEN,hotel_room,21,False,,/ đêm,600.000,₫600.000,2.0,,True,,,,,True,,False,False,,,True,,,,,,,,,,True,,,,,,,,,,True,
21540524,https://www.airbnb.com.vn/rooms/21540524,"4,91",Cần Thơ,25,10.04145,105.7754,REGULAR,,Mộc mạc - Thăm Cần Thơ! Đi với gia đình tôi ^. <,private_room,80,False,,/ đêm,479.294,₫479.294,2.0,True,True,,,,True,True,,False,False,,,True,True,,True,True,6,,,,True,,,True,,,,,,,,,
806051627029188226,https://www.airbnb.com.vn/rooms/806051627029188226,,Cái Răng,12,9.982385643145006,105.75881961934012,REGULAR,,Ngôi nhà đáng yêu ở Tây Tạng,entire_home,,False,,/ đêm,,,4.0,True,True,True,True,True,True,,True,False,False,,,True,,,,,,,,,,,,,,,,,,,,,
42773699,https://www.airbnb.com.vn/rooms/42773699,,Ninh Kiều,5,10.03232,105.7789,REGULAR,,"BIỆT thự MIDMOST BR6 - công viên trung tâm, cách bến 800m",private_room,2,False,,/ đêm,477.012,₫477.012,2.0,True,True,True,True,,True,True,,False,False,,,True,,,True,True,5,,,,,,,True,,,,,,,,,
888753952863284208,https://www.airbnb.com.vn/rooms/888753952863284208,,Ninh Kiều,14,10.03663,105.77775,REGULAR,,Studio ấm cúng ban công rộng ngay trung tâm TP,private_room,,False,,/ đêm,,,2.0,True,True,,True,,True,True,,False,,,,True,,,,,,,,True,True,True,,,,,,,,,,,
47735995,https://www.airbnb.com.vn/rooms/47735995,,Cái Răng,8,10.01231,105.79063,REGULAR,,Pampas,private_room,1,False,,/ đêm,400.000,₫400.000,2.0,,True,,True,,,True,,False,False,,,,,,False,True,6,,,,,True,,True,,,,,,,,,
42783700,https://www.airbnb.com.vn/rooms/42783700,,Ninh Kiều,7,10.03417,105.78568,REGULAR,,54 homestay - 301- Bến Ninh Kiều,private_room,,False,,/ đêm,342.353,₫342.353,2.0,True,True,,True,True,True,True,,False,False,,,True,True,,,,,,,,,,,,,,,,,,,,
41042335,https://www.airbnb.com.vn/rooms/41042335,"4,88",Cần Thơ,30,10.03392,105.77762,REGULAR,,STUDIO ROSY 2 GẦN BẾN NINH KIỀU,private_room,8,False,,/ đêm,,,2.0,True,True,,True,,True,True,,,False,,,True,,,,,,,,,,True,,,,,,,,,,,
32201070,https://www.airbnb.com.vn/rooms/32201070,"4,38",Ninh Kiều,30,10.03346,105.78365,REGULAR,,Rustic Studio trên phố ẩm thực gần bến Ninh Kiều,private_room,13,False,,/ đêm,627.647,₫627.647,2.0,,True,,True,,,True,,False,,,True,True,True,True,,,,True,,,True,,,,,,,,,,,,
40010744,https://www.airbnb.com.vn/rooms/40010744,"4,88",Cần Thơ,17,10.04204,105.77531,REGULAR,,Closer home!!!!,entire_home,16,False,,/ đêm,817.844,₫817.844,4.0,True,True,,,,True,True,,False,False,,,True,,,,,,,,,,True,,,,,,,,,,,
22849543,https://www.airbnb.com.vn/rooms/22849543,"4,96",,23,9.97724,105.71513,REGULAR,,Eco stay on Mekong river of smilesfew have seen 2,private_room,82,False,,/ đêm,809.605,₫809.605,2.0,True,True,,True,,True,True,,False,,,True,,True,,,,,True,,,,,,,,True,,,,,,,
38002629,https://www.airbnb.com.vn/rooms/38002629,"4,67",Ninh Kiều,21,10.05563,105.76986,REGULAR,,Phòng đôi ấm cúng tại trung tâm TP Cần Thơ* Vườn phong lan TP.,private_room,3,False,,/ đêm,416.301,₫416.301,3.0,,True,,True,,True,True,,,,True,,True,True,,False,True,3,,,True,,,True,True,,,,,,,,,
612095936130327065,https://www.airbnb.com.vn/rooms/612095936130327065,"4,33",Ninh Kiều,16,10.03349,105.77104,REGULAR,,Homestay của Ni,entire_home,3,False,,/ đêm,1.711,₫1.711.766,10.0,True,True,True,True,True,True,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,
720626854811976598,https://www.airbnb.com.vn/rooms/720626854811976598,,Ninh Kiều,5,10.04192,105.78333,REGULAR,,Midmost House - Studio quyến rũ và hiện đại,private_room,,False,,/ đêm,,,2.0,True,True,True,True,,True,True,True,False,False,,,True,,,,,,,,,,,,,,,,,,,,,
824359213496824402,https://www.airbnb.com.vn/rooms/824359213496824402,"4,75",Ninh Kiều,24,10.03571,105.77823,REGULAR,,Yluna - Persimmon Loft,private_room,4,False,,/ đêm,1.200,₫1.200.000,2.0,,True,True,,,,True,True,False,False,,,True,,True,,,,True,,,,,True,,,,,,,,,,
594369320261487984,https://www.airbnb.com.vn/rooms/594369320261487984,"4,7",Ninh Kiều,18,10.053,105.77617,REGULAR,,Căn hộ dịch vụ full tiện ích cực chill &thân thiện,entire_home,10,False,,/ đêm,3.937,₫3.937.061,16.0,True,True,True,True,,True,,True,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,
40047264,https://www.airbnb.com.vn/rooms/40047264,,An Phú,13,10.03268,105.77863,REGULAR,,Phòng Adora Deluxe với cửa sổ,private_room,,False,,/ đêm,327.346,₫327.346,2.0,True,True,,True,,,True,,,,,,True,,,,,,,,,,True,,,,,,,,,,True,
36713253,https://www.airbnb.com.vn/rooms/36713253,,Ninh Kiều,8,10.04561,105.77997,REGULAR,,301- 08 Sống cùng gia đình bản xứ,private_room,1,False,,/ đêm,365.177,₫365.177,2.0,True,True,,True,True,True,True,,False,,,,True,True,,False,True,5,,False,,,,,,,,,,,,,,
39544688,https://www.airbnb.com.vn/rooms/39544688,"4,63",Ninh Kiều,30,10.012042999267578,105.7320556640625,REGULAR,,Phòng gia đình bản xứ đích thực Riverside Cần Thơ,private_room,8,False,,/ đêm,1.138,₫1.138.324,4.0,,True,,True,True,,,,False,False,True,True,True,,,False,True,4,,,,,,,True,,,,,,,,,
41184288,https://www.airbnb.com.vn/rooms/41184288,"4,4",Cái Răng,23,10.00967,105.78668,REGULAR,,Minh Minh Nam Hotel - Phòng có bancony,private_room,5,False,,/ đêm,365.177,₫365.177,2.0,,True,,,,,True,,,,,,True,,,,,,True,,True,True,True,,,,,True,,,,,,
36647286,https://www.airbnb.com.vn/rooms/36647286,"4,88",Ninh Kiều,12,10.03865,105.78399,REGULAR,,K2 Sống cùng gia đình bản xứ và cà phê,hotel_room,8,False,,/ đêm,513.530,₫513.530,16.0,True,True,,True,,,True,True,False,False,,,True,,,,,,,,,,True,,,,,,True,,,,,
42783206,https://www.airbnb.com.vn/rooms/42783206,,Ninh Kiều,4,10.03261,105.78476,REGULAR,,54 homestay- 102- Bến Ninh Kiều,private_room,,False,,/ đêm,342.353,₫342.353,2.0,True,True,,True,True,True,,,False,False,,,True,True,,False,True,,,,,,,,True,,,,,,,,,
42770871,https://www.airbnb.com.vn/rooms/42770871,"4,75",Ninh Kiều,5,10.03335,105.77907,REGULAR,,"BIỆT thự MIDMOST BR3 - công viên trung tâm, cách bến 800m",private_room,4,False,,/ đêm,494.814,₫494.814,2.0,True,True,True,True,,True,True,,False,False,,,True,,,True,True,5,,,,,,,True,,,,,,,,,
890128722890587425,https://www.airbnb.com.vn/rooms/890128722890587425,,An Cư,14,10.03832,105.77767,REGULAR,,Studio ấm cúng cho gia đình ngay bến ninh Kiều,private_room,,False,,/ đêm,,,2.0,True,True,,True,,,True,,False,,,,True,,,,,,,,,True,True,,,,,True,,,,,,
42783658,https://www.airbnb.com.vn/rooms/42783658,,Ninh Kiều,4,10.03234,105.78565,REGULAR,,54 Homestay - 302- Bến Ninh Kiều,private_room,,False,,/ đêm,,,2.0,True,True,,True,True,True,True,,False,False,,,True,True,,,,,,,,,,,,,,,,,,,,
47735332,https://www.airbnb.com.vn/rooms/47735332,,Cái Răng,13,10.0129,105.79233,REGULAR,,ANTIQUE,private_room,,False,,/ đêm,350.000,₫350.000,2.0,True,True,,True,,,True,True,False,False,,,,,,False,True,,,,,,True,,True,,,,,,,,,
45709130,https://www.airbnb.com.vn/rooms/45709130,,Cái Răng,9,10.00263,105.79885,REGULAR,,[Tulip Home] Phòng King cao cấp - có ban công,private_room,,False,,/ đêm,,,2.0,,True,True,True,,,True,,False,,,,True,,,,,,,,,True,True,,,,,True,,,,,,
828207246863389403,https://www.airbnb.com.vn/rooms/828207246863389403,,Ninh Kiều,8,10.03186290003248,105.78408859670162,REGULAR,,"2 giường trong ngôi nhà nhỏ, trung tâm thành phố",shared_room,,False,,/ đêm,271.600,₫271.600,2.0,True,True,True,True,True,True,True,,False,False,,,True,,,,,,,,,,,,,,,,,,,,,
724382860081845445,https://www.airbnb.com.vn/rooms/724382860081845445,"4,33",Ninh Kiều,15,10.006148906185,105.73988084325529,REGULAR,,Villa tiện nghi sát bên Chợ Nổi,entire_home,3,False,,/ đêm,1.508,₫1.508.264,11.0,True,True,True,True,True,,,True,False,False,True,,,,,,,,,,,,,,,True,,,,,,,,
