room_id,url,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,maxGuestCapacity,SYSTEM_VIEW_MOUNTAIN,SYSTEM_VIEW_OCEAN,SYSTEM_WI_FI,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_POOL,SYSTEM_PATIO_BALCONY,SYSTEM_SURVEILLANCE,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_WORKSPACE,SYSTEM_SNOWFLAKE,price,price_full,SYSTEM_COOKING_BASICS,SYSTEM_WASHER,SYSTEM_TV,isSuperHost,isVerified,SYSTEM_LOCK_ON_DOOR,SYSTEM_FLOWER,SYSTEM_LUGGAGE_DROP,SYSTEM_PETS,SYSTEM_SMOKING_ALLOWED,SYSTEM_CALENDAR,SYSTEM_HAIRDRYER,SYSTEM_REFRIGERATOR,SYSTEM_VIEW_CITY,SYSTEM_JACUZZI,reviewCount,yearHosting,SYSTEM_FIREPLACE,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_FIREPIT,rating,SYSTEM_HIGH_CHAIR,SYSTEM_DRYER,SYSTEM_BREAKFAST,SYSTEM_EV_CHARGER
654910850038670051,https://www.airbnb.com.vn/rooms/654910850038670051,Nghĩa Lộ,7,21.6196875,104.5166818,REGULAR,,"Nhà nghỉ thôn dã vui 
 Vẻ thưởng thức ẩm thực",entire_home,False,,/ đêm,16.0,,,True,True,,True,,False,False,,,434.391,₫434.391,True,True,True,,,,True,,True,,,,,,,,,,,,,,,,
38972602,https://www.airbnb.com.vn/rooms/38972602,Pà Cò,23,20.7429,104.93162,REGULAR,,Experience of ethnic group of H’Mong and Muong,entire_home,False,,/ đêm,10.0,,,True,True,,,,False,False,True,,401.503,₫401.503,True,True,True,,,,,,True,,,,,,,,,,,,,,True,,
593298813950391866,https://www.airbnb.com.vn/rooms/593298813950391866,Nghĩa Lộ,5,21.615456,104.515923,REGULAR,,Homestay tuấn tú dịch vụ du lịch,shared_room,False,,/ đêm,,,,,,,,,,,,,293.225,₫293.225,,,,,,,,,,,,,,,,,,,,,,,,,
24793107,https://www.airbnb.com.vn/rooms/24793107,Thành phố Yên Bái,9,21.71542,104.90628,REGULAR,,Căn hộ 498 Cửa Đông,entire_home,False,,/ đêm,,,,,,,,,,,,,267.650,₫267.650,,,,,,,,,,,,,,,,,,,,,,,,,
34244859,https://www.airbnb.com.vn/rooms/34244859,Yên Bái,10,21.84048,104.10706,REGULAR,,Phòng bí mật,private_room,False,,/ đêm,,,,,,,,,,,,,280.641,₫280.641,,,,,,,,,,,,,,,,,,,,,,,,,
24582347,https://www.airbnb.com.vn/rooms/24582347,TT. Mà Căng Chải,30,21.85029,104.08928,REGULAR,,Thác nước nóng và Homestay Tram Tau,private_room,False,,/ đêm,,,,,,,,,,,,,359.471,₫359.471,,,,False,True,,,,,,,,,,,1,7,,,,,,,,
48657664,https://www.airbnb.com.vn/rooms/48657664,Yên Châu,2,21.6534,103.43801,REGULAR,,View đẹp,private_room,False,,/ đêm,,,,,,,,,,,,,285.294,₫285.294,,,,,,,,,,,,,,,,,,,,,,,,,
723539959630846008,https://www.airbnb.com.vn/rooms/723539959630846008,Thị xã Nghĩa Lộ,5,21.59598,104.52288,REGULAR,,Nhà  nghỉ  thôn đã vui vẻ,shared_room,False,,/ đêm,,,,,,,,,,,,,344.906,₫344.906,,,,,,,,,,,,,,,,,,,,,,,,,
17314259,https://www.airbnb.com.vn/rooms/17314259,yen bai,22,21.82605,105.00606,REGULAR,,Vũ Linh Farmstay- Giang House,shared_room,False,,/ đêm,,,,,,,,,,,,,347.972,₫347.972,,,,,,,,,,,,,,,,,,,,,,,,,
593739164996815761,https://www.airbnb.com.vn/rooms/593739164996815761,Nghĩa Lộ,5,21.619688,104.516685,REGULAR,,Homestay tuấn tú dịch vụ du lịch,entire_home,False,,/ đêm,,,,,,,,,,,,,405.917,₫405.917,,,,,,,,,,,,,,,,,,,,,,,,,
15746583,https://www.airbnb.com.vn/rooms/15746583,Xã Mai Hịch / Mai Châu,18,20.61389,105.00579,REGULAR,,Thuyet Nhung - Mai Chau Homestay,entire_home,False,,/ đêm,,,,,,,,,,,,,267.664,₫267.664,,,,,,,,,,,,,,,,,,,,,,,,,
39468905,https://www.airbnb.com.vn/rooms/39468905,Mù Cang Chải,15,21.85241,104.08888,REGULAR,,Pink Homestay,shared_room,False,,/ đêm,,,,,,,,,,,,,273.882,₫273.882,,,,,,,,,,,,,,,,,,,,,,,,,
