room_id,url,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,isSuperHost,isVerified,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,maxGuestCapacity,SYSTEM_FLOWER,SYSTEM_VIEW_MOUNTAIN,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_SURVEILLANCE,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,price,price_full,SYSTEM_VIEW_OCEAN,SYSTEM_JACUZZI,rating,reviewCount,SYSTEM_PETS,SYSTEM_TV,SYSTEM_PATIO_BALCONY,yearHosting,SYSTEM_LOCK_ON_DOOR,SYSTEM_SNOWFLAKE,SYSTEM_BREAKFAST,SYSTEM_WASHER,SYSTEM_SMOKING_ALLOWED,SYSTEM_HAIRDRYER,SYSTEM_DRYER,SYSTEM_POOL,SYSTEM_LUGGAGE_DROP,SYSTEM_CALENDAR,SYSTEM_FIREPIT,SYSTEM_REFRIGERATOR,SYSTEM_EV_CHARGER,SYSTEM_TOYS,SYSTEM_FIREPLACE,SYSTEM_VIEW_CITY,SYSTEM_ELEVATOR,SYSTEM_BATHTUB,SYSTEM_HIGH_CHAIR,SYSTEM_BEACH,SYSTEM_MAPS_RESORT,SYSTEM_GYM
843143618051726920,https://www.airbnb.com.vn/rooms/843143618051726920,Thành phố Kon Tum,10,14.3482,108.0134,REGULAR,,Sun Homestay Mang Den - phòng Daisy,private_room,False,True,False,,/ đêm,2.0,,True,True,True,,True,,,False,False,741.765,₫741.765,,,,,True,,,,True,,,True,,,,,,,True,,,,,,,,,,,
50788879,https://www.airbnb.com.vn/rooms/50788879,Ia Dêr,30,13.9753,107.97757,REGULAR,,Centralhome 2,entire_home,,,False,,/ đêm,4.0,True,True,True,True,True,True,True,,False,False,559.177,₫559.177,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
37979060,https://www.airbnb.com.vn/rooms/37979060,,16,14.0588,108.27609,REGULAR,,Vinhomes TimesCity Park Hill**2BRApartment**sang trọng,entire_home,,,False,,/ đêm,4.0,,,True,True,,,,,False,False,1.409,₫1.409.354,True,True,,,,True,,,,,,True,,,True,,,,,,,,,,True,,,,,
860694291706365422,https://www.airbnb.com.vn/rooms/860694291706365422,Thành phố Pleiku,9,14.03204,108.00353,REGULAR,,homestay hơ đơng,private_room,,,False,,/ đêm,1.0,,,,True,True,True,True,,False,False,,,True,,,,,True,,,,True,,,,,,,,,True,,,,,,,,,,,
35022191,https://www.airbnb.com.vn/rooms/35022191,Thành phố Kon Tum,29,14.58445,108.27863,REGULAR,,SỐNG CÙNG GIA ĐÌNH BẢN XỨ LA MAISON MANG DEN - PHÒNG CHUNG TẠI KÝ TÚC XÁ,shared_room,,,False,,/ đêm,4.0,True,,True,True,True,True,,,False,False,266.956,₫266.956,,,,,,,True,,,,,,,True,,,,,,True,,,,,,,,,,
52688471,https://www.airbnb.com.vn/rooms/52688471,,23,14.59038,108.281,REGULAR,,CozyPrivateBungalow for 2-HeniSi Homestay Mang Den,entire_home,,,False,,/ đêm,2.0,True,,True,True,,True,,,False,False,707.530,₫707.530,,,,,,,True,,,True,,,,True,,,,,,True,,,,,,,,,,
43971729,https://www.airbnb.com.vn/rooms/43971729,,30,14.05873,108.27638,REGULAR,,Trắng house rose,entire_home,,,False,,/ đêm,15.0,,,True,True,,True,True,,False,False,2.282,₫2.282.354,,,,,,True,,,,,True,,,True,,,,,,,,,,,,,,,,
835164808892227588,https://www.airbnb.com.vn/rooms/835164808892227588,Thành phố Kon Tum,9,14.3473435,108.0140097,REGULAR,,Sun Homestay Măng Đen - Bạch Trà,private_room,False,True,False,,/ đêm,4.0,True,True,True,True,,True,,,False,False,970.000,₫970.000,,,,,True,,,,True,,,True,,,,,,,,,,,,,,,,,,
31297477,https://www.airbnb.com.vn/rooms/31297477,Thành phố Pleiku,13,13.98501,108.01831,REGULAR,,Phòng ấm cúng và Vườn xinh đẹp - The Stay Villa,private_room,False,False,False,,/ đêm,4.0,True,,True,True,True,True,,,False,False,570.589,₫570.589,,,"4,74",23,,True,,4,True,,,,,,,,,,,,,,,,,,,,,
47852475,https://www.airbnb.com.vn/rooms/47852475,Kon Plông,14,14.59083,108.28129,REGULAR,,Phòng ấm cúng với Ban công riêng - HeniSi Măng Đen,private_room,False,True,False,,/ đêm,2.0,,,True,True,,True,True,False,False,False,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,
883465580833943579,https://www.airbnb.com.vn/rooms/883465580833943579,Thành phố Pleiku,5,13.967007718680374,107.98850700259209,REGULAR,,Căn nhà của sự ngọt ngào!,entire_home,,,False,,/ đêm,,,,True,True,True,True,True,,False,False,,,,,,,,True,,,,True,,True,,,,,,,,,,,,,,,,,,
579335964038207409,https://www.airbnb.com.vn/rooms/579335964038207409,Măng Đen,30,14.59388,108.30783,REGULAR,,Tổ Ấm - Căn nhà gỗ biệt lập riêng tư,private_room,,,False,,/ đêm,4.0,,True,True,True,True,True,,,False,False,1.015,₫1.015.648,,,,,,True,,,,True,,,,,,,,,True,,,,,,,,,,,
843125028112003206,https://www.airbnb.com.vn/rooms/843125028112003206,Thành phố Kon Tum,10,14.34679,108.01491,REGULAR,,Sun Homestay Măng Đen - Dâu Tây,private_room,False,True,False,,/ đêm,2.0,,True,True,True,,True,,,False,False,570.589,₫570.589,,,,,True,,,,True,,,True,,,,,,,,,,,,,,,,,,
38615196,https://www.airbnb.com.vn/rooms/38615196,Kon Tum,26,14.34909,108.00112,REGULAR,,"HẠNH PHÚC VÀ ẤM áp, chỉ cần nói rằng",private_room,,,False,,/ đêm,4.0,,,,True,,True,,,,,462.177,₫462.177,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,
42367749,https://www.airbnb.com.vn/rooms/42367749,Thành phố Pleiku,26,13.98816,108.03342,REGULAR,,102 Phòng hạng sang 2 giường /trung tâm thành phố/siêu thị,private_room,,,False,,/ đêm,4.0,,,True,True,,True,,,False,False,,,,,,,,True,,,,True,,True,,True,True,,,,,,,,,,,,,,,
45278747,https://www.airbnb.com.vn/rooms/45278747,Thành phố Pleiku,8,13.97796,107.98961,REGULAR,,"Homestay pleiku Phuot
Phòng cho thuê",private_room,False,False,False,,/ đêm,4.0,,,True,True,,True,,False,False,False,285.294,₫285.294,,,,,True,,,,,,,True,True,,,,,,,,,,,,,,,,,
46534551,https://www.airbnb.com.vn/rooms/46534551,Thành phố Pleiku,20,14.04459,108.046,REGULAR,,Homestay Biển Hồ - Tận Hưởng Sự Khác Biệt,private_room,,,False,,/ đêm,16.0,,,True,True,True,True,,,False,False,,,,True,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,
37758206,https://www.airbnb.com.vn/rooms/37758206,,13,14.0574,108.27625,REGULAR,,B516 sống cùng gia đình bản xứ,shared_room,,,False,,/ đêm,10.0,,,True,True,,True,,,,,267.664,₫267.664,,True,,,,,,,,True,,True,,,True,True,,,,,,,,,True,,,,,
47502165,https://www.airbnb.com.vn/rooms/47502165,Thành phố Pleiku,6,13.96256,108.01823,REGULAR,,Ký túc xá ĐẦY đủ 4 phòng ngủ - Paksong Farmstay - Pleiku,entire_home,,,False,,/ đêm,4.0,True,,True,True,True,True,,,False,False,802.991,₫802.991,,,,,True,,,,,,,,,True,True,,,,,,,,,,,,,,,
40384061,https://www.airbnb.com.vn/rooms/40384061,Kon Plông,30,14.59697,108.2454,REGULAR,,"Bình tĩnh, ăn thực phẩm, và đánh bại các yếu tố",entire_home,,,False,,/ đêm,5.0,,,True,True,,True,,,False,False,,,,True,,,True,True,,,,,,,,True,,,,,,,,,True,,,,,,,
17193628,https://www.airbnb.com.vn/rooms/17193628,,11,14.05972,108.2764,REGULAR,,Căn hộ và phòng đẹp cho thuê tại Hà Nội.,private_room,False,False,False,,/ đêm,6.0,,,True,True,,True,,False,,,377.833,₫377.833,,,,,,True,,,,True,,True,,True,True,,,,,,,,,,True,,,,,
38869396,https://www.airbnb.com.vn/rooms/38869396,,30,14.05808,108.27819,REGULAR,,Green Riverside Cosy Home - Phòng Chung 2,hotel_room,,,False,,/ đêm,2.0,,,True,True,,True,,,False,False,321.194,₫321.194,True,,,,True,,,,,True,,True,,,,,True,,,,,,,,,,,,,
37974783,https://www.airbnb.com.vn/rooms/37974783,,30,14.05885,108.27654,REGULAR,,Phú Quốc  Plus Hotel,hotel_room,,,False,,/ đêm,16.0,,,True,True,,True,True,,False,False,267.664,₫267.664,,True,,,,True,,,,,,,,,,True,,,,,,,,,True,,,,,
43683717,https://www.airbnb.com.vn/rooms/43683717,Kon Plông,16,14.57862,108.27779,REGULAR,,Bungalow tuyệt đẹp  với tầm nhìn ra đồi thông hồ Dakke,private_room,False,True,False,,/ đêm,2.0,,,True,True,,True,True,,False,False,,,,,,,True,,,,True,,,True,,,True,,,,,,,,,,,,,,,
54187809,https://www.airbnb.com.vn/rooms/54187809,Thành phố Kon Tum,5,14.36248,107.99883,REGULAR,,Phòng 3 người/ Tripple room,private_room,,,False,,/ đêm,3.0,,,,True,True,True,True,,False,False,1.027,₫1.027.059,,,,,True,True,,,,True,,,,,,True,,,,,,,,,,,,,,
47853380,https://www.airbnb.com.vn/rooms/47853380,Kon Plông,19,14.59051,108.28246,REGULAR,,Phòng Riêng CLOSE-TO-EVERYTHING! Sống cùng gia đình bản xứ HeniSi,private_room,False,True,False,,/ đêm,2.0,,,True,True,,True,True,False,False,False,627.647,₫627.647,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
