room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,isSuperHost,isVerified,yearHosting,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_FLOWER,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_PETS,SYSTEM_EV_CHARGER,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_LOCK_ON_DOOR,SYSTEM_TV,SYSTEM_WASHER,SYSTEM_DRYER,SYSTEM_SNOWFLAKE,SYSTEM_PATIO_BALCONY,SYSTEM_HAIRDRYER,SYSTEM_VIEW_CITY,SYSTEM_SURVEILLANCE,SYSTEM_VIEW_OCEAN,SYSTEM_LUGGAGE_DROP,SYSTEM_JACUZZI,SYSTEM_FIREPLACE,SYSTEM_REFRIGERATOR,SYSTEM_MICROWAVE,SYSTEM_POOL,SYSTEM_SAUNA,SYSTEM_ELEVATOR,SYSTEM_FIREPIT,SYSTEM_SMOKING_ALLOWED,SYSTEM_VIEW_MOUNTAIN,SYSTEM_BREAKFAST,SYSTEM_CRIB,SYSTEM_BEACH,SYSTEM_SKI,SYSTEM_CALENDAR,SYSTEM_HIGH_CHAIR,SYSTEM_BATHTUB,SYSTEM_PIANO
34427814,https://www.airbnb.com.vn/rooms/34427814,"4,75",Hoàn Kiếm,16,21.02121,105.84921,REGULAR,,Dreamcatcher Villa *** TV Netflix * *** ban công lớn *,private_room,24,,,,False,,/ đêm,443.918,₫443.918,2,,True,True,True,True,,,,False,False,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,
41680539,https://www.airbnb.com.vn/rooms/41680539,"4,58",Sóc Sơn,29,21.21683,105.78117,REGULAR,,Tổ ấm Sao Mai - sân bay Nội Bài,private_room,88,,,,False,,/ đêm,340.071,₫340.071,16,,,True,,True,,,,False,,,True,True,True,True,True,,,True,,True,,,,,,,,,,,,,,,,,,
42233845,https://www.airbnb.com.vn/rooms/42233845,,Thành phố Thái Nguyên,12,21.5937,105.83397,REGULAR,,Khách sạn Happy giá phòng hợp lý,private_room,,,,,False,,/ đêm,268.177,₫268.177,16,,,True,,True,,,,False,False,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,
21807270,https://www.airbnb.com.vn/rooms/21807270,"4,84",Hà Nội,28,21.0235,105.82509,REGULAR,,Ngôi nhà của một kiến trúc sư (Xanh dương),private_room,117,True,True,5,False,,/ đêm,374.710,₫374.710,2,,True,True,True,,,,,False,False,True,True,True,,True,,,,,,True,,,,,,,,,,,,,,,,,,
662191224149846864,https://www.airbnb.com.vn/rooms/662191224149846864,"4,55",Hoàn Kiếm,15,21.03471,105.85198,REGULAR,,❤️CentralOldTown-BeerStreet🌟OMoHouse💕SelfCheck247,private_room,22,,,,False,,/ đêm,303.633,₫303.633,2,,,True,True,True,True,,,False,False,,,,,True,,True,,True,,True,,,,,,,,,,,,,,,,,,
841756260812639174,https://www.airbnb.com.vn/rooms/841756260812639174,"4,29",Hoàn Kiếm,12,21.0245787,105.8428323,REGULAR,,Soul Homestay - TV/bếp/Wi-fi,private_room,7,,,,False,,/ đêm,,,2,,True,True,,True,,,,False,False,,True,True,,True,True,,,True,,,,,,,,,,,,,,,,,,,,
861280461910630044,https://www.airbnb.com.vn/rooms/861280461910630044,,,12,21.00397,105.94662,REGULAR,,Sunshine homes Oceanpark Gia Lâm,entire_home,,,,,False,,/ đêm,,,2,,True,True,,True,,,,False,False,,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,,
865932613451179787,https://www.airbnb.com.vn/rooms/865932613451179787,"4,33",Hoàn Kiếm,9,21.033684,105.8473817,REGULAR,,Kome Inn - Jade Studio  *Center Old Quarter*,private_room,3,False,True,,False,,/ đêm,,,2,,True,True,True,True,True,,,,,True,True,True,,,,,,True,,,,,,,,True,,,,,,,,,,,,
843928904800987551,https://www.airbnb.com.vn/rooms/843928904800987551,"3,29",Hoàn Kiếm,7,21.0315055,105.855027,REGULAR,,"Phòng ấm cúng ở Hồ Gươm, Hoàn Kiếm",private_room,7,,,,False,,/ đêm,,,2,,True,True,True,True,True,,,,,,,True,,True,True,,,,True,True,,,,,,,,,,,,,,,,,,
892400194450862430,https://www.airbnb.com.vn/rooms/892400194450862430,,Tây Hồ,6,21.0673808,105.8350737,REGULAR,,Homestay tại Tây Hồ,private_room,,,,,False,,/ đêm,,,4,,True,True,,True,True,,,False,False,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,,
893077195930306837,https://www.airbnb.com.vn/rooms/893077195930306837,,Hoàn Kiếm,10,21.03251,105.8544,REGULAR,,Hanoi Boutique,private_room,,,,,False,,/ đêm,,,3,,,True,True,True,True,,,,,,True,,,True,,True,,True,True,,,,,,,,,,,,,,,,,,,
41179589,https://www.airbnb.com.vn/rooms/41179589,"4,79",Hà Nội,25,21.01056,105.86045,REGULAR,,Ban công/4.netflix/topferbed/wash/dry/AIRPORTcar,entire_home,19,,,,False,,/ đêm,360.825,₫360.825,2,,True,True,True,True,True,,,False,,,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,
40900943,https://www.airbnb.com.vn/rooms/40900943,,Từ Liêm,8,21.02068,105.77559,REGULAR,,New apartment very cheap in my dinh 1,private_room,,False,True,,False,,/ đêm,267.650,₫267.650,2,,True,True,,True,,,False,False,False,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,
645244618667748795,https://www.airbnb.com.vn/rooms/645244618667748795,,Hanoi,30,21.31828,105.77714,REGULAR,,Địa điểm cắm trại rừng thông ven hồ,private_room,,,,,False,,/ đêm,353.765,₫353.765,12,,,True,,True,True,,,False,False,,,,,True,,,,,,,,,,,,,,True,True,,,,,,,,,
39703917,https://www.airbnb.com.vn/rooms/39703917,"4,41",Hà nội,30,21.03202,105.84704,REGULAR,,Khu phố cổ / PINKY HOME/ {Orchid garden Hanoi},entire_home,44,,,,False,,/ đêm,,,2,,True,True,True,True,,,,False,False,,True,True,,True,,,,,,True,,,,,,,,,,,,,,,,,,
852001341076676351,https://www.airbnb.com.vn/rooms/852001341076676351,"4,4",Hoàn Kiếm,13,21.0293002,105.8491782,REGULAR,,GEM-Topaz,private_room,5,False,True,3,False,,/ đêm,402.800,₫402.800,3,,,True,True,True,,,False,False,False,,True,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,
732151647948523523,https://www.airbnb.com.vn/rooms/732151647948523523,"4,48",Hoàn Kiếm,28,21.021208,105.8473892,REGULAR,,VequeHomestay/Villa03/Trung tâm/Máy giặt miễn phí/Yên tĩnh,entire_home,58,,,,False,,/ đêm,290.602,₫290.602,2,,,True,,,,,,False,False,,,True,,True,,True,,,True,,,,,,,,,,,,,,,,,,,
833617217728309511,https://www.airbnb.com.vn/rooms/833617217728309511,,Thành phố Thái Nguyên,5,21.57793,105.83334,REGULAR,,Phòng nhà sàn Cozy Wooden Room,private_room,,False,True,,False,,/ đêm,399.412,₫399.412,2,,True,True,True,True,,,,,,True,,True,,True,,,,True,,,,,,,,,,,,,,,,,,,,
31548066,https://www.airbnb.com.vn/rooms/31548066,"5,0",Nam Từ Liêm,26,21.04242,105.7668,REGULAR,,Goldmark City Apartment Homestay,private_room,10,False,False,5,False,,/ đêm,293.967,₫293.967,1,,True,True,,,,,False,,,,True,True,True,True,,,True,,,,,,,,True,,True,,,,,,,,,,,
885947778622110964,https://www.airbnb.com.vn/rooms/885947778622110964,,Ba Đình,26,21.04659,105.80825,REGULAR,,Cozy room near the Ha Noi center and West Lake 3.2,private_room,,False,True,,False,,/ đêm,,,2,,,True,True,True,True,,,False,False,True,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,
791493165885230507,https://www.airbnb.com.vn/rooms/791493165885230507,,Tây Hồ,13,21.07974,105.81953,REGULAR,,Ban công Sunside Studio ấm cúng,private_room,,,,,False,,/ đêm,421.257,₫421.257,2,,True,True,True,True,True,,,False,False,,True,,,,,,,True,True,,,,,,,,,,,,,,,,,,,
21671494,https://www.airbnb.com.vn/rooms/21671494,"4,91",Trung Liệt,11,21.01084,105.82428,REGULAR,,Sống cùng gia đình bản xứ đáng yêu tại Trung tâm Hà Nội,private_room,104,True,True,6,False,,/ đêm,294.401,₫294.401,2,,True,True,,True,,,,False,False,True,True,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,
20019831,https://www.airbnb.com.vn/rooms/20019831,"4,91",Hanoi,30,21.04285,105.79045,REGULAR,,"Phòng có bếp, WC, Netflix gần phố khu ăn uống",entire_home,196,,,,False,,/ đêm,,,3,,True,True,True,True,True,,,,,,True,True,,True,,,,True,,True,,,,,,,,,,,,,,,,,,
23065835,https://www.airbnb.com.vn/rooms/23065835,"4,83",Ngọc Khánh,3,21.03226,105.82135,REGULAR,,"Phòng riêng tại Kim Mã, Ba Đình",private_room,6,False,True,5,False,,/ đêm,341.212,₫341.212,2,,True,True,,True,,,,False,,True,True,True,,True,,,,,,True,,,,,,,True,,,,,,,,,,,
770925754538389296,https://www.airbnb.com.vn/rooms/770925754538389296,"4,57",Hoàn Kiếm,10,21.02225,105.8614,REGULAR,,"Ấm cúng, ánh sáng mặt trời 1br ở Hoàn Kiếm",private_room,14,False,True,9,False,,/ đêm,,,2,,True,True,True,,,,,False,,True,True,True,,True,,,,True,,True,,,,,,,,,,,,,,,,,,
823037502641038989,https://www.airbnb.com.vn/rooms/823037502641038989,"4,5",Long Biên,8,21.03655,105.87444,REGULAR,,V 's Home Long Biên . Phòng ấm cúng 3,private_room,4,True,True,4,False,,/ đêm,342.353,₫342.353,2,,,True,True,True,,,,False,False,True,,True,,True,,,,True,,,,,True,,,,,,,,,,,,,,,
46229103,https://www.airbnb.com.vn/rooms/46229103,"4,67",Hải Bối,12,21.11732,105.80361,REGULAR,,Green Homestay,private_room,6,False,True,3,False,,/ đêm,321.187,₫321.187,2,,True,True,,True,True,,,False,False,True,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,
755532648369451894,https://www.airbnb.com.vn/rooms/755532648369451894,"4,41",Hoàn Kiếm,18,21.038,105.84541,REGULAR,,"Phòng rộng rãi, nơi thư giãn thực sự tại Hoàn Kiếm",private_room,22,False,True,5,False,,/ đêm,,,2,,True,True,True,,,,,False,False,True,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,,
849930497097506246,https://www.airbnb.com.vn/rooms/849930497097506246,,Từ Liêm,4,21.030457707551935,105.77372403938774,REGULAR,,"Căn hộ gần kengnam, Mỹ Đình 2, Nam Từ Liêm, Hà Nội",private_room,,True,True,,False,,/ đêm,285.294,₫285.294,2,,True,True,True,True,,,,False,False,True,,True,,True,,,,,,True,,,,,,,,,,,,,,,,,,
666309265194580487,https://www.airbnb.com.vn/rooms/666309265194580487,,Kim Mã,18,21.02365444427904,105.5821264866233,REGULAR,,Chào mừng Ba Vi Bungalow yên bình - LB B4,private_room,,,,,False,,/ đêm,462.177,₫462.177,2,,True,True,True,True,True,,,False,False,,True,,,,,,,,,,,,,,True,,,,,True,,,,,,,,
865009784625368046,https://www.airbnb.com.vn/rooms/865009784625368046,,Ba Đình,6,21.0333701,105.811266,REGULAR,,1 studio near westlake and Lotte BĐinh,private_room,2,False,True,2,False,,/ đêm,325.235,₫325.235,2,,True,True,True,True,True,,False,False,,,True,,,,,,,True,,,True,,,,,,,,,,,,,,,,,
661452293174027216,https://www.airbnb.com.vn/rooms/661452293174027216,"4,78",Hoàn Kiếm,8,21.02969,105.84732,REGULAR,,* Khuphố cổ * Nhà thờ *phòng có cửa sổ*,private_room,9,False,True,4,False,,/ đêm,,,2,True,True,True,,True,,,False,False,False,,True,,,True,,,,True,,,,,,,,,,,,,,,,,,,,
648381977328428715,https://www.airbnb.com.vn/rooms/648381977328428715,"4,93",Hàng Bài,6,21.02409,105.85133,REGULAR,,Căn 1 phòng ngủ đáng yêu gần trung tâm Hà Nội,private_room,14,True,True,11,False,,/ đêm,,,2,,True,True,True,True,,,,False,False,True,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,,
20396616,https://www.airbnb.com.vn/rooms/20396616,"4,78",Yên Phụ,21,21.0545,105.83766,REGULAR,,Sống cùng gia đình bản xứ Kim Hà Nội 2,private_room,23,True,True,6,False,,/ đêm,321.187,₫321.187,2,,True,True,True,True,,,,False,False,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,
656259025007316261,https://www.airbnb.com.vn/rooms/656259025007316261,,Hoàn Kiếm,11,21.03449,105.85324,REGULAR,,Khách sạn giá rẻ Hà Nội EcoStay 2 - Nhà trọ tập thể hỗn hợp 5,shared_room,,,,,False,,/ đêm,,,12,,True,True,True,,,,,False,,,True,,,True,,True,,True,,True,,,True,,,,,,,,,,,,,,,
52978253,https://www.airbnb.com.vn/rooms/52978253,"5,0",Ba Đình,23,21.03442,105.80733,REGULAR,,"Căn hộ ấm cúng, thân thiện ở trung tâm thành phố",private_room,44,True,True,2,False,,/ đêm,399.412,₫399.412,2,,True,True,True,,,,,False,False,True,True,True,,True,,,,,,,,,,,,,True,,,,,,,,,,,
628478416887162501,https://www.airbnb.com.vn/rooms/628478416887162501,"4,55",Hoan Kiem district,21,21.021695,105.85979,REGULAR,,Phòng ánh sáng mặt trời gần Nhà hát Lớn,private_room,11,False,True,9,False,,/ đêm,,,2,,True,True,True,True,,,,False,,True,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,,
780888412764806940,https://www.airbnb.com.vn/rooms/780888412764806940,"4,19",Hoàn Kiếm,7,21.0315055,105.855027,REGULAR,,"Trung tâm Cozyhome Khu phố cổ, Nhà thờ",private_room,21,,,,False,,/ đêm,280.751,₫280.751,2,,True,True,True,True,True,,,,,,,True,,True,True,,,,True,True,,,,,,,,,,,,,,,,,,
33349086,https://www.airbnb.com.vn/rooms/33349086,"4,63",Đống Đa,30,21.02791,105.84065,REGULAR,,"Cửa sổ siêu mỏng, khá rộng rãi, thông thoáng, ánh sáng tự nhiên ,2.",private_room,97,False,True,5,False,,/ đêm,,,2,,,True,,True,,,,False,False,True,True,True,,True,,True,,,,,,True,,,,,,,,,,,,,,,,
34796586,https://www.airbnb.com.vn/rooms/34796586,"4,57",Hanoi,14,21.03564,105.85577,REGULAR,,CHẾ ĐỘ XEM/VỊ TRÍ TUYỆT VỜI - SỐNG CÙNG GIA ĐÌNH BẢN XỨ TRONG XƯƠNG RỒNG,private_room,7,False,True,4,False,,/ đêm,410.824,₫410.824,2,,True,True,,True,,,False,False,False,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,
661422925069945305,https://www.airbnb.com.vn/rooms/661422925069945305,"4,43",Hoàn Kiếm,9,21.03051,105.84812,REGULAR,,*OLDQUARTER*Nhà thờ HÀ NỘI*CỦ CẢI,private_room,7,False,True,4,False,,/ đêm,,,2,,True,True,,,,,,False,,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,
29195954,https://www.airbnb.com.vn/rooms/29195954,"4,61",Ba Đình,23,21.02953,105.83724,REGULAR,,#201 Studio ánh sáng tự nhiên và bên cạnh Văn Miếu,private_room,61,False,True,5,False,,/ đêm,,,3,,True,True,True,True,,,,False,False,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,
787380266410387770,https://www.airbnb.com.vn/rooms/787380266410387770,"5,0",Tây Hồ,13,21.05088759924921,105.8094449730104,REGULAR,,"Vong Thi, Room402. Studios gần Hồ Tây",private_room,7,True,True,2,False,,/ đêm,412.000,₫412.000,2,,True,True,,,,,False,False,False,,True,True,,True,,True,,,,,,,,,,,,,True,,,,,,,,,
828700828300061719,https://www.airbnb.com.vn/rooms/828700828300061719,"4,83",Tây Hồ,10,21.0628395,105.8234699,REGULAR,,R601 - Studio ấm cúng cho cặp đôi ở Tây Hồ,entire_home,12,,,,False,,/ đêm,480.307,₫480.307,2,,True,True,True,True,,,,,,,True,True,,True,,True,,True,,,,,,,,,,,,,,,,,,,,
878971967452050482,https://www.airbnb.com.vn/rooms/878971967452050482,,Từ Liêm,5,21.02026,105.778,REGULAR,,Eterbe house - Discount từ 15-18/4,private_room,,False,True,,False,,/ đêm,422.235,₫422.235,2,True,True,True,True,True,True,,,False,,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,
885169885818975484,https://www.airbnb.com.vn/rooms/885169885818975484,,Tây Hồ,5,21.0673808,105.8350737,REGULAR,,Homestay giá rẻ  tại Tây Hồ,private_room,,,,,False,,/ đêm,,,4,True,True,True,True,True,True,,,False,False,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,
662928147357661608,https://www.airbnb.com.vn/rooms/662928147357661608,"5,0",Sóc Sơn,8,21.20208,105.83168,REGULAR,,Khách sạn giá rẻ Hà Nội - Nội Bài,shared_room,6,,,,False,,/ đêm,258.134,₫258.134,1,True,,True,True,True,True,,,,,,True,,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,
35856057,https://www.airbnb.com.vn/rooms/35856057,"4,75",Đống Đa,20,21.02745,105.83952,REGULAR,,Nhà của Juan 2. Hanoi Sweet Home - Chợ địa phương,private_room,44,False,True,5,False,,/ đêm,,,2,,True,True,True,,,,,False,,True,,True,,True,True,True,,,,True,,,,,,,,,,,,,,,,,,
32688524,https://www.airbnb.com.vn/rooms/32688524,"5,0",Thành phố Vĩnh Yên,14,21.30897,105.61581,REGULAR,,FASY Hotel tại trung tâm thành phố Vĩnh Yên,private_room,7,,,,False,,/ đêm,365.177,₫365.177,16,,True,True,,True,,,,,,,True,True,True,True,,True,,,,,,,True,,,,True,,,,,,,,,,,
49039294,https://www.airbnb.com.vn/rooms/49039294,,Ba Đình,17,21.04616,105.84028,REGULAR,,Studio với hàng tấn ánh sáng tự nhiên,entire_home,,,,,False,,/ đêm,456.471,₫456.471,2,True,True,True,True,True,True,,,False,False,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,
34844777,https://www.airbnb.com.vn/rooms/34844777,"4,79",Ba Đình,11,21.03257,105.80672,REGULAR,,"Căn hộ H803-01 Giường * Giặt ủi miễn phí, dọn dẹp *Gim*Lotte",entire_home,42,,,,False,,/ đêm,471.062,₫471.062,2,,True,True,,True,,,,False,,,True,True,True,True,,,,,,,True,,,,,,True,,,,,,,,,,,
870118745112046288,https://www.airbnb.com.vn/rooms/870118745112046288,,Ba Đình,9,21.03419,105.81093,REGULAR,,2 studio near westlake and lotte badinh,private_room,2,False,True,2,False,,/ đêm,314.394,₫314.394,2,,True,True,True,,True,,,,,True,True,True,,True,,,,True,,,True,,,,,,,,,,,,,,,,,
777915517909403316,https://www.airbnb.com.vn/rooms/777915517909403316,"4,92",Tây Hồ,17,21.05183,105.83817,REGULAR,,Căn hộ đáng yêu với bồn tắm nước nóng,private_room,12,True,True,6,False,,/ đêm,349.610,₫349.610,2,,True,True,True,True,,,,False,False,True,True,,,,,,,,True,,True,,,,,,,,,,,,,,,,,
630643621269241930,https://www.airbnb.com.vn/rooms/630643621269241930,"4,82",Hoàn Kiếm,17,21.03392,105.853676,REGULAR,,Reale F5-3 - Chuyến phiêu lưu mới trong khu phố cổ,shared_room,17,,,,False,,/ đêm,273.882,₫273.882,1,,,True,,,,,,False,,,,,,True,,,,True,,True,,,,,,,,,,,True,,,,,,,
888128215489217175,https://www.airbnb.com.vn/rooms/888128215489217175,,Tây Hồ,20,21.05285,105.8374432,REGULAR,,"Sun Clover Home-indochine style,city view,westlake",private_room,,,,,False,,/ đêm,479.294,₫479.294,2,,,True,True,True,,,,False,,,True,True,,True,,,True,,True,,,,,,,,,,True,,,,,,,,,
