room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,isSuperHost,isVerified,yearHosting,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_LOCK_ON_DOOR,SYSTEM_VIEW_CITY,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_PETS,SYSTEM_TV,SYSTEM_ELEVATOR,SYSTEM_NO_DETECTOR_CO2,SYSTEM_WASHER,SYSTEM_DRYER,SYSTEM_SNOWFLAKE,SYSTEM_PATIO_BALCONY,SYSTEM_LUGGAGE_DROP,SYSTEM_SURVEILLANCE,SYSTEM_FLOWER,SYSTEM_POOL,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_VIEW_OCEAN,SYSTEM_BOAT_SAIL,SYSTEM_JACUZZI,SYSTEM_HAIRDRYER,SYSTEM_REFRIGERATOR,SYSTEM_SAUNA,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_CRIB,SYSTEM_BATHTUB,SYSTEM_FIREPLACE,SYSTEM_EV_CHARGER,SYSTEM_SMOKING_ALLOWED,SYSTEM_FIREPIT,SYSTEM_HIGH_CHAIR,SYSTEM_CALENDAR,SYSTEM_MAPS_RESORT,SYSTEM_MICROWAVE,SYSTEM_PIANO
821441607261345877,https://www.airbnb.com.vn/rooms/821441607261345877,"4,6",Quận 2,29,10.80484,106.72888,REGULAR,,studio đáng yêu có ban công lớn gần Landmark 81 HCM,private_room,20,False,True,3,False,,/ đêm,623.109,₫623.109,2.0,True,True,True,True,True,True,True,,,,,,,,,True,,,,,True,True,,,,,,,,,,,,,,,
881806175781713995,https://www.airbnb.com.vn/rooms/881806175781713995,,Quận 6,14,10.74857,106.651,REGULAR,,Summer house,entire_home,,,,,False,,/ đêm,,,,,,True,True,True,True,,True,True,False,True,,,,,True,,True,,,,,,,,,,,,,,,,,,,
37280779,https://www.airbnb.com.vn/rooms/37280779,"4,89",Tân Phú,16,10.79613,106.6154,REGULAR,,"PHƯƠNG TIỆN ĐI LẠI HIỆN ĐẠI, ẤM CÚNG TẠI GIÁ TRƯỞNG ĐỊA PHƯƠNG 2.2",private_room,18,True,False,5,False,,/ đêm,353.765,₫353.765,2.0,True,,True,True,,,,True,,False,True,,True,,,,,,False,,,,True,,,,,,,,,,,,,,
14776070,https://www.airbnb.com.vn/rooms/14776070,"4,5",Quận 3,8,10.777612,106.689014,REGULAR,,Studio sang trọng ngay trung tâm Sài Gòn số 2,private_room,8,False,True,3,False,,/ đêm,384.862,₫384.862,2.0,True,,True,True,True,,,True,,False,True,,True,,,,,,False,,,,,True,,,,,,,,,,,,,
756954640090600139,https://www.airbnb.com.vn/rooms/756954640090600139,"4,59",Quận 3,16,10.77156,106.68545,REGULAR,,Saigon Eco House - trung tâm thành phố địa phương số 4,private_room,17,True,True,4,False,,/ đêm,376.588,₫376.588,2.0,True,,True,True,,True,,True,,False,True,,True,,,True,,,False,,,,,,,,,,,,,,,,,,
787410917943674234,https://www.airbnb.com.vn/rooms/787410917943674234,"4,81",Phú Nhuận,15,10.8026479,106.6789521,REGULAR,,"4/Căn hộ studio mới, đầy màu sắc và ấm cúng",entire_home,16,,,,False,,/ đêm,,,2.0,,,,True,True,True,,,,False,True,True,True,,,True,,,,,,,,True,,,,,,,,,,,,,
861265971204550478,https://www.airbnb.com.vn/rooms/861265971204550478,,Quận 7,7,10.7239196,106.728405,REGULAR,,Studio Loft dễ thương,private_room,,False,True,,False,,/ đêm,456.471,₫456.471,2.0,,True,,True,True,True,,True,,False,,,,,,,,True,,True,,,,,True,False,,,,,,,,,,,
892463358453880747,https://www.airbnb.com.vn/rooms/892463358453880747,,Quận 1,30,10.762207,106.6961595,REGULAR,,Sunny Hotel-2pax-Best pool-Rooftop-SG center,entire_home,,,,,False,,/ đêm,,,2.0,,,True,True,True,True,,True,,,,,True,,True,True,,True,,,,,,,,,True,,,,,,,,,,
879959317309815514,https://www.airbnb.com.vn/rooms/879959317309815514,"5,0",Quận 1,13,10.75809,106.68549,REPRESENTATIVE,,Projector + Bathtub + Netflix,entire_home,8,,,,False,,/ đêm,609.819,₫609.819,2.0,,,,True,True,True,,True,,False,,,True,,True,,,,False,,,True,,,,,,True,,,,,,,,,
856940375143785819,https://www.airbnb.com.vn/rooms/856940375143785819,"4,25",Quận 3,20,10.790986217773503,106.68669625396728,REGULAR,,Phòng Đơn WC riêng biệt tầng lửng Gần Pink Church,private_room,4,True,True,2,False,,/ đêm,374.710,₫374.710,1.0,True,,True,True,True,True,,,,False,True,True,,,,True,,,False,,,,,,,,,,,,,,,,,,
833259908924575400,https://www.airbnb.com.vn/rooms/833259908924575400,"4,9",Quận 2,29,10.80471,106.728408,REGULAR,,Bãi đỗ xe ngoài dịch VỤ tại địa điểm Thảo ĐIỀN TP.HCM,private_room,10,,,,False,,/ đêm,623.094,₫623.094,2.0,,True,True,True,True,True,True,True,,,,,,,,True,True,,,,,True,,,,,,,,,,,,,,,
24115177,https://www.airbnb.com.vn/rooms/24115177,"4,55",,18,10.77004,106.70169,REGULAR,,Staycious Fresh 1C *Gần chợ Bến Thành,private_room,106,False,True,5,False,,/ đêm,388.000,₫388.000,2.0,True,,True,True,True,True,,True,,,True,True,True,,,,,,,,,,,,,,,,True,,,,,,,,
744595478512900540,https://www.airbnb.com.vn/rooms/744595478512900540,"4,67",Quận 1,10,10.7595281,106.6922369,REGULAR,,"(Mới)#L13* Phòng ấm áp, riêng tư, Quận 1, Thang máy",private_room,18,,,,False,,/ đêm,402.235,₫402.235,1.0,,,True,True,True,True,,True,True,,True,,True,,,True,True,,,,,,,,,,,,,,,,,,,,
796148421961568203,https://www.airbnb.com.vn/rooms/796148421961568203,"4,91",Tân Bình,17,10.8162192,106.6672872,REGULAR,,Gần phòng sang trọng của sân bay TÂN SƠN nhâ ́ T,private_room,11,,,,False,,/ đêm,,,2.0,,,True,True,True,,True,True,True,False,,,,,,,True,True,,,,True,,,,,,,,,,,,,,,
672199106079573697,https://www.airbnb.com.vn/rooms/672199106079573697,"4,81",Cầu Ông Lãnh,17,10.76717,106.69672,REGULAR,,Địa điểm thư giãn riêng tại Trung tâm Sài Gòn - PVT302,private_room,27,False,True,6,False,,/ đêm,625.745,₫625.745,2.0,True,,True,True,True,,,True,,False,,,True,,,,,,False,,,,True,True,,,,,,,,,,,,,
712683468043468911,https://www.airbnb.com.vn/rooms/712683468043468911,"4,96",Quận 4,17,10.762084238001329,106.69929821044207,REGULAR,,Tầng cao - Hồ bơi miễn phí - Trung tâm,entire_home,48,,,,False,,/ đêm,,,3.0,,True,True,True,True,True,,True,True,,,,,,,,,True,,True,,,,,,,,,,True,,,,,,,
684340678269065858,https://www.airbnb.com.vn/rooms/684340678269065858,"4,42",Quận 1,10,10.765553,106.691619,REGULAR,,Eco - phòng thân thiện gần Trung tâm thành phố,private_room,24,False,True,4,False,,/ đêm,,,2.0,True,,,True,,,,,,False,True,,True,,,True,,,False,,,,True,True,,,,,,,True,,,,,,
867812053985166804,https://www.airbnb.com.vn/rooms/867812053985166804,"5,0",Quận 1,11,10.76335,106.69566,REGULAR,,[Free Pickup] Central Studio Near Bui Vien D1,entire_home,3,,,,False,,/ đêm,,,3.0,,,True,True,True,True,,True,True,,,,True,True,,,,,,,,,True,True,,,,,,,,,,,,,
32650175,https://www.airbnb.com.vn/rooms/32650175,"4,43",Quận 1,11,10.7905,106.70054,REGULAR,,AN căn hộ - 402 cửa sổ lớn ở trung tâm,private_room,14,,,,False,,/ đêm,485.744,₫485.744,2.0,,,True,True,,True,,True,,False,True,True,True,,,,,,,,,,True,True,,,,,,,,,,,,,
43539669,https://www.airbnb.com.vn/rooms/43539669,"5,0",Gò Vấp,19,10.84484,106.66642,REGULAR,,Phòng 15 của Misa cho khách đi một mình gần sân bay,private_room,12,True,True,4,False,,/ đêm,346.918,₫346.918,1.0,True,True,True,True,True,True,,,,False,,,,,,,True,,False,,,True,,,,,,,,,,,,,,,
588874167281953088,https://www.airbnb.com.vn/rooms/588874167281953088,"4,44",Quận 8,13,10.72728,106.62385,REGULAR,,THÁP CỔNG THÀNH PHỐ • ĐƯỜNG VÕ VĂN THÂN • QUẬN 8,entire_home,9,,,,False,,/ đêm,805.883,₫805.883,4.0,,True,True,True,True,,,True,,False,True,,True,True,,,True,,,,,,,,,,,,,,,,,,,,
49021736,https://www.airbnb.com.vn/rooms/49021736,,Phú Nhuận,6,10.80014,106.69011,REGULAR,,Căn hộ studio cao cấp ngay trung tâm thành phố,private_room,,,,,False,,/ đêm,413.106,₫413.106,3.0,,,True,True,True,True,,True,,False,True,True,True,,,,,,,,,,True,,,,,,,,,,,,,,
18620530,https://www.airbnb.com.vn/rooms/18620530,"4,3",Quận 3,8,10.79029,106.68792,REGULAR,,Nhà ấm cúng 4,private_room,23,False,True,6,False,,/ đêm,261.538,₫261.538,2.0,True,,True,True,True,True,,,,False,True,True,,,,True,,,False,,,,,,,,,,,,,,,,,,
10193443,https://www.airbnb.com.vn/rooms/10193443,"4,93",tt. Mỹ Luông,26,10.43839,105.56053,REGULAR,,"Đồng bằng sông Cửu Long, ngoài khơi",entire_home,59,,,,False,,/ đêm,267.650,₫267.650,10.0,,,True,True,,,,True,,False,True,,,,,,,,False,,,,True,,,,,,,,True,,,,,,
796836517506055444,https://www.airbnb.com.vn/rooms/796836517506055444,,Quận 1,5,10.7602889,106.6895575,REGULAR,,Căn hộ dịch vụ giá rẻ tại Quận 1,private_room,,,,,False,,/ đêm,456.471,₫456.471,2.0,,,True,True,True,True,,True,,False,True,True,,,,True,,,False,,,,,,,,,,,,,,,,,,
878467288981549137,https://www.airbnb.com.vn/rooms/878467288981549137,,Thành phố Tuy Hòa,10,10.55447,106.39626000000001,REGULAR,,Căn Hộ Nghỉ Dưỡng Năm Sao Phú Yên,entire_home,,,,,False,,/ đêm,,,4.0,,,True,True,True,,True,True,,False,True,,True,,,True,,True,,,,,,,,,,,,,,,,,,,
716225498609779317,https://www.airbnb.com.vn/rooms/716225498609779317,,Củ Chi,30,11.0227888,106.5467267,REGULAR,,Cherry Room - Vườn Nhà Ngoại Garden Homestay,private_room,2,False,True,6,False,,/ đêm,445.059,₫445.059,2.0,True,,True,True,True,True,True,True,,False,True,,,,,,,,False,,,,,,,,,,,,,,,,,,
887464012428918466,https://www.airbnb.com.vn/rooms/887464012428918466,,Quận 8,6,10.7382457,106.6675049,REGULAR,,Marki House,private_room,,,,,False,,/ đêm,,,8.0,,,True,True,True,True,,True,,False,True,,True,,,True,,,False,,,,,,,,,,,,,,,,,,
763385435878195919,https://www.airbnb.com.vn/rooms/763385435878195919,,Quận 7,28,10.75168,106.71031,REGULAR,,"Sharing cozy apt,  free Pool & Gym near Lottemart",private_room,2,False,True,4,False,,/ đêm,425.428,₫425.428,1.0,True,,True,True,True,,,,True,,True,,True,True,,,True,True,,,,,,,,,,,,,,,,,,,
661812302580082668,https://www.airbnb.com.vn/rooms/661812302580082668,"5,0",Quận 3,7,10.78479,106.6777,REGULAR,,Phòng riêng tại quận 3 cho thuê,private_room,24,False,True,2,False,,/ đêm,365.177,₫365.177,2.0,True,True,,True,True,True,,,,False,True,,,,,,,,False,True,,,,,,,,,,,,,,,,,
888826921621802987,https://www.airbnb.com.vn/rooms/888826921621802987,,phường 3,16,10.8008693,106.6838752,REGULAR,,"Apartment Phan Xich Long, PN",private_room,,,,,False,,/ đêm,,,2.0,,,True,True,True,True,,True,,False,True,,,,,True,,,False,,,True,,,,,,,,,,,,,,,
620654270456958779,https://www.airbnb.com.vn/rooms/620654270456958779,,phường 11,6,10.84568,106.65952,REGULAR,,HOMESTAY GO VAP 1BR BBQ Chill,private_room,,,,,False,,/ đêm,285.294,₫285.294,3.0,,,True,True,True,True,,,,False,True,,True,,,True,,,False,,,,,,,,,,,,,True,,,,,
836112424233150950,https://www.airbnb.com.vn/rooms/836112424233150950,"4,8",Quận 2,24,10.80437,106.72815,REGULAR,,Địa điểm mới/studio mới đầy đủ tiện nghi vàdịch vụ,private_room,5,,,,False,,/ đêm,535.327,₫535.327,4.0,,True,True,True,True,True,True,True,,,,,,,,True,True,,,,,True,,,,,,,,,,,,,,,
8499447,https://www.airbnb.com.vn/rooms/8499447,"4,81",phường 19,20,10.79215,106.71101,REGULAR,,"CJ Inn 4, Trang trí hiện đại, khu vực tiện lợi",private_room,43,,,,False,,/ đêm,404.239,₫404.239,2.0,,,,True,,True,,True,,False,True,,True,,True,,,,False,,,,True,True,,,,,,,,,,,,,
867956341037364820,https://www.airbnb.com.vn/rooms/867956341037364820,"4,75",Quận 1,13,10.76356,106.69549,REGULAR,,[Free Pickup] Away From Home Near Bui Vien D1,entire_home,4,,,,False,,/ đêm,,,3.0,,,,True,True,True,,True,True,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,
32622360,https://www.airbnb.com.vn/rooms/32622360,"4,38",Quận 1,12,10.79073,106.70183,REGULAR,,Căn hộ AN - 202 COzy studio có ban công,private_room,21,,,,False,,/ đêm,485.744,₫485.744,2.0,,,,True,True,True,,True,,False,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,
885976246082466828,https://www.airbnb.com.vn/rooms/885976246082466828,"5,0",Quận 1,10,10.777324874247794,106.6998215764761,REGULAR,,Downtown Mini Loft on Pasteur Street,entire_home,6,,,,False,,/ đêm,641.670,₫641.670,2.0,,True,True,True,True,,,True,,False,True,,,,,True,True,,False,,,,,,,,,,,,,,,,,,
743858167503611923,https://www.airbnb.com.vn/rooms/743858167503611923,"4,88",Thành phố Thủ Dầu Một,19,10.9653857,106.6864603,REGULAR,,Căn hộ tiện nghi tại Tp Thủ Dầu Một - The Homies,entire_home,8,,,,False,,/ đêm,776.205,₫776.205,5.0,,True,True,True,True,True,,True,True,False,True,,,,,,,True,,,,,,,,,,,,,,,,,,,
892888364673868895,https://www.airbnb.com.vn/rooms/892888364673868895,,Quận 2,25,10.81069,106.73389,REGULAR,,Sen Boutique House - Queen Studio 28m2,private_room,,,,,False,,/ đêm,,,2.0,,,True,True,True,,,True,True,,True,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,
24056720,https://www.airbnb.com.vn/rooms/24056720,"4,59",,18,10.76996,106.70188,REGULAR,,Căn hộ 3B ấm cúng * Gần chợ Bến Thành,private_room,167,False,True,5,False,,/ đêm,369.057,₫369.057,2.0,True,,True,True,True,True,,True,,,True,True,True,,,,,,,,,,,,,,,,True,,,,,,,,
872758582259856873,https://www.airbnb.com.vn/rooms/872758582259856873,"4,33",Quận 1,7,10.76491,106.6965,REGULAR,,[Free Pickup]- Amazing City View D1| Bui Vien,entire_home,3,,,,False,,/ đêm,516.517,₫516.517,3.0,,,,True,True,True,,True,,,,,True,,,,,,,,,,True,True,,,,,,,,,,,,,
848896771976182796,https://www.airbnb.com.vn/rooms/848896771976182796,"4,25",Quận 1,7,10.763445882905621,106.68526254594326,REGULAR,,căn hộ hiện đại Q1 sát Bùi Viện,private_room,4,True,True,7,False,,/ đêm,365.177,₫365.177,2.0,True,,True,True,,,,True,,False,True,,True,,,True,,,False,,,,,True,,,,,,,,,,,,,
698095428148621228,https://www.airbnb.com.vn/rooms/698095428148621228,,,10,10.718366363698893,106.60901026801872,REGULAR,,Căn hộ cao cấp.có bể bơi ngoài trời,private_room,,False,True,,False,,/ đêm,670.364,₫670.364,2.0,True,,True,True,True,True,,True,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,
838117601246627876,https://www.airbnb.com.vn/rooms/838117601246627876,"4,86",Quận 3,16,10.791197,106.686825,REGULAR,,"Phòng Đơn, WC Riêng, Tầng trệt, Free giặt sấy Q3",private_room,7,True,True,2,False,,/ đêm,315.839,₫315.839,1.0,True,,True,True,True,True,,,,False,True,True,,,,True,,,False,,,,,,,,,,,,,,,,,,
878078424096996514,https://www.airbnb.com.vn/rooms/878078424096996514,"4,67",Phú Nhuận,19,10.79366,106.67184,REGULAR,,Justay Phu Nhuan -Balcony Studio,entire_home,3,,,,False,,/ đêm,573.009,₫573.009,2.0,,,True,True,True,,,True,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,
796320481074534327,https://www.airbnb.com.vn/rooms/796320481074534327,"4,87",Tân Bình,16,10.8124622,106.6685909,REGULAR,,Studio w bếp bên cạnh Sân bay,private_room,45,,,,False,,/ đêm,570.589,₫570.589,2.0,,,True,True,True,True,,True,,False,True,,True,,,True,,,,,,,,,,,True,,,,,,,,,,
872092906837068070,https://www.airbnb.com.vn/rooms/872092906837068070,,phường 9,10,10.7640432,106.6462624,REGULAR,,Nhà Nghỉ dưỡng,entire_home,,,,,False,,/ đêm,,,10.0,,True,True,True,True,True,,True,,False,,,,,,True,,True,False,,,,,,,,,,,,,,,,,,
893180734142135098,https://www.airbnb.com.vn/rooms/893180734142135098,,Quận 1,30,10.77230908038509,106.69494778191623,REGULAR,,Saigon Sincerite 3 - 200m Ben Thanh Market,entire_home,,,,,False,,/ đêm,,,7.0,,,True,True,,,,True,,False,True,,True,True,,True,True,,False,,,,,,,,,,,,,,,,,,
879297910926558077,https://www.airbnb.com.vn/rooms/879297910926558077,,Quận 5,9,10.75341,106.675,REGULAR,,khách sạn Đức Minh,private_room,,,,,False,,/ đêm,,,2.0,,,,True,True,,,True,,False,,,True,,,True,,,,,,,,True,,,,,,,True,,True,,,,
887537699097338104,https://www.airbnb.com.vn/rooms/887537699097338104,,Quận 2,11,10.794975214493052,106.73677001148462,REGULAR,,1 Self-service Apartment Room,private_room,,,,,False,,/ đêm,259.511,₫259.511,1.0,,,True,True,True,True,,,,False,True,,True,,,True,,,,,,,,,,,,,,,True,,,,,,
43775697,https://www.airbnb.com.vn/rooms/43775697,"5,0",Gò Vấp,17,10.84398,106.66559,REGULAR,,Phòng 16 của Misa cho khách độc thân gần sân bay,private_room,8,True,True,4,False,,/ đêm,346.918,₫346.918,1.0,True,True,True,True,True,True,,,,False,,,,,,,True,,False,,,,,,,,,,,True,,,,,,,
18705895,https://www.airbnb.com.vn/rooms/18705895,"5,0",Bình Chánh,19,10.6907,106.64289,REGULAR,,Phòng ngủ riêng 🚿🛏️ có hồ bơi 🩳🏊,private_room,4,False,True,10,False,,/ đêm,285.521,₫285.521,2.0,True,True,True,True,,True,,True,,False,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,
715460838967275935,https://www.airbnb.com.vn/rooms/715460838967275935,,Gò Vấp,9,10.8462,106.65649,REGULAR,,Một ngôi nhà 2 phòng ngủ ấm cúng với nội thất hoàn toàn mới,entire_home,,,,,False,,/ đêm,798.824,₫798.824,4.0,,,True,True,,,,,,False,True,,True,,,,,,False,,,,,,,,,,,,,,,True,,,
42790784,https://www.airbnb.com.vn/rooms/42790784,"4,43",Quận 7,5,10.73541,106.71041,REGULAR,,BAN CÔNG RIÊNG 1 - CĂN HỘ SECC3,private_room,21,,,,False,,/ đêm,798.824,₫798.824,2.0,,,True,True,True,True,,True,,False,True,True,True,,,,,,,,,True,,,,,,,,,,,,,,,
634675799468722618,https://www.airbnb.com.vn/rooms/634675799468722618,"4,68",Quận 7,30,10.714945,106.742142,REGULAR,,Sky 89 cho thuê căn hộ nguyên căn 1 phòng ngủ 📺+Netflix,entire_home,40,,,,False,,/ đêm,887.836,₫887.836,3.0,,,True,True,True,,,True,True,,True,,,,,,,True,,True,,,,,,,,,,True,,,,,,,
31042900,https://www.airbnb.com.vn/rooms/31042900,"5,0",Hochiminh city,20,10.84402,106.74051,REGULAR,,Casa De Luna,private_room,4,False,True,4,False,,/ đêm,558.667,₫558.667,1.0,True,,True,True,True,,,True,True,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,
871195547758272067,https://www.airbnb.com.vn/rooms/871195547758272067,,Quận 6,15,10.7399989,106.6431765,REGULAR,,Luxury apartment Viva Riverside,entire_home,,,,,False,,/ đêm,1.369,₫1.369.412,6.0,,,True,True,True,True,,True,,,True,,True,,,True,,True,,,,,,,,,,,,,,,,,,,
44617593,https://www.airbnb.com.vn/rooms/44617593,"5,0",Gò Vấp,23,10.84576,106.66528,REGULAR,,Misa's room 17 for single near the airport,private_room,7,True,True,4,False,,/ đêm,365.177,₫365.177,1.0,True,True,True,True,True,True,,,,False,True,,,,,,,,False,,,,,,,,,,,True,,,,,,,
793151995012734599,https://www.airbnb.com.vn/rooms/793151995012734599,"4,91",Phú Nhuận,14,10.8026479,106.6789521,REGULAR,,1/Căn hộ studio có ban công,entire_home,11,,,,False,,/ đêm,570.589,₫570.589,2.0,,,,True,True,True,,,,False,True,True,True,,,True,,,,,,,,True,,,,,,,,,,,,,
23871038,https://www.airbnb.com.vn/rooms/23871038,"4,68",Thảo Điền,10,10.80643,106.73231,REGULAR,,Căn hộ dịch vụ tại Thảo Điền - Proviewhouse,private_room,19,,,,False,,/ đêm,625.383,₫625.383,2.0,,,True,True,True,True,,True,True,,True,True,True,,,,,,,,,True,,,,,,,,,,,,,,,
859791072580361488,https://www.airbnb.com.vn/rooms/859791072580361488,"4,78",Tân Bình,30,10.8146875,106.6674375,REGULAR,,Sân bay Justay - Phòng tiêu chuẩn,private_room,9,,,,False,,/ đêm,437.036,₫437.036,2.0,,,,True,,,,True,,,,,True,,,True,,,False,,,,,,,,,,,,,,,,,,
867784674082224680,https://www.airbnb.com.vn/rooms/867784674082224680,,Nhà Bè,17,10.70846,106.70998,REGULAR,,Dragon Parc 1| 2 single beds,private_room,1,False,True,6,False,,/ đêm,,,2.0,True,,True,True,True,True,,,,False,,True,,,,True,True,,False,,,,,,,,,,,,,,,,,,
662187017795969411,https://www.airbnb.com.vn/rooms/662187017795969411,"4,23",Quận 7,30,10.715159536624853,106.73974122852087,REGULAR,,River Panorama (km39%)Toàn Căn Hộ Quận 7,entire_home,13,,,,False,,/ đêm,836.385,₫836.385,5.0,,,True,True,True,,,True,True,,True,,True,,,True,,True,,,,,,,True,,,,,,,,,,,,
19613036,https://www.airbnb.com.vn/rooms/19613036,,Bình Chánh,12,10.68905,106.58641,REGULAR,,Sweet Home at Binh Chanh,entire_home,,,,,False,,/ đêm,767.977,₫767.977,4.0,,,True,True,,True,True,True,,False,True,True,True,,,,,,False,,,,,,,,,,,,,,,,,,
734452501771189734,https://www.airbnb.com.vn/rooms/734452501771189734,"4,5",Quận 7,30,10.730287938410182,106.70745480805635,REGULAR,,Căn hộ dịch vụ 1 giường R ấm cúng/ Phú Mỹ Hưng D7,entire_home,6,,,,False,,/ đêm,,,2.0,,,True,True,True,True,True,True,True,,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,
863275110947762047,https://www.airbnb.com.vn/rooms/863275110947762047,,Gò Vấp,13,10.8306362,106.6642589,REGULAR,,VANIA HOUSE15-Go Vap district,entire_home,,,,,False,,/ đêm,513.530,₫513.530,2.0,,,True,True,,True,,,,False,True,,True,,,True,,,False,,,,True,True,,,,,,,,,,,,,
