room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_FLOWER,SYSTEM_VIEW_CITY,SYSTEM_VIEW_OCEAN,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_TV,SYSTEM_ELEVATOR,SYSTEM_WASHER,SYSTEM_SNOWFLAKE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_DRYER,SYSTEM_EV_CHARGER,SYSTEM_VIEW_MOUNTAIN,SYSTEM_POOL,SYSTEM_JACUZZI,SYSTEM_PETS,SYSTEM_SURVEILLANCE,SYSTEM_NO_DETECTOR_CO2,SYSTEM_HAIRDRYER,isSuperHost,isVerified,yearHosting,SYSTEM_LOCK_ON_DOOR,SYSTEM_BATHTUB,SYSTEM_LUGGAGE_DROP,SYSTEM_REFRIGERATOR,SYSTEM_MICROWAVE,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_CALENDAR,SYSTEM_PATIO_BALCONY,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_GOLF,SYSTEM_BREAKFAST,SYSTEM_HIGH_CHAIR,SYSTEM_FIREPLACE,SYSTEM_SAUNA,SYSTEM_GYM,SYSTEM_FIREPIT,SYSTEM_BEACH,SYSTEM_PIANO,SYSTEM_MAPS_RESORT,SYSTEM_TOYS
741946612205997196,https://www.airbnb.com.vn/rooms/741946612205997196,"4,45",Songpa-gu,12,37.5011626,127.1416505,REGULAR,,Songpa-gu Lighted Studio 5 pyeong - ánh sáng đẹp,entire_home,29,False,,/ đêm,660.733,₫660.733,2,,,,,,,,,,True,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,
883759819337408624,https://www.airbnb.com.vn/rooms/883759819337408624,,Gwangju-si,8,37.34586,127.16482,REGULAR,,공용실 in Eomji forest Villa,shared_room,,False,,/ đêm,,,2,True,,,True,True,True,True,,True,,True,True,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
891156956157263671,https://www.airbnb.com.vn/rooms/891156956157263671,,Yongin-si,10,37.2668,127.1225,REGULAR,,강남대학교 정문 도보2분) 강남대역 도보 5분) 여성전용) 도미토리 4인실-4,shared_room,,False,,/ đêm,,,1,,,,True,True,,,,True,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,,,,,
625143604161370859,https://www.airbnb.com.vn/rooms/625143604161370859,"4,92","Jamsil 2(i)-dong, Songpa-gu",30,37.51741984613139,127.07519194555697,REGULAR,,꿈이 이루어지는 아름다운 공간 Goldlady's House,private_room,13,False,,/ đêm,1.359,₫1.359.769,2,,,,True,True,True,True,True,True,,True,,,,True,True,,,,,True,True,10,True,,,,,,,,,,,,,,,,,,,
889731167382429886,https://www.airbnb.com.vn/rooms/889731167382429886,,Hanam-si,18,37.5631,127.19074,REGULAR,,재택근무 / 미사역 1분 / 편안한 휴식공간 / 장기숙박,entire_home,,False,,/ đêm,1.352,₫1.352.624,2,,,,True,True,True,True,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
641477906120330389,https://www.airbnb.com.vn/rooms/641477906120330389,"4,44",Songpa-gu,24,37.5168,127.12264,REGULAR,,잠실역근처 리모델링 개인실(샤워룸),private_room,34,False,,/ đêm,583.982,₫583.982,1,,,,True,True,True,True,,True,True,,,,,,,,True,,,False,True,11,True,,,True,True,,,,,,,,,,,,,,,
46699176,https://www.airbnb.com.vn/rooms/46699176,"4,95",Hanam-si,21,37.56322,127.19187,REGULAR,,"[하남미사역] share apt. 개인실. (쓰리룸 중 원룸 사용, 자가격리 x)",private_room,19,False,,/ đêm,806.274,₫806.274,2,,True,,True,True,True,True,,True,,True,True,,,,True,,,,,False,True,5,True,,,,,,,,,,,,,,,,,,,
46994006,https://www.airbnb.com.vn/rooms/46994006,"4,81","Hwado-eup, Namyangju-si",11,37.61768,127.34498,REGULAR,,Xanh lá cây #1-1_Góc xem,entire_home,243,False,,/ đêm,,,2,,,True,True,True,True,True,,True,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
38768779,https://www.airbnb.com.vn/rooms/38768779,"4,99","Jamsil-dong, Songpa-gu",30,37.50836,127.09623,REGULAR,,Chỉ dành cho phụ nữ và gia đình분!롯월5! Ngôi nhà của가성비갑 Joy❤️,private_room,141,False,,/ đêm,904.962,₫904.962,3,,,True,True,True,,True,True,,,True,,True,,,True,,True,,,True,True,3,True,,,,,,,,,,,,,,,,,,,
822876737435238364,https://www.airbnb.com.vn/rooms/822876737435238364,"5,0",Gimpo-si,8,37.59205859574326,126.76043611938474,REGULAR,,Quiet new APT with good access to the airport,private_room,7,False,,/ đêm,660.733,₫660.733,3,True,,,True,True,True,True,,True,,True,,,,,True,,,False,,False,True,3,,,,,,,,,False,,,,,,,,,,,
750359033578992608,https://www.airbnb.com.vn/rooms/750359033578992608,"5,0",Songpa-gu,30,37.48633,127.14306,REGULAR,,"[Seoul] Nhà khách/Chỉ dành cho nữ ""CalmingCalming""",private_room,7,False,,/ đêm,1.204,₫1.204.438,2,,True,True,True,True,True,True,True,,,True,,,,,,,True,,,True,True,6,True,,,,,,,,,,,,,,,,,,,
768531099064203245,https://www.airbnb.com.vn/rooms/768531099064203245,"4,57",Hanam-si,10,37.5395,127.21602,REGULAR,,Thêm không gian,entire_home,7,False,,/ đêm,1.453,₫1.453.984,2,,,True,True,True,True,True,,True,True,,,,,,,,,,True,,,,,,,,True,,True,,,,,,,,,,,,,
770158252457164411,https://www.airbnb.com.vn/rooms/770158252457164411,"4,5",Hanam-si,30,37.47550927175717,127.15299801251878,REGULAR,,"Sân golf trong thành phố, Tháp Jamsil Lotte, Công viên Olympic, Hồ Seokchon",private_room,4,False,,/ đêm,1.365,₫1.365.865,2,True,,True,True,True,True,True,,,,True,,,,,,,True,,,True,True,3,True,,,,,,,,,True,,,,,,,,,,
827203044168883053,https://www.airbnb.com.vn/rooms/827203044168883053,"5,0",Gangdong-gu,30,37.555512792540384,127.15388187257624,REGULAR,,Godeok Station Pleasant Accommodation Cozy House,entire_home,13,False,,/ đêm,1.535,₫1.535.035,2,,,,True,True,,True,,True,True,,,,,,,,,False,True,,,,,,,True,True,,,,,,,,,,,,,,,
886661622912045543,https://www.airbnb.com.vn/rooms/886661622912045543,"5,0",Namyangju-si,13,37.61435,127.15188,REGULAR,,오늘의공간_현대스페이스아울렛/아쿠아필드/CGV/넷플릭스/주차/깨끗한감성숙소,entire_home,3,False,,/ đêm,1.242,₫1.242.326,2,,,,True,True,,True,True,True,True,True,,,,,,,,False,True,,,,,,,True,,,,,,,,,,,,,,,,
553397838433685239,https://www.airbnb.com.vn/rooms/553397838433685239,"4,93",Hanam-si,16,37.50862,127.15841,REGULAR,,Căn hộ mới tại Gamil,entire_home,28,False,,/ đêm,1.358,₫1.358.825,2,True,,,True,True,True,True,True,True,,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
852627724776620007,https://www.airbnb.com.vn/rooms/852627724776620007,"5,0",Songpa-gu,20,37.492081310332466,127.11482645909231,REGULAR,,"(여성전용)문정법조단지,가락시장 아파트 개인실",private_room,8,False,,/ đêm,700.777,₫700.777,1,,,,True,True,True,,True,True,,True,True,,,,,,True,False,,False,True,1,,,,,,,,,False,,,,,,,,,,,
48915043,https://www.airbnb.com.vn/rooms/48915043,"5,0","Sosa-gu, Bucheon",30,37.48105,126.75823,REGULAR,,Căn hộ đáng yêu và ấm cúng (Chỉ dành cho nữ),private_room,17,False,,/ đêm,603.461,₫603.461,1,,True,,True,True,,True,True,True,,True,,True,,,,,True,,,True,True,2,True,,,,,,,,,,,,,,,,,,,
43003914,https://www.airbnb.com.vn/rooms/43003914,"4,39","Inchang-dong, Guri-si",15,37.60931,127.13048,REGULAR,,"Nhà chung Guri
(phòng ngủ cá nhân)",private_room,38,False,,/ đêm,455.351,₫455.351,2,,,,True,True,,True,True,True,,True,,True,,,True,True,,,,False,True,5,True,,,,,,,,,,,,,,,,,,,
823515531905544426,https://www.airbnb.com.vn/rooms/823515531905544426,"5,0","Deokyang-gu, Goyang-si",30,37.63122,126.82845,REGULAR,,"*오픈특가*매일청소/깨끗한여성전용1인실/일산고양시화정/안전한대단지아파트/킨텍스출장,병원실습",private_room,6,False,,/ đêm,764.972,₫764.972,1,,,,True,,True,True,True,True,,True,,,,,True,,,False,,False,True,3,,True,,,,,,,False,,,,,,,,,,,
863902222075770277,https://www.airbnb.com.vn/rooms/863902222075770277,"5,0",Hanam-si,30,37.51553,127.16345,REGULAR,,Urban Retreat 41,entire_home,5,False,,/ đêm,3.748,₫3.748.900,10,True,,,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750497473603050847,https://www.airbnb.com.vn/rooms/750497473603050847,"4,94",Guri-si,16,37.59705,127.13803,REGULAR,,[26] # # #,entire_home,32,False,,/ đêm,,,2,,,,True,True,True,True,True,True,True,True,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,
28894354,https://www.airbnb.com.vn/rooms/28894354,"4,86",Songpa-gu,13,37.513248,127.108955,REGULAR,,LotteTower! Private Room with own Bath/Shower Room,private_room,7,False,,/ đêm,507.759,₫507.759,1,,,True,True,True,,True,,True,True,,True,,,,,,True,False,,,,,,,,,,False,,,,,,,,,,,,,,
793153593245072617,https://www.airbnb.com.vn/rooms/793153593245072617,"5,0","Yangseo-myeon, Yangpyeong",30,37.54362,127.32607,REGULAR,,Slice of Heaven ở Yangsuri,private_room,8,False,,/ đêm,1.201,₫1.201.333,3,,,True,True,True,True,True,True,,,True,,,True,,,,,,,False,True,6,,True,,,,,,,False,,,,,,,,,,,
740031970606908610,https://www.airbnb.com.vn/rooms/740031970606908610,"4,92",Guri-si,30,37.59898,127.13683,REGULAR,,Butter Mansion_# Tài liệu Vlog # Instagram-wy # Home date # Homeunch Restaurant # Home restaurant # Home restaurant # Home restaurant # Home restaurant,entire_home,37,False,,/ đêm,,,3,,,,True,True,True,True,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763899960451786836,https://www.airbnb.com.vn/rooms/763899960451786836,"4,91",Guri-si,24,37.5983,127.13898,REGULAR,,[Copper Residence 932] # Bãi đỗ xe miễn phí # Nhà hàng # Netflix,entire_home,32,False,,/ đêm,1.193,₫1.193.076,2,,,,True,True,True,True,True,True,True,True,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,
53848226,https://www.airbnb.com.vn/rooms/53848226,"4,71","Hwado-eup, Namyangju-si",13,37.61709,127.34328,REGULAR,,Greening#2-4_River View,entire_home,90,False,,/ đêm,,,2,,,True,True,True,,True,,True,True,True,,,,,,,,False,,,,,,,True,,,,,,,,,,,,,,,,,
9930321,https://www.airbnb.com.vn/rooms/9930321,"4,99",광주시,30,37.43981,127.36025,REGULAR,,[Ưu đãi mở] Nhà riêng Sunswim: Tận hưởng không gian rộng rãi 300 pyeong một cách độc lập,entire_home,90,False,,/ đêm,3.684,₫3.684.088,2,True,,True,True,True,True,True,,,True,True,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
28269076,https://www.airbnb.com.vn/rooms/28269076,"4,88",Yongin-Si,30,37.30521,127.08691,REGULAR,,"# 3 Một ngôi nhà nơi bạn chỉ ngủ (không phải là toàn bộ chỗ ở) Tất cả đều sửa chữa bãi đỗ xe miễn phí, Ga Gangnam 25 phút, Ga Seongbok có sẵn",private_room,75,False,,/ đêm,901.000,₫901.000,2,,,,,True,True,True,True,True,True,True,True,,,,True,,,,,False,True,5,True,,,,,,,,,,,,,,,,,,,
30926196,https://www.airbnb.com.vn/rooms/30926196,"4,97",종로구,30,37.57939,126.98622,REGULAR,,Spa#1_Analog_Hanok_북촌,private_room,230,False,,/ đêm,4.031,₫4.031.898,2,True,,,True,True,,,,,True,,,,,,True,,True,,True,True,True,4,True,True,,True,,,,,,,,,,,,,,,,
861338554277958582,https://www.airbnb.com.vn/rooms/861338554277958582,"5,0",Namyangju-si,30,37.61347,127.16785,REGULAR,,[할인]도농역7분!무료주차/50인치스마트Tv/12시퇴실/넷플무료/자전거대여/장박최적,private_room,7,False,,/ đêm,953.801,₫953.801,2,,True,,True,True,True,True,,True,True,True,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
793267874474254219,https://www.airbnb.com.vn/rooms/793267874474254219,"4,88",Guri-si,21,37.59665,127.13949,REGULAR,,# Gourmet # 365 stay,entire_home,8,False,,/ đêm,,,2,,,,True,True,True,True,True,True,True,True,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,
882985497168951618,https://www.airbnb.com.vn/rooms/882985497168951618,,Gwangjin-gu,14,37.55804,127.07424,REGULAR,,스테이아올4,private_room,,False,,/ đêm,468.011,₫468.011,1,,,,True,True,True,,,True,True,,True,,,,,,True,,True,,,,,,,True,True,,,,,,,,,,,,,,,
46823538,https://www.airbnb.com.vn/rooms/46823538,"4,75","Mangwol-dong, Hanam-si",15,37.56119,127.19144,REGULAR,,Tuyến 5 Misa Station Double Duplex House,entire_home,20,False,,/ đêm,1.204,₫1.204.871,3,,,True,True,True,True,True,,True,True,,,,,,,,,,True,,,,,,,True,True,,,,,,,,,,,,,,,
835945760817170875,https://www.airbnb.com.vn/rooms/835945760817170875,"5,0",Gwanak-gu,14,37.468261008918915,126.93149440485206,REGULAR,,Lucy's SunSet House (지하철도보 5분)-집전체,entire_home,3,False,,/ đêm,280.309,₫280.309,1,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,,,,,
888031866077134240,https://www.airbnb.com.vn/rooms/888031866077134240,,Songpa-gu,8,37.513587950932,127.11825957036156,REGULAR,,Feliceville복층구조 (일층의주방은 호스트와 공동공간),private_room,,False,,/ đêm,1.001,₫1.001.110,2,,,True,True,True,True,True,True,True,,True,,,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,
882986026804164857,https://www.airbnb.com.vn/rooms/882986026804164857,,Gwangjin-gu,26,37.559717957747125,127.07596534691294,REGULAR,,스테이 아올,private_room,,False,,/ đêm,461.503,₫461.503,1,,,,True,True,True,,,True,True,,True,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,
714193902245048753,https://www.airbnb.com.vn/rooms/714193902245048753,"4,87","Hwado-eup, Namyangju-si",9,37.61738,127.34538,REGULAR,,Greening#1-3_Corner View,entire_home,46,False,,/ đêm,,,2,,,True,True,True,True,True,,True,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
