room_id,url,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,maxGuestCapacity,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_TV,SYSTEM_ELEVATOR,SYSTEM_WASHER,SYSTEM_SNOWFLAKE,SYSTEM_HAIRDRYER,SYSTEM_NO_DETECTOR_CO2,rating,reviewCount,SYSTEM_BEACH,SYSTEM_POOL,SYSTEM_JACUZZI,SYSTEM_EV_CHARGER,SYSTEM_VIEW_CITY,SYSTEM_VIEW_OCEAN,SYSTEM_PETS,SYSTEM_SURVEILLANCE,price,price_full,SYSTEM_FLOWER,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_DRYER,SYSTEM_SAUNA,SYSTEM_GOLF,SYSTEM_MAPS_RESORT,SYSTEM_PATIO_BALCONY,SYSTEM_BATHTUB,SYSTEM_FIREPIT,SYSTEM_REFRIGERATOR,isSuperHost,isVerified,SYSTEM_LOCK_ON_DOOR,SYSTEM_FIREPLACE,SYSTEM_SMOKING_ALLOWED,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_TOYS,SYSTEM_VIEW_MOUNTAIN,SYSTEM_MICROWAVE,SYSTEM_LUGGAGE_DROP,yearHosting,SYSTEM_GYM,SYSTEM_CALENDAR
637962008160494521,https://www.airbnb.com.vn/rooms/637962008160494521,Đa Tốn,28,20.983658,105.946121,REGULAR,,"Studio “Stone Light” view hồ, hoàng hôn, máy chiếu",entire_home,False,,/ đêm,2.0,True,True,,,True,,,,,False,"4,91",11,,True,,True,,True,,True,721.765,₫721.765,True,,,,,,,,,,,,,,,,,,,,,,
767621438692851827,https://www.airbnb.com.vn/rooms/767621438692851827,Gia Lâm,30,20.9954621,105.9298459,REGULAR,,Căn HỘ Riverview @Ocean City,entire_home,False,,/ đêm,2.0,True,True,,,True,True,True,True,,,"5,0",11,,True,,,,True,,True,503.857,₫503.857,,,True,,,,,,,,,,,,,,,,,,,,
39008348,https://www.airbnb.com.vn/rooms/39008348,Văn Giang,15,20.94913,105.93324,REGULAR,,Thiên đường của Cường - Sự lựa chọn lành mạnh!,entire_home,False,,/ đêm,3.0,True,True,True,True,True,True,True,,,False,"4,98",44,,True,,,,True,,,718.942,₫718.942,,,,,,,,,,,,,,,,,,,,,,,
889600148156592903,https://www.airbnb.com.vn/rooms/889600148156592903,Đa Tốn,11,20.9856101,105.9280726,REGULAR,,Mimi Homestay & apartment,entire_home,False,,/ đêm,2.0,True,True,True,True,,,,,,False,,,True,True,,,True,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,
789058493815863510,https://www.airbnb.com.vn/rooms/789058493815863510,Văn Giang,26,20.9654308,105.9232225,REGULAR,,Căn hộ Ecopark Skyoasis,entire_home,False,,/ đêm,4.0,True,True,True,True,,,,,,False,"4,67",3,,,True,,True,True,,,,,True,False,,,,,,,,,,,,,,,,,,,,,
870743201186174981,https://www.airbnb.com.vn/rooms/870743201186174981,Đa Tốn,19,21.0002788259537,105.94337595055845,REGULAR,,"Tipsy Homestay 2 Japandi beach , pool , gym , bar",entire_home,False,,/ đêm,4.0,True,True,True,True,,,,,,False,,,True,True,,,,,True,True,901.530,₫901.530,,False,,,,,,,,,,,,,,,,,,,,,
746057119147242440,https://www.airbnb.com.vn/rooms/746057119147242440,Đa Tốn,19,20.99529,105.94314,REGULAR,,# SALE #Luxury 2BR Vinhomes OceanPark Apt# S2.08,entire_home,False,,/ đêm,5.0,True,True,True,True,True,True,True,,,,"4,5",12,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815504973962330800,https://www.airbnb.com.vn/rooms/815504973962330800,Xuân Quan,30,20.964678687320074,105.92273826715088,REGULAR,,B home | Sky Oasis Ecopark 1 phòng ngủ,entire_home,False,,/ đêm,2.0,True,True,True,True,,,,,,False,"5,0",4,,True,,,,True,,,878.706,₫878.706,True,,,True,,,,,,,,,,,,,,,,,,,
732907482750689074,https://www.airbnb.com.vn/rooms/732907482750689074,Gia Lâm,21,21.0018281,105.943442,REGULAR,,1 phòng ngủ FL22th_Ruby_Vinhomes Ocean Park,entire_home,False,,/ đêm,2.0,True,True,True,,True,,,,,False,"5,0",7,True,True,,,True,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,
872040410708590210,https://www.airbnb.com.vn/rooms/872040410708590210,Văn Giang,14,20.95641,105.92974,REGULAR,,"Nemo homestay Ecopark, Văn Giang",entire_home,False,,/ đêm,4.0,True,True,True,,True,,True,True,,False,,,,,,,,True,,,,,,False,True,,,,,,,,,,,,,,,,,,,,
892076724576243391,https://www.airbnb.com.vn/rooms/892076724576243391,Gia Lâm,23,20.99909,105.94292,REGULAR,,#1BR Premium Apt Vinhomes OceanPark#,entire_home,False,,/ đêm,3.0,True,True,True,True,True,True,True,,,,,,True,True,True,,,,,,516.918,₫516.918,,,,,,,,,,,,,,,,,,,,,,,
730663183350572674,https://www.airbnb.com.vn/rooms/730663183350572674,Xuân Quan,10,20.95265165398408,105.93750363330494,REGULAR,,Skylux homestay Ecopark/Sân golf,entire_home,False,,/ đêm,6.0,True,True,True,,True,,True,True,,False,,,,True,,,,True,,,627.647,₫627.647,,,,,True,,,,,,,,,,,,,,,,,,
872913058693304540,https://www.airbnb.com.vn/rooms/872913058693304540,Xuân Quan,6,20.96175,105.93138,REGULAR,,Homestay Oasis Ecopark,entire_home,False,,/ đêm,4.0,True,True,True,,True,,True,True,,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
891921318459069386,https://www.airbnb.com.vn/rooms/891921318459069386,Văn Giang,18,20.96624,105.92345,REGULAR,,1̶̭̍9̷̼̽8̴̯̈́9̶̻̾ HomestayEcopark,entire_home,False,,/ đêm,7.0,True,True,True,True,True,,True,True,,False,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
860589712915911180,https://www.airbnb.com.vn/rooms/860589712915911180,Gia Lâm,17,20.99224,105.94424,REGULAR,,2BR Vinhomes Apartment Swimming pool & villa view,entire_home,False,,/ đêm,4.0,True,True,True,,True,True,,,,,,,True,True,,,,,True,True,695.643,₫695.643,,,,,,True,,,,,,,,,,,,,,,,,
862076745902912562,https://www.airbnb.com.vn/rooms/862076745902912562,Đa Tốn,11,20.99228,105.94162,REGULAR,,Nhã Homestay - Modern Apartment,entire_home,False,,/ đêm,4.0,True,True,True,,True,,True,True,,False,,,True,True,,,,,,,570.589,₫570.589,True,,,,,,,,,,,,,,,,,,,,,,
878225837072804751,https://www.airbnb.com.vn/rooms/878225837072804751,Đa Tốn,11,21.00142,105.94401,REGULAR,,Ocean Homes |Studio cao cấp R102,entire_home,False,,/ đêm,2.0,True,True,,True,True,,True,True,,False,,,,,,,,True,,,588.359,₫588.359,,,,,,,,,,,,,,,,,,,,,,,
786657912297463066,https://www.airbnb.com.vn/rooms/786657912297463066,Văn Giang,30,20.96478,105.92208,REGULAR,,Chào mừng bạn đến với Lullaby Home Ecopark,entire_home,False,,/ đêm,10.0,True,True,True,,True,,,,,False,,,,True,,,True,True,True,,883.271,₫883.271,True,,,,,,,,,,,,,,,,,,,,,,
49528203,https://www.airbnb.com.vn/rooms/49528203,Gia Lâm,24,20.98794,105.94457,REGULAR,,Premium 2Bdr@Vihomes Ocean Park với giá 30% dis.,entire_home,False,,/ đêm,4.0,True,True,True,,True,True,True,,,,"4,0",3,True,True,,,,,True,,727.185,₫727.185,,,True,,,,,,,,,,,,,,,,,,,,
833117687605042776,https://www.airbnb.com.vn/rooms/833117687605042776,Văn Giang,10,20.96661,105.92207,REGULAR,,Một căn hộ ấm cúng,entire_home,False,,/ đêm,3.0,True,True,True,True,True,,,,,False,,,,True,,,,True,,True,661.883,₫661.883,,,,,,,,,,,,,,,,,,,,,,,
747482150492245647,https://www.airbnb.com.vn/rooms/747482150492245647,Đa Tốn,16,21.00292,105.9441,REGULAR,,Vinhomes Ocean Park Studio Ruby view bể bơi,entire_home,False,,/ đêm,2.0,True,True,True,True,True,True,,,,False,,,True,True,,,,,,True,570.589,₫570.589,,,,,,,,,,,,,,,,,,,,,,,
841679729451149038,https://www.airbnb.com.vn/rooms/841679729451149038,Đa Tốn,26,20.99538,105.94559,REGULAR,,Căn hộ Hà Nội Ocean (Căn hộ 2 giường ngủ + giường sofa),entire_home,False,,/ đêm,4.0,True,True,,,True,True,,,,False,"5,0",4,True,,,True,,True,,True,701.824,₫701.824,True,,,,,,,,,,,,,,,,,,,,,,
50802060,https://www.airbnb.com.vn/rooms/50802060,Đa Tốn,12,20.99465,105.94918,REGULAR,,Căn hộ 2PN view hồ có bể bơi,entire_home,False,,/ đêm,6.0,True,True,True,,,,,,,False,"4,0",3,True,True,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,
857538708298531151,https://www.airbnb.com.vn/rooms/857538708298531151,Gia Lâm,10,20.96832,105.95335,REGULAR,,Bom Homes-Ocean Park-1BR-Cozy,entire_home,False,,/ đêm,2.0,True,True,,,True,True,True,True,,False,,,True,,,,,,,,684.706,₫684.706,True,,,,,,True,,,,,,,,,,,,,,,,
581446506901605306,https://www.airbnb.com.vn/rooms/581446506901605306,Văn Giang,16,20.96484,105.94005,REGULAR,,Nơi ẩn náu yên bình của Ecopark - căn hộ wabi sabi,entire_home,False,,/ đêm,6.0,True,True,True,,,True,,True,,False,"4,95",19,,True,,,,True,,,1.029,₫1.029.881,,,,,,,,True,,,,,,,,,,,,,,,
879441873800139976,https://www.airbnb.com.vn/rooms/879441873800139976,Xuân Quan,14,20.962056,105.9318012,REGULAR,,Homestay Ecopark Econight 2N1VS,entire_home,False,,/ đêm,4.0,True,True,True,True,True,,,True,,,,,,True,,,,True,,,,,,,,,,,,,True,True,,,,,,,,,,,,,
818750361360268546,https://www.airbnb.com.vn/rooms/818750361360268546,Đa Tốn,17,20.9939937,105.9502063,REGULAR,,Studio Magi 5,entire_home,False,,/ đêm,2.0,True,True,,,True,,True,True,,,,,True,True,,,,,,True,741.765,₫741.765,,,,,,,,,,,,,,,,,,,,,,,
705661654858884990,https://www.airbnb.com.vn/rooms/705661654858884990,Gia Lâm,29,21.001707481910632,105.94295402969736,REGULAR,,1 phòng ngủ FL27th-Ruby-Vinhomes Ocean Park,entire_home,False,,/ đêm,2.0,True,True,True,,True,True,,,,False,,,True,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
878238397545798392,https://www.airbnb.com.vn/rooms/878238397545798392,Gia Lâm,12,21.00102,105.94426,REGULAR,,Ocean homes| Studio R103 cao cấp,entire_home,False,,/ đêm,2.0,True,True,,True,True,,True,True,,False,,,,,,,,True,,,570.589,₫570.589,,,,,,,,,,,,,,,,,,,,,,,
884403698256695906,https://www.airbnb.com.vn/rooms/884403698256695906,Văn Giang,10,20.95261183684162,105.93759577721357,REGULAR,,Nghỉ @Ecopark như nhà mình,private_room,False,,/ đêm,2.0,True,True,True,,True,,True,True,,False,,,,,,,,,,True,876.424,₫876.424,,False,,,,,,,,,False,True,True,,,,,,,,,,
873655515774633070,https://www.airbnb.com.vn/rooms/873655515774633070,Đa Tốn,13,20.9937,105.94961,REGULAR,,Studio tòa R1.01  Vin Ocean Park,entire_home,False,,/ đêm,3.0,True,True,True,,True,,True,True,,,,,True,True,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,
883586202930494085,https://www.airbnb.com.vn/rooms/883586202930494085,Văn Giang,8,20.96566,105.92296,REGULAR,,lefestin.home,entire_home,False,,/ đêm,3.0,True,True,,True,,,,True,,False,,,,True,,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,
865460772981796338,https://www.airbnb.com.vn/rooms/865460772981796338,Gia Lâm,9,20.9947937,105.9358326,REGULAR,,Korean style's house,entire_home,False,,/ đêm,4.0,True,True,True,,True,True,True,,,False,"5,0",3,,True,,True,,,,,563.989,₫563.989,True,,,,,,,,,,,,,,,,,,,,,,
49399786,https://www.airbnb.com.vn/rooms/49399786,Gia Lâm,30,20.99113,105.94542,REGULAR,,Vinhomes Ocean Park |The Vintage|Tầngcao|Yêntĩnh,private_room,False,,/ đêm,2.0,True,True,True,True,True,True,,,,,"4,8",5,True,True,,,,,True,,673.294,₫673.294,True,,,,,,,,,,,,,,,,,,,,,,
888842909158229122,https://www.airbnb.com.vn/rooms/888842909158229122,Gia Lâm,15,20.99438,105.93688,REGULAR,,Luxury home Vinhomes Ocean Park,entire_home,False,,/ đêm,5.0,True,True,,,True,,True,True,,False,,,True,True,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,
880835583788008978,https://www.airbnb.com.vn/rooms/880835583788008978,Gia Lâm,17,20.99311,105.94464,REGULAR,,Homestay Ocean Park!Vintage Style Light House View,entire_home,False,,/ đêm,2.0,True,True,True,True,True,,,True,,,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
700270063809183461,https://www.airbnb.com.vn/rooms/700270063809183461,Long Biên,18,20.99171,105.9422,REGULAR,,Sunshine II homestay Vinhomes Oceanpark,entire_home,False,,/ đêm,4.0,True,True,,,True,,True,True,True,False,"5,0",6,,True,,,,,,,,,,False,,,,,,,,True,,,,,,,,,,,,,
884423170251623143,https://www.airbnb.com.vn/rooms/884423170251623143,Văn Giang,24,20.95264,105.9386,REGULAR,,Nghỉ với Lagom/ phong cách Eco!,entire_home,False,,/ đêm,8.0,True,True,True,True,True,,True,True,,False,,,,,,,,,,True,,,,False,,,,,,,,,,,,,,,,,,,,,
40521251,https://www.airbnb.com.vn/rooms/40521251,Văn Giang,30,20.95339,105.93826,REGULAR,,Ngôi nhà hạnh phúc/ Công viên sinh thái/ Bát Tràng,entire_home,False,,/ đêm,6.0,True,True,,True,True,True,True,True,,,,,,True,,,True,True,,,807.588,₫807.588,,,,,,,,,,,,,,,,,,,,,,,
779237811860775013,https://www.airbnb.com.vn/rooms/779237811860775013,Gia Lâm,29,21.001166611480755,105.9447207324035,REGULAR,,Vinhomes Ocean Park 1 chiều,entire_home,False,,/ đêm,2.0,True,True,,True,True,,True,True,,False,,,True,True,,,,,,,634.494,₫634.494,,False,,,,,,,,,,,,,,,,,,,,,
581432072803995410,https://www.airbnb.com.vn/rooms/581432072803995410,Văn Giang,18,20.96280556829677,105.92080369072491,REGULAR,,Convenient Apartment (Nhã Homestay Ecopark),entire_home,False,,/ đêm,6.0,True,True,True,,True,,True,True,,False,"5,0",3,,True,,,,,True,,1.027,₫1.027.059,,,True,,,,,,,,,,,,,,,,,,,,
860460541188786834,https://www.airbnb.com.vn/rooms/860460541188786834,Văn Giang,30,20.96585,105.92359,REGULAR,,Ecopark QV Homestay NA,entire_home,False,,/ đêm,4.0,True,True,True,,True,True,,,,False,"5,0",3,,True,,,,True,,,896.964,₫896.964,True,,,,,,,,,,,,,,,,,,,,,,
756747190848266421,https://www.airbnb.com.vn/rooms/756747190848266421,Đa Tốn,9,20.99502,105.94975,REGULAR,,Jun Homestay Vinhomes Ocean Park Hà Nội,entire_home,False,,/ đêm,2.0,True,True,,,True,,True,True,,False,"4,5",4,,True,,,,,,,536.353,₫536.353,,,,,,,True,,,True,,,,,True,,,,,,,,
786460728183533622,https://www.airbnb.com.vn/rooms/786460728183533622,Hoàn Kiếm,21,20.95799281829033,105.92799865280499,REGULAR,,Căn hộ cao cấp 1 phòng ngủ tại Ecopark,entire_home,False,,/ đêm,2.0,True,True,True,True,True,,True,True,,,,,,True,,,,True,,True,799.267,₫799.267,,,,,,,,,,,,,,,,,,,,,,,
885938091011407332,https://www.airbnb.com.vn/rooms/885938091011407332,Kim Ma,9,20.993491266146684,105.94354592263699,REGULAR,,Studio - Vinhome Ocean Park,entire_home,False,,/ đêm,,True,True,,True,True,,True,True,,False,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
825923466651822212,https://www.airbnb.com.vn/rooms/825923466651822212,Văn Giang,17,20.9626,105.93237,REGULAR,,KHUYẾN MÃI LỚN! căn hộ scandinavian 3 phòng ngủ sang trọng,entire_home,False,,/ đêm,6.0,True,True,True,,,,True,True,,,,,,,,,True,True,,True,1.662,₫1.662.677,,,,,,,True,True,,,,,,,,,,,,,,,
787941966474169524,https://www.airbnb.com.vn/rooms/787941966474169524,Gia Lâm,27,21.0018281,105.943442,REGULAR,,1 pho ̀ ng ngu ̉ FL28th-Ruby-Vinhomes Ocean Park,entire_home,False,,/ đêm,2.0,True,True,True,True,True,,,,,False,"5,0",6,True,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
873660465818263724,https://www.airbnb.com.vn/rooms/873660465818263724,Đa Tốn,10,20.99295,105.95101,REGULAR,,Studio R1.01 Vinhomes Ocean Park,entire_home,False,,/ đêm,3.0,True,True,True,,True,,True,True,,,,,True,True,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,
701829294107431098,https://www.airbnb.com.vn/rooms/701829294107431098,Xuân Quan,14,20.96277,105.93168,REGULAR,,"Căn hộ nhỏ xinh, yêu từ cái nhìn đầu tiên",entire_home,False,,/ đêm,2.0,True,True,True,True,True,,True,True,,False,,,,True,,,,,,True,684.706,₫684.706,,,,,,,,,,,,,,,,,,,,,,,
34590047,https://www.airbnb.com.vn/rooms/34590047,Văn Giang,30,20.95562,105.93875,REGULAR,,Ecopark-Dreamsky1: gần Bát Tràng và Hà Nội,entire_home,False,,/ đêm,4.0,True,True,True,,True,True,,,,False,"4,96",27,,True,True,,,True,,,707.530,₫707.530,,False,,,,,,,,,,,,,,,,,,,,,
760461744880369881,https://www.airbnb.com.vn/rooms/760461744880369881,Gia Lâm,25,20.99032201151472,105.94069071114063,REGULAR,,Homestay View đẹp  Tại Ocean Park - Táo Homestay 2,entire_home,False,,/ đêm,2.0,True,True,True,,True,,True,True,True,False,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637863761051365484,https://www.airbnb.com.vn/rooms/637863761051365484,Đa Tốn,30,20.985466,105.932419,REGULAR,,"1BR+1 “Dreaming” view hồ, hoàng hôn đẹp",entire_home,False,,/ đêm,4.0,True,True,,,True,,,True,,False,"5,0",4,,True,,,True,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,,
888882260999780379,https://www.airbnb.com.vn/rooms/888882260999780379,Gia Lâm,15,20.9938,105.93963,REGULAR,,Vintage homestay  Ocean Park,entire_home,False,,/ đêm,2.0,True,True,,True,True,,,True,,False,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
859816435132245796,https://www.airbnb.com.vn/rooms/859816435132245796,Xuân Quan,21,20.96378,105.9219,REGULAR,,Ecopark- căn homestay view hồ,entire_home,False,,/ đêm,5.0,True,True,True,True,True,,,True,,,,,,True,True,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,
839453434075942398,https://www.airbnb.com.vn/rooms/839453434075942398,Xuân Quan,18,20.96176,105.93266,REGULAR,,1Master BR/Corner U/Bát Tràng,private_room,False,,/ đêm,2.0,True,True,,,True,,True,,,False,,,,True,True,,,True,,True,1.100,₫1.100.000,,,,,,,,,,,True,True,,,,False,,,,,,,
816901943670973655,https://www.airbnb.com.vn/rooms/816901943670973655,Văn Giang,15,20.9631406,105.9212648,REGULAR,,Flower Studio S2 Sky Oasis,entire_home,False,,/ đêm,2.0,True,True,True,True,,,,,,False,,,,True,,,,True,,True,633.294,₫633.294,,,,,,,,,,,,,,,,,,,,,,,
598869445036008335,https://www.airbnb.com.vn/rooms/598869445036008335,Gia Lâm,19,20.99343,105.94955,REGULAR,,"Căn hộ 3 phòng ngủ đáng yêu, đại dương trong thành phố",entire_home,False,,/ đêm,6.0,True,True,,True,,,True,True,,,"4,78",9,,True,,,,,,,1.338,₫1.338.270,,,,,,,True,,,True,,,,,,,True,,,,,,
47912930,https://www.airbnb.com.vn/rooms/47912930,Gia Lâm,15,20.99516,105.93739,REGULAR,,Studio gần VinUni view hồ. (Không tăng giá 30.4),entire_home,False,,/ đêm,2.0,True,True,True,True,True,,,True,,False,,,,True,True,,,True,,,513.530,₫513.530,,,,,,,,,,,,,,,,,,,,,,,
857507624629447704,https://www.airbnb.com.vn/rooms/857507624629447704,Gia Lâm,8,20.99101,105.93744,REGULAR,,Bom Home- Ocean Park - Căn hộ Studio,entire_home,False,,/ đêm,2.0,True,True,,,True,True,True,True,,False,,,True,,,,,,,,741.765,₫741.765,True,,,,,,True,,,,,,,,,,,,,,,,
785352044773103669,https://www.airbnb.com.vn/rooms/785352044773103669,Văn Giang,21,20.949,105.9379,REGULAR,,Tee'Home Relax Westbay A Ecopark,entire_home,False,,/ đêm,4.0,True,True,True,,True,,True,,,False,,,,True,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,
855368676082534274,https://www.airbnb.com.vn/rooms/855368676082534274,Văn Giang,6,20.965554,105.923403,REGULAR,,Căn hộ cao cấp và đầy đủ tiện nghi tại Ecopark,entire_home,False,,/ đêm,2.0,True,True,,True,True,True,,,,,,,,,,,True,True,True,True,798.824,₫798.824,,,,,,,,,,,,,,,,,,True,,,,,
874571799755862341,https://www.airbnb.com.vn/rooms/874571799755862341,Gia Lâm,12,21.00198,105.94258,REGULAR,,Homestay - Studio Ruby Oceanpark,entire_home,False,,/ đêm,2.0,True,True,True,True,True,,True,True,,False,,,True,True,,,,,,,668.273,₫668.273,,,,,,,,,,,,,,,,,,,,,,,
545474364105749946,https://www.airbnb.com.vn/rooms/545474364105749946,Kiêu Kỵ,30,20.99489,105.94822,REGULAR,,VinhomesOceanPark |The Light|Bồn tắm|Máy chiếu,entire_home,False,,/ đêm,2.0,True,True,True,True,,,,,,,"4,75",8,True,True,True,,,,True,,947.177,₫947.177,True,,,,,,,,,,,,,,,,,,,,,,
888888646768334306,https://www.airbnb.com.vn/rooms/888888646768334306,Gia Lâm,7,20.99558,105.93798,REGULAR,,Little home Vinhomes Ocean Park,entire_home,False,,/ đêm,2.0,True,True,,True,True,,True,True,,False,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
876721087742928048,https://www.airbnb.com.vn/rooms/876721087742928048,Hà Nội,10,20.95704,105.9124,REGULAR,,Căn hộ 2 ngủ cao cấp tại Ecopark có bể bơi vô cực,entire_home,False,,/ đêm,6.0,,,,,,,,,,False,,,,True,True,,,,,,,,,False,,,,,,,True,,,,,,,,,,,,,,
614302086626998709,https://www.airbnb.com.vn/rooms/614302086626998709,Gia Lâm,22,21.0006,105.94231,REGULAR,,1 pho ̀ ng ngu ̉ FL24th-Ruby-Vinhomes Ocean Park,entire_home,False,,/ đêm,2.0,True,True,True,True,True,,,,,False,"4,76",29,True,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
874577789289676245,https://www.airbnb.com.vn/rooms/874577789289676245,Gia Lâm,10,20.99992,105.9444,REGULAR,,1ngủ 1khách - Zenpark Oceanpark,entire_home,False,,/ đêm,2.0,True,True,True,True,True,,True,True,,False,,,True,True,,,,,,,727.093,₫727.093,,,,,,,,,,,,,,,,,,,,,,,
