room_id,url,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_TV,SYSTEM_WASHER,SYSTEM_DRYER,SYSTEM_SNOWFLAKE,SYSTEM_BATHTUB,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,rating,reviewCount,SYSTEM_FLOWER,SYSTEM_COOKING_BASICS,SYSTEM_PETS,SYSTEM_SURVEILLANCE,SYSTEM_HAIRDRYER,SYSTEM_FIREPIT,SYSTEM_LUGGAGE_DROP,SYSTEM_SMOKING_ALLOWED,isSuperHost,isVerified,SYSTEM_JACUZZI,SYSTEM_NO_LOCK_ON_DOOR,yearHosting,SYSTEM_LOCK_ON_DOOR,SYSTEM_POOL,SYSTEM_ELEVATOR,SYSTEM_REFRIGERATOR,SYSTEM_PATIO_BALCONY,SYSTEM_VIEW_CITY,SYSTEM_PIANO,SYSTEM_BREAKFAST,SYSTEM_EV_CHARGER,SYSTEM_VIEW_OCEAN
41966125,https://www.airbnb.com.vn/rooms/41966125,Hoà Thành,7,11.27054,106.13082,REGULAR,,"Phòng cho 2 người, gần chợ trung tâm, đền",private_room,False,,/ đêm,267.650,₫267.650,2.0,True,,True,True,True,,,,False,False,,,,True,,,,,,True,False,False,,False,,,,,True,,,,,,
23782485,https://www.airbnb.com.vn/rooms/23782485,Trang Bang,9,11.03876,106.35585,REGULAR,,Nhà nghỉ nông trại thiên nhiên,private_room,False,,/ đêm,410.824,₫410.824,9.0,True,True,True,True,True,,,,False,False,"4,67",3,,True,,,,,,,False,False,,False,5,,,,,True,,,,,
29293894,https://www.airbnb.com.vn/rooms/29293894,tt. Tân Châu,30,11.55461,106.16817,REGULAR,,Ở nhà,private_room,False,,/ đêm,268.177,₫268.177,8.0,True,,True,True,,,,,False,False,,,,True,True,True,,,,,False,False,True,False,,,,,,,,,,,
662840428412499061,https://www.airbnb.com.vn/rooms/662840428412499061,Phạm Văn Cội,13,11.03387316547623,106.51716247200966,REGULAR,,"Phòng ngay Chợ Phạm Văn Cội, Củ Chi, TPHCM",private_room,False,,/ đêm,400.912,₫400.912,2.0,True,True,,True,True,,,,False,False,,,,True,,True,,,,,False,True,,,,True,,,,,True,,,,
873935564818795521,https://www.airbnb.com.vn/rooms/873935564818795521,Thị xã Bến Cát,12,11.140541573961539,106.62940420210361,REGULAR,,Lịch sự- chu đáo - chuyên nghiệp,private_room,False,,/ đêm,,,16.0,True,True,True,True,True,,True,,False,,,,,,,True,,,,,,,,,,,,,,,,True,,,
29871825,https://www.airbnb.com.vn/rooms/29871825,tt. Tân Châu,11,11.54141,106.16312,REGULAR,,Hotel Thu Trang,private_room,False,,/ đêm,456.471,₫456.471,16.0,True,,True,True,True,True,True,,False,False,,,,,,,True,,,True,,,,,,,,,,,,,,,
43827929,https://www.airbnb.com.vn/rooms/43827929,Thạnh Tây,12,11.54363,106.02131,REGULAR,,Hoàng anh,private_room,False,,/ đêm,285.294,₫285.294,12.0,True,,True,True,,,True,,False,,,,,,,,,,,True,,,,,,,,,,,,,,,
42344310,https://www.airbnb.com.vn/rooms/42344310,Củ Chi,27,10.97045,106.54956,REGULAR,,Khách sạn Paradise,private_room,False,,/ đêm,421.094,₫421.094,2.0,True,,True,True,True,,True,,False,False,,,,,,,,,,,,,,,,,,,,,,,True,,
29339826,https://www.airbnb.com.vn/rooms/29339826,Thi xa Tay ninh,14,11.29965,106.11792,REGULAR,,Nhà khách được trang bị nội thất 1 giường,entire_home,False,,/ đêm,403.854,₫403.854,2.0,True,True,True,True,True,,True,,False,,"4,0",4,True,True,,,,,,,,,,,,,,,,,,,,,
30362633,https://www.airbnb.com.vn/rooms/30362633,Truông Mít,22,11.22071,106.26757,REGULAR,,鄉林皇居 鬧中取靜 Tây Ninh quân chủ,entire_home,False,,/ đêm,285.294,₫285.294,2.0,,,True,,,,,,False,False,,,,True,True,,,,,,,,,,,,,,,,,,,,
749611983322434024,https://www.airbnb.com.vn/rooms/749611983322434024,Thị xã Bến Cát,8,11.11368,106.6369,REGULAR,,Khu an ninh bảo vệ 24/24,entire_home,False,,/ đêm,399.412,₫399.412,1.0,,,,,,,,,False,False,,,,,,True,,,,,,,,,,,True,,,,,,,,
28145065,https://www.airbnb.com.vn/rooms/28145065,Hưng Thuận,30,11.16542,106.42344,REGULAR,,Pika farmstay,private_room,False,,/ đêm,342.353,₫342.353,3.0,True,,True,True,,,,,False,False,"4,17",6,True,True,True,True,,,,,False,True,,False,5,,,,,,,,,,
43561638,https://www.airbnb.com.vn/rooms/43561638,Củ Chi,12,10.97095,106.48519,REGULAR,,"Không gian yên tĩnh, an ninh ....",private_room,False,,/ đêm,285.294,₫285.294,16.0,True,,True,True,True,,True,,False,False,,,,True,,,True,,,,,,,,,,,,,,,,,,
740396403892051482,https://www.airbnb.com.vn/rooms/740396403892051482,Thị xã Bến Cát,10,11.13021,106.60525,REGULAR,,Vườn của Slendoor Ecolakes,private_room,False,,/ đêm,456.471,₫456.471,2.0,True,True,True,True,,,,,False,False,,,,True,,True,,,,,False,True,,False,,,True,,,,,,,,
41670151,https://www.airbnb.com.vn/rooms/41670151,Quận 3,1,11.62434,106.00749,REGULAR,,Thuê nhà quận 3,private_room,False,,/ đêm,393.998,₫393.998,2.0,True,,True,True,True,True,True,,False,False,,,,True,,,True,,,,,,,,,,,,,,,,,,
42541584,https://www.airbnb.com.vn/rooms/42541584,Củ Chi,14,10.97251,106.48577,REGULAR,,Khách sạn - căn hộ,private_room,False,,/ đêm,285.294,₫285.294,16.0,True,,True,True,True,,True,,False,False,,,,True,,,True,,,,False,True,,False,,,,,,,,,,,
28276834,https://www.airbnb.com.vn/rooms/28276834,Đức Hòa,16,10.92893,106.38993,REGULAR,,Chỗ ở để Tưởng niệm - BIỆT thự BETTGER,private_room,False,,/ đêm,401.495,₫401.495,1.0,True,,True,True,True,,True,,False,False,,,,True,,,,,,,False,False,,,,True,,,,,,,,,
45517828,https://www.airbnb.com.vn/rooms/45517828,Củ Chi,16,10.97144,106.48669,REGULAR,,Nằm khu vực trung tâm hành chính huyện Củ Chi . .,private_room,False,,/ đêm,285.294,₫285.294,16.0,True,True,True,True,True,,True,,,,,,True,True,,,,,,,,,,,,,,,,True,,,,True,
45536194,https://www.airbnb.com.vn/rooms/45536194,Củ Chi,30,10.97227,106.48517,REGULAR,,Nằm sát trục Quốc lộ 22 và bến xe buýt ...,private_room,False,,/ đêm,308.118,₫308.118,16.0,True,True,True,True,True,,True,,False,,,,,True,True,,True,,,,,,,,,,,,,,,,,,
49909888,https://www.airbnb.com.vn/rooms/49909888,,6,11.38402,106.61543,REGULAR,,Cho thuê căn hộ cao cấp ở Thuận An,entire_home,False,,/ đêm,399.412,₫399.412,4.0,True,True,,True,True,True,True,,False,,,,,True,,,,,,True,,,,,,,,True,,,,,,,
28278036,https://www.airbnb.com.vn/rooms/28278036,Thị xã Bến Cát,8,11.26151,106.6002,REGULAR,,"NHÀ SANG trọng 3BR: HỒ bơi, KARAOKE & WiFi MIỄN PHÍ",entire_home,False,,/ đêm,455.019,₫455.019,1.0,,,True,,,,True,,False,False,,,,True,,,,,,True,,,,,,,,,,,,,,,
786690343187877965,https://www.airbnb.com.vn/rooms/786690343187877965,Thị xã Bến Cát,1,11.130361433930853,106.6032151132822,REGULAR,,Phòng Giường Đôi,private_room,False,,/ đêm,399.412,₫399.412,2.0,True,True,True,True,True,,,,False,False,,,,True,,True,,,,,,,,,,,,True,,,,,,,
45509904,https://www.airbnb.com.vn/rooms/45509904,Củ Chi,30,10.971797,106.486351,REGULAR,,Căn hộ nhìn ra thành phố từ 360 độ.,private_room,False,,/ đêm,308.118,₫308.118,16.0,True,True,True,True,True,,True,,,,,,,True,,,,,,,,,,,,,,,,True,,,,True,True
45535696,https://www.airbnb.com.vn/rooms/45535696,Ho Chi Minh City,30,10.971974,106.486298,REGULAR,,Nhà Lê Phan yêu đời-Art gần CC hành chính,private_room,False,,/ đêm,388.000,₫388.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16796112,https://www.airbnb.com.vn/rooms/16796112,Củ Chi,4,11.09106,106.51798,REGULAR,,Khu nghỉ dưỡng Tanja,private_room,False,,/ đêm,284.740,₫284.740,,,,,,,,,,,,"4,53",17,,,,,,,,,,,,,,,,,,,,,,,
27968913,https://www.airbnb.com.vn/rooms/27968913,Thái Mỹ,12,10.99315,106.40451,REGULAR,,Biệt thự 3 phòng ngủ giá rẻ tại Củ Chi,entire_home,False,,/ đêm,472.140,₫472.140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782535899883970224,https://www.airbnb.com.vn/rooms/782535899883970224,Thị xã Bến Cát,1,11.130245653861934,106.60320706665516,REGULAR,,Phòng Superior Giường Đôi,private_room,False,,/ đêm,490.706,₫490.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28277865,https://www.airbnb.com.vn/rooms/28277865,Củ Chi,7,10.9892,106.4119,REGULAR,,"Rộng 2-BR  @ Cỏ, Củ Chi, Thành phố Hồ Chí Minh",entire_home,False,,/ đêm,428.233,₫428.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
