room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,isSuperHost,isVerified,yearHosting,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,maxGuestCapacity,SYSTEM_LOCK_ON_DOOR,SYSTEM_FLOWER,SYSTEM_VIEW_OCEAN,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_POOL,SYSTEM_SURVEILLANCE,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_VIEW_MOUNTAIN,SYSTEM_COOKING_BASICS,SYSTEM_PETS,SYSTEM_SNOWFLAKE,SYSTEM_PATIO_BALCONY,price,price_full,SYSTEM_TV,SYSTEM_MICROWAVE,SYSTEM_BREAKFAST,SYSTEM_SMOKING_ALLOWED,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_JACUZZI,SYSTEM_HAIRDRYER,SYSTEM_BEACH,SYSTEM_FIREPIT,SYSTEM_WASHER,SYSTEM_LUGGAGE_DROP,SYSTEM_ELEVATOR,SYSTEM_DRYER,SYSTEM_EV_CHARGER,SYSTEM_BATHTUB,SYSTEM_REFRIGERATOR,SYSTEM_VIEW_CITY,SYSTEM_FIREPLACE,SYSTEM_BOAT_SAIL,SYSTEM_SKI,SYSTEM_TOYS,SYSTEM_CALENDAR,SYSTEM_GYM
31404385,https://www.airbnb.com.vn/rooms/31404385,"4,88",Ninh Bình,30,20.2655,105.94266,REGULAR,,Sống cùng gia đình bản xứ của anh trai Ninh Bình,entire_home,42,,,,False,,/ đêm,16.0,,True,,True,True,True,,True,,,True,True,True,,,330.941,₫330.941,True,,,,,True,,,,,,,,,,,,,,,,,
17592482,https://www.airbnb.com.vn/rooms/17592482,"4,95",,30,20.32968,105.86158,REGULAR,,Đắm chìm trong Sống cùng gia đình bản xứ Ninh Bình,private_room,65,False,True,6,False,,/ đêm,5.0,,True,True,True,True,True,,,False,False,True,True,,,,,,,,,,False,,,,,,,,,,,,,,,,,,
864248797385876879,https://www.airbnb.com.vn/rooms/864248797385876879,,Thành phố Ninh Bình,6,20.2431,105.97509,REGULAR,,Double room near Ninh Binh Train Station,private_room,,,,,False,,/ đêm,2.0,,,,True,True,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,
763613745479437363,https://www.airbnb.com.vn/rooms/763613745479437363,"4,85",Ninh Xuân,13,20.246379941059626,105.93785662204027,REGULAR,,Phòng3 người có ban công hướng núi,private_room,13,False,True,5,False,,/ đêm,3.0,True,True,,True,True,True,,True,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34880623,https://www.airbnb.com.vn/rooms/34880623,"4,68",Ninh Bình,30,20.25156,105.97397,REGULAR,,Homestay & Bữa sáng tại Làng Ninh Bình 1990,hotel_room,38,,,,False,,/ đêm,2.0,,,,True,True,True,,,,,,True,True,True,,282.769,₫282.769,,,,,,,,,,True,,,True,True,True,,,,,,,,
873050276920199445,https://www.airbnb.com.vn/rooms/873050276920199445,,Thành phố Ninh Bình,13,20.2497702,105.9776501,REGULAR,,Room with pool view in tam coc,private_room,,,,,False,,/ đêm,2.0,,,,True,,,True,,False,False,,,True,True,,456.471,₫456.471,,,,True,,,,,,,,,,,,,,,,,,,
36662774,https://www.airbnb.com.vn/rooms/36662774,"4,97",Ninh Bình,30,20.27671,105.93717,REGULAR,,Sống cùng gia đình bản xứ Tre Xanh,entire_home,36,,,,False,,/ đêm,7.0,,True,,True,True,True,,,,,True,,,True,,308.118,₫308.118,True,,,,,True,,,,True,,,,,True,,,,,,,,
36281871,https://www.airbnb.com.vn/rooms/36281871,"4,78",Ninh Bình,30,20.24205,105.97379,REGULAR,,Khách sạn Cozy Son là sự lựa chọn lý tưởng của bạn,private_room,27,,,,False,,/ đêm,16.0,,,,True,,True,,True,False,,,True,True,True,,336.647,₫336.647,True,,,,,,,,,True,,,True,,,,,,,,,,
31889325,https://www.airbnb.com.vn/rooms/31889325,"4,83",Tỉnh Ninh Bình,14,20.21649,105.93853,REGULAR,,Tam Cốc - Phòng có ban công và nhà vệ sinh bên ngoài,private_room,6,True,True,4,False,,/ đêm,2.0,,,,True,,True,,,False,False,,True,True,True,,308.118,₫308.118,,,,,False,,,,,True,,,True,,,,,,,,,,
33465325,https://www.airbnb.com.vn/rooms/33465325,,Nho Quan,19,20.24886,105.73567,REGULAR,,Cúc Phương Bungalow,private_room,,,,,False,,/ đêm,16.0,,,,True,,True,,,False,False,,True,True,True,,268.177,₫268.177,True,,,,,,,,,True,,,True,,,,,,,,,,
31060599,https://www.airbnb.com.vn/rooms/31060599,"5,0",Thành phố Thanh Hóa,21,19.81381,105.79274,REGULAR,,Xuân Thanhhotel-Phòng giá rẻ nhất dành cho lữ khách - ThanhHoa,private_room,3,,,,False,,/ đêm,2.0,,,,True,,True,,,,,,True,True,True,,268.177,₫268.177,True,,,,,,True,,,True,,True,True,,,,,,,,,,
38993778,https://www.airbnb.com.vn/rooms/38993778,"5,0",Gia Vien District,22,20.28098,105.85667,REGULAR,,Double Bungalow 2 - Garden View+ Xe đạp miễn phí,private_room,6,True,True,4,False,,/ đêm,2.0,True,,,True,,True,,,False,False,,True,True,True,,416.301,₫416.301,,,True,,,,True,,,,,,,,,,,,,,,,
33711169,https://www.airbnb.com.vn/rooms/33711169,"4,94",,30,20.263978958129883,105.95145416259766,REGULAR,,Trang An Precious Homestay,private_room,17,True,True,4,False,,/ đêm,2.0,True,,,True,True,True,,,False,False,,True,True,,,400.553,₫400.553,,,,,,,,,,True,,,True,,,,,,,,,,
33261234,https://www.airbnb.com.vn/rooms/33261234,"5,0",Ninh Bình,23,20.26435,105.94101,REGULAR,,Gia đình bản xứ của anh trai Ninh Bình - Phòng đôi,private_room,4,True,True,4,False,,/ đêm,2.0,,,,True,,True,,,,,,,True,True,,308.118,₫308.118,True,,True,True,False,,True,,,,,,,,,,,,,,,,
632009464893710003,https://www.airbnb.com.vn/rooms/632009464893710003,,Ninh Bình,30,20.23751,105.94057,REGULAR,,Làng Ninh Bình 1990 Homestay & Bữa sáng,private_room,,,,,False,,/ đêm,2.0,,,,True,True,True,,,False,False,,True,True,,,270.570,₫270.570,True,,,,,,,,,True,,,,True,,,,,,,,,
21761449,https://www.airbnb.com.vn/rooms/21761449,"4,87",Thành phố Ninh Bình,30,20.21743,105.95216,REGULAR,,Sống cùng người bản xứ mới,private_room,15,False,True,5,False,,/ đêm,9.0,,True,True,True,True,True,,True,,,,True,True,,,,,,,,,False,,,,,,,,,,,,,,,,,,
42373025,https://www.airbnb.com.vn/rooms/42373025,"4,7",Thành phố Ninh Bình,30,20.24161,105.97498,REGULAR,,Sống cùng gia đình bản xứ tại Vườn Tràng An,private_room,10,,,,False,,/ đêm,2.0,,True,,True,,True,,,,,True,True,True,True,True,399.412,₫399.412,,,,,,True,,,,True,,,,,,,,,,,,,
36892799,https://www.airbnb.com.vn/rooms/36892799,"4,33",Hoa Lư,7,20.21664,105.93671,REGULAR,,Phòng đẹp ngắm núi.,private_room,15,False,True,4,False,,/ đêm,2.0,True,,True,True,True,True,,,False,,,True,,True,,347.972,₫347.972,,,,,,,,,,,,,,,,,True,,,,,,
39804142,https://www.airbnb.com.vn/rooms/39804142,"4,95",Ninh Bình,30,20.24659,105.93525,REGULAR,,Freshair-Fishing(2paxs)_NinhBinhValleMontanaHome,private_room,19,True,True,4,False,,/ đêm,2.0,True,,True,True,True,True,True,,False,False,True,,,,,467.379,₫467.379,,,,,,,,,,,,,,,,,,,,,,,
29254098,https://www.airbnb.com.vn/rooms/29254098,"4,7",Hoa Lư District,25,20.2157,105.93647,REGULAR,,Vườn hai phòng hai giường đơn và hồ bơi - thuyền TamCoc gần đó,private_room,37,,,,False,,/ đêm,2.0,,True,,True,,,True,,False,False,,,,True,,482.683,₫482.683,,,True,,,,True,,,True,True,,,,,,,,,,,,
31473811,https://www.airbnb.com.vn/rooms/31473811,"4,88",Tỉnh Ninh Bình,17,20.21644,105.93856,REGULAR,,TRUNG tâm TAMCOC -Deluxe Phòng đôi với Garden View,private_room,33,True,True,4,False,,/ đêm,2.0,,,,True,,True,,,False,False,,True,True,True,,342.353,₫342.353,,,,,False,,,,,True,,,True,,,,,,,,,,
851715170617281326,https://www.airbnb.com.vn/rooms/851715170617281326,,Ninh Hải,30,20.21616,105.93621,REGULAR,,Hanahnas Hotel với tầm nhìn thứ hai.,private_room,,,,,False,,/ đêm,2.0,,,,True,True,True,,True,False,False,,True,,True,True,268.202,₫268.202,,,,,,,,,,True,,,,,,,,,,,,,
36832151,https://www.airbnb.com.vn/rooms/36832151,"4,86",,30,20.27667,105.9372,REGULAR,,Homestay Tre Xanh - Phòng giường cỡ King có phòng tắm riêng,private_room,7,True,True,4,False,,/ đêm,2.0,True,True,,True,True,True,,,,,True,True,,True,,308.118,₫308.118,,,,,,,,,,True,,,,,True,,,,,,,,
766123173928149312,https://www.airbnb.com.vn/rooms/766123173928149312,"4,67",Hoa Lư,6,20.21511,105.93878,REGULAR,,Phòng tiêu chuẩn King 303,private_room,3,,,,False,,/ đêm,2.0,,,,True,True,True,,True,False,False,,True,True,,,416.530,₫416.530,,,,,,True,,,,True,,,,,,,,,,,,,
34455970,https://www.airbnb.com.vn/rooms/34455970,,Cành Nàng,19,20.35243,105.21307,REGULAR,,Giường ký túc xá trong Ký túc xá PuLuong Stilted Container,hotel_room,,,,,False,,/ đêm,12.0,,True,,True,,True,,True,False,False,,,,True,,285.294,₫285.294,,,True,,,,True,,,,,,,,,,,,,,,,
23093405,https://www.airbnb.com.vn/rooms/23093405,"4,81",,30,20.2174,105.93433,REGULAR,,Khách sạn Cozy Son,hotel_room,104,,,,False,,/ đêm,16.0,,,,True,,True,,,False,False,,True,True,True,True,336.647,₫336.647,True,,,,,,,,,True,,,,,,,,,,,,,
31085311,https://www.airbnb.com.vn/rooms/31085311,"4,33",Ninh Bình,30,20.2685,105.94855,REGULAR,,Trang An Precious Homestay,private_room,6,True,True,4,False,,/ đêm,2.0,True,True,,True,True,True,True,,False,False,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842469953407857346,https://www.airbnb.com.vn/rooms/842469953407857346,,Ninh Xuân,14,20.247403622061928,105.93410896878662,REGULAR,,Bugalow tại Ninh Binh,private_room,,,,,False,,/ đêm,2.0,,True,,True,True,True,True,True,,,,,True,True,,,,,,,,,True,,,,,,,,,,,,True,,,,,
29245929,https://www.airbnb.com.vn/rooms/29245929,,,30,20.62668,105.21686,REGULAR,,Homestay Mường Bi - Chú Lon - Phòng đôi,private_room,2,False,False,5,False,,/ đêm,2.0,,,True,True,,True,True,,False,False,,True,True,,,,,True,,,,False,,,,,,,,,,,,,,,,,,
891154418382698357,https://www.airbnb.com.vn/rooms/891154418382698357,,Thanh Hóa,8,20.45668608950302,105.22786968788063,REGULAR,,Phòng Đôi View Núi,private_room,,,,,False,,/ đêm,2.0,,,,True,,,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24085998,https://www.airbnb.com.vn/rooms/24085998,"3,67",,30,20.21843,105.93354,REGULAR,,Sống cùng gia đình bản xứ Amira - Phòng đơn,private_room,3,False,True,5,False,,/ đêm,1.0,True,,,True,,True,,,False,False,,,True,True,,,,,,,,,,True,,,,True,,True,,,,,,,,,,
869133918664793750,https://www.airbnb.com.vn/rooms/869133918664793750,,Ninh Xuân,16,20.24881996760543,105.93234468251467,REGULAR,,Tràng An Np homestay,private_room,,False,True,,False,,/ đêm,2.0,True,,,True,True,True,True,True,False,False,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
40184377,https://www.airbnb.com.vn/rooms/40184377,,Mai Châu,9,20.64883,105.06893,REGULAR,,• Bungalow ở Mai Châu không có Bữa sáng & Điều hòa nhiệt độ •,private_room,,,,,False,,/ đêm,3.0,,,,True,True,True,,,False,False,,,,True,,433.647,₫433.647,,,True,,,,True,,,True,,,,,,,,,,,,,
860655986656256158,https://www.airbnb.com.vn/rooms/860655986656256158,,Ninh Bình,19,20.24617,105.93468,REGULAR,,Kong's Homestay- Free Breakfast,private_room,,,,,False,,/ đêm,2.0,,,,True,True,True,True,True,False,False,,True,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,
816372573199081298,https://www.airbnb.com.vn/rooms/816372573199081298,,Ninh Hải,22,20.21894,105.91656,REGULAR,,-10% homestay+ miễn phí bữa sáng,private_room,1,False,True,3,False,,/ đêm,3.0,,True,,True,True,True,True,True,False,False,True,,,,,426.311,₫426.311,,,,,False,,,,,,,,,,,,,,,,,,
35394528,https://www.airbnb.com.vn/rooms/35394528,,Ninh Bình,30,20.25157,105.97417,REGULAR,,Phòng dành cho gia đình,private_room,,,,,False,,/ đêm,4.0,,,,True,,True,True,,,,,True,True,True,,399.412,₫399.412,,,,,,True,,,,True,,,True,True,,,,,,,,,
788963382377678571,https://www.airbnb.com.vn/rooms/788963382377678571,,Ninh Hải,30,20.206245921149016,105.93153073595228,REGULAR,,Tam Coc Việt Hà Homestay,private_room,2,True,True,4,False,,/ đêm,16.0,,True,,True,True,True,,True,False,False,True,True,,,,365.177,₫365.177,,,,,False,,,,,,,,,,,,,,,,,,
839492363847085376,https://www.airbnb.com.vn/rooms/839492363847085376,,Ninh Hải,25,20.21872,105.93435,REGULAR,,Sunny Room Garden & Pool - Thuyền TamCoc gần đó,private_room,,,,,False,,/ đêm,2.0,,True,,True,,,True,,False,False,,,,True,,483.530,₫483.530,,,True,,,,True,,,True,True,,,,,,,,,,,,
25173358,https://www.airbnb.com.vn/rooms/25173358,"4,71",Hoa Lư,23,20.21772,105.93246,REGULAR,,"Sống cùng gia đình bản xứ Amira, Phòng dành cho gia đình có tầm nhìn ra vườn",private_room,17,False,True,5,False,,/ đêm,3.0,True,,,True,,True,,,False,False,,,,True,,422.235,₫422.235,,,,True,,,True,,,,True,,,,,,,,,,,,
39801510,https://www.airbnb.com.vn/rooms/39801510,,Hoa Lư,30,20.2466,105.93523,REGULAR,,Fishing-stay(2 paxs) -NinhBinhValleMontanaHomestay,private_room,1,True,True,4,False,,/ đêm,2.0,True,True,True,True,,True,True,,False,False,,,,True,True,471.306,₫471.306,,,,,,,,,,,,,,,,,,,,,,,
14234429,https://www.airbnb.com.vn/rooms/14234429,"4,75",,14,20.07111,105.60375,REGULAR,,Mama 's Farmstay Việt Nam,shared_room,4,,,,False,,/ đêm,5.0,,,True,True,True,True,,,False,False,,True,True,,,267.664,₫267.664,True,,,,,True,,,,,,,,,,,,,,,,,
24297454,https://www.airbnb.com.vn/rooms/24297454,"4,87",,19,20.22105,105.93883,REGULAR,,"Zuli ZenHome, hướng nhìn ra núi ở Tam Cốc #1",private_room,39,,,,False,,/ đêm,2.0,,,,True,,True,,,False,False,,True,True,True,True,481.796,₫481.796,,,,True,,,True,,,,,,,,,,,,,,,,
43617150,https://www.airbnb.com.vn/rooms/43617150,"4,67",Mai Châu,27,20.65865,105.09068,REGULAR,,Phong cảnh vườn nhà đôi sinh thái Mai Châu,private_room,3,False,True,3,False,,/ đêm,2.0,True,,,True,,True,,,,False,,True,,,,481.803,₫481.803,,,True,,,True,True,,,True,,,True,,,,,,,,,,
43564496,https://www.airbnb.com.vn/rooms/43564496,,Mai Hịch,15,20.61068,104.9978,REGULAR,,Trang trại Fullzoom Mai Châu,shared_room,,,,,False,,/ đêm,2.0,,,,True,,True,True,,False,False,,True,True,,,267.664,₫267.664,,,,True,,,,,,,,,,,,,,,,,,,
46915591,https://www.airbnb.com.vn/rooms/46915591,,Thành phố Ninh Bình,30,20.261615753173828,105.91311645507812,REGULAR,,"Giường tầng, tầm nhìn ra vườn, bữa sáng miễn phí cho 4 người",private_room,,True,True,,False,,/ đêm,4.0,True,True,True,True,True,True,,,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
39079115,https://www.airbnb.com.vn/rooms/39079115,"5,0",Gia Vien District,18,20.281305,105.857122,REGULAR,,Garden View Twin  Bungalow - Xe đạp miễn phí,private_room,5,True,True,4,False,,/ đêm,2.0,True,,,True,,True,,,False,False,,True,True,True,,,,,,True,,,,True,,,,,,,,,,,,,,,,
845949931018527565,https://www.airbnb.com.vn/rooms/845949931018527565,"4,33",Thành phố Ninh Bình,8,20.239703243485792,105.96872683614492,REGULAR,,Diep 's House - Double City View,private_room,3,False,False,4,False,,/ đêm,2.0,True,,,True,,True,,True,False,False,,,,True,,285.294,₫285.294,,,,,,,,,,,,,,,,,,,,,,,
36402444,https://www.airbnb.com.vn/rooms/36402444,"3,75",Thị xã Thái Hòa,12,19.31891,105.42977,REGULAR,,Bong Mai - không gian nhiệt đới,hotel_room,4,,,,False,,/ đêm,8.0,,,True,True,,,,,False,False,,,True,True,,265.246,₫265.246,True,,,True,,,,,,,,,,,,True,,,,,,,
