room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,maxGuestCapacity,SYSTEM_FLOWER,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_TV,SYSTEM_PATIO_BALCONY,SYSTEM_PACK_N_PLAY,SYSTEM_HAIRDRYER,SYSTEM_NO_DETECTOR_CO2,price,price_full,SYSTEM_BEACH,SYSTEM_WASHER,SYSTEM_SNOWFLAKE,SYSTEM_BATHTUB,SYSTEM_FIREPLACE,SYSTEM_VIEW_OCEAN,SYSTEM_PETS,isSuperHost,isVerified,yearHosting,SYSTEM_REFRIGERATOR,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_WORKSPACE,SYSTEM_TOYS,SYSTEM_MICROWAVE,SYSTEM_DRYER,SYSTEM_LOCK_ON_DOOR,SYSTEM_SURVEILLANCE,SYSTEM_SKI,SYSTEM_EV_CHARGER,SYSTEM_VIEW_MOUNTAIN,SYSTEM_BREAKFAST,SYSTEM_SAUNA,SYSTEM_JACUZZI,SYSTEM_FIREPIT,SYSTEM_POOL,SYSTEM_CRIB,SYSTEM_LUGGAGE_DROP,SYSTEM_HIGH_CHAIR,SYSTEM_ELEVATOR,SYSTEM_CALENDAR,SYSTEM_CABLE,SYSTEM_VIDEO_GAME,SYSTEM_MAPS_RESORT,SYSTEM_VIEW_CITY,SYSTEM_GOLF
657254023333512302,https://www.airbnb.com.vn/rooms/657254023333512302,"4,88",Insjön,23,60.6796374,15.077524,REGULAR,,Ladulägenhet med delad sjötomt nära Leksand,entire_home,40,False,,/ đêm,4,True,True,True,True,,,,,False,,,True,,True,,True,,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,
788575309267883971,https://www.airbnb.com.vn/rooms/788575309267883971,,Gärdet-Centrum,11,61.34166,16.34315,REGULAR,,Rentalhubs Bollnäs,entire_home,,False,,/ đêm,4,True,True,True,True,,,,,False,1.282,₫1.282.194,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,
47043031,https://www.airbnb.com.vn/rooms/47043031,"4,6",Säversta-Häggesta,4,61.32954,16.38412,REGULAR,,Finsk Gäststuga,private_room,5,False,,/ đêm,1,,,True,,,,,,False,,,,,,,,,True,False,True,3,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
713001228238724630,https://www.airbnb.com.vn/rooms/713001228238724630,"4,91",Kilafors,14,61.22035,16.68447,REGULAR,,Nybyggt fritidshus med bubbelpool,entire_home,32,False,,/ đêm,4,,True,True,True,,,,,False,3.461,₫3.461.920,True,,,,,True,True,,,,,,,,,,,,,,,True,,,True,,True,,,,,,,,,,
43407807,https://www.airbnb.com.vn/rooms/43407807,"4,82",Vallsta,18,61.50637,16.35313,REGULAR,,Charmigt hus i Hälsinglands hjärta! Hov/Vallsta,entire_home,72,False,,/ đêm,6,True,True,,True,True,True,,,False,1.666,₫1.666.854,,True,,True,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
49342228,https://www.airbnb.com.vn/rooms/49342228,"4,77",Röste,30,61.39482,16.39678,REGULAR,,"Bo i ”Pigrummet”, Engelbrektsson B&B",private_room,26,False,,/ đêm,3,True,,,True,,True,True,,False,2.179,₫2.179.728,,,,,,True,True,False,True,2,,False,,True,,,,,,,,,,,,,,True,,,,,,,,,
809992182361593893,https://www.airbnb.com.vn/rooms/809992182361593893,"5,0",Vallsta,9,61.53651,16.36898,REGULAR,,Karins hus,entire_home,3,False,,/ đêm,5,,True,,True,True,True,,,False,1.795,₫1.795.070,True,True,True,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,
10981917,https://www.airbnb.com.vn/rooms/10981917,"4,88",Rättvik V,30,60.94273,15.19429,REGULAR,,"Nhà nghỉ thôn dã có phòng xông hơi, bồn tắm nước nóng, thuyền, v.v.",entire_home,103,False,,/ đêm,2,,True,True,True,,True,,,False,,,True,True,,,,,True,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,
47871188,https://www.airbnb.com.vn/rooms/47871188,"4,71",Bollnäs NO,16,61.54123,16.36278,REGULAR,,"Mysig stuga i Orbaden, nära stranden och skidspår",entire_home,24,False,,/ đêm,4,True,True,True,True,True,True,,,False,1.538,₫1.538.631,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688362436660319020,https://www.airbnb.com.vn/rooms/688362436660319020,,Järbo,17,60.74693089999999,16.5395752,REGULAR,,Lillstugan nära Kungsberget  Högbo och frilufsliv,entire_home,,False,,/ đêm,4,True,True,True,True,True,,,,False,2.564,₫2.564.386,,,True,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
44054804,https://www.airbnb.com.vn/rooms/44054804,"4,76",Boda,12,60.72233,15.87592,REGULAR,,Härbre có bến cảng riêng.,entire_home,68,False,,/ đêm,4,True,True,,True,,True,True,,False,1.025,₫1.025.753,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
633309696389611856,https://www.airbnb.com.vn/rooms/633309696389611856,"5,0",Bollnas,18,61.425686,16.305159,REGULAR,,Nyrenoverat hus i lantligt läge,entire_home,14,False,,/ đêm,2,True,True,True,True,True,,,,False,2.102,₫2.102.800,True,True,,,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,
870829802349659740,https://www.airbnb.com.vn/rooms/870829802349659740,,Undersvik,11,61.61366,16.31968,REGULAR,,Rymlig lägenhet vackert belägen.,entire_home,,False,,/ đêm,6,True,True,True,True,True,,,True,False,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51798979,https://www.airbnb.com.vn/rooms/51798979,"4,89",Leksand NV,12,60.837326,15.010571,REGULAR,,Nybyggd stuga i Tällberg,entire_home,118,False,,/ đêm,4,True,True,True,True,,True,,,False,1.923,₫1.923.289,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19051467,https://www.airbnb.com.vn/rooms/19051467,"4,94",Falun N,14,61.01972,15.83034,REGULAR,,"Charming log house, stream and forest",entire_home,87,False,,/ đêm,3,True,True,True,True,,,,,False,1.410,₫1.410.414,True,True,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
12799456,https://www.airbnb.com.vn/rooms/12799456,"4,88",Herte,7,61.26265,16.42207,REGULAR,,Drängkammaren. Lantligt boende på hästgård vid sjö,private_room,33,False,,/ đêm,2,True,True,True,True,,True,,,False,1.538,₫1.538.631,,True,,,,,True,False,True,8,,,,,,,,True,,,True,,,,,,,,,,,,,,,,
21544713,https://www.airbnb.com.vn/rooms/21544713,"4,33",Rättvik,8,60.88749,15.13067,REGULAR,,Nhà khách  Hostel Glassen 1-4 giường trung tâm Rättvik,private_room,115,False,,/ đêm,3,True,True,True,True,True,,,,False,,,,True,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
48827999,https://www.airbnb.com.vn/rooms/48827999,"5,0",Röste,28,61.39688,16.39783,REGULAR,,Bo charmigt i Drängrummet på ”Träpatrons-gård”,private_room,13,False,,/ đêm,2,,,,True,,,True,,False,1.730,₫1.730.963,,,,,,True,True,False,True,2,,,,True,,,,True,,,,,,,,,,True,,True,,,,,,,
53662159,https://www.airbnb.com.vn/rooms/53662159,,Gärdet-Centrum,7,61.34808,16.39098,REGULAR,,Central lägenhet ett stenkast från resecentrum,entire_home,,False,,/ đêm,2,,True,True,True,True,,,,False,1.317,₫1.317.697,,True,,True,,,,,,,,,,True,,,True,,,,,,,,,,,,,,True,,,,,,
871477859436395624,https://www.airbnb.com.vn/rooms/871477859436395624,,Kungsberg,5,60.75799,16.46437,REGULAR,,Lägenhet i Kungsberget,entire_home,,False,,/ đêm,8,True,True,True,True,True,True,,,False,,,,,,,,,True,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,
51561172,https://www.airbnb.com.vn/rooms/51561172,"4,69",Bollnäs NO,16,61.52986,16.36825,REGULAR,,Renovated house in popular Orbaden! Near Järvsö,entire_home,39,False,,/ đêm,5,,True,True,True,True,True,,,False,1.923,₫1.923.289,,True,True,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
815610613503311530,https://www.airbnb.com.vn/rooms/815610613503311530,"5,0",Järvsö,15,61.68039699699476,16.153034512162435,REGULAR,,Lantligt boende 5 min söder om Järvsö,entire_home,3,False,,/ đêm,4,True,True,True,True,True,True,,,False,1.589,₫1.589.920,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49109419,https://www.airbnb.com.vn/rooms/49109419,"4,94",Vallsta,30,61.5908,16.55409,REGULAR,,"Mysig liten stuga med sjötomt, båt och brygga!",entire_home,32,False,,/ đêm,4,,True,,True,,True,,,False,2.102,₫2.102.800,True,,,,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
5761720,https://www.airbnb.com.vn/rooms/5761720,"4,9",Bollnäs,19,61.32671,16.28495,REGULAR,,Charming Cottage in Hälsingland,entire_home,59,False,,/ đêm,7,True,True,True,True,True,True,,,False,2.659,₫2.659.560,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
858794323991419845,https://www.airbnb.com.vn/rooms/858794323991419845,,Järbo,12,60.74952,16.61432,REGULAR,,Forest Home & Nature Escape,entire_home,,False,,/ đêm,4,True,True,True,True,,True,,,False,2.397,₫2.397.570,,True,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
43699544,https://www.airbnb.com.vn/rooms/43699544,"5,0",Bollnäs NO,29,61.39104,16.57265,REGULAR,,Mysig stuga i vackra Rengsjö /Hälsingland.,entire_home,11,False,,/ đêm,2,True,True,True,True,True,True,,,False,1.795,₫1.795.072,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,,,,,,,,
52412894,https://www.airbnb.com.vn/rooms/52412894,"4,98",Leksand,28,60.71507,15.07219,REGULAR,,Bo i Gammelstugan på vår gård utanför Leksand,entire_home,42,False,,/ đêm,6,True,True,True,True,,,,,False,2.179,₫2.179.728,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863054859924752331,https://www.airbnb.com.vn/rooms/863054859924752331,,Rättvik,12,60.882172277193376,15.139558976226803,REGULAR,,Stuga 71 - Natt och dag,entire_home,,False,,/ đêm,6,,True,,True,True,True,,,False,2.666,₫2.666.962,,,,,True,,True,,,,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,
886762848358590925,https://www.airbnb.com.vn/rooms/886762848358590925,,Rättvik,7,60.90284,15.06998,REGULAR,,Mysig stuga i bymiljö.,entire_home,,False,,/ đêm,4,,True,,True,True,,,,False,2.564,₫2.564.389,True,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
53811368,https://www.airbnb.com.vn/rooms/53811368,"4,55",Bollnäs NV,24,61.41311,16.40923,REGULAR,,"Buskbacken. Trong rừng, nhưng vẫn ở trung tâm.",entire_home,11,False,,/ đêm,4,True,True,True,True,True,,,,False,1.942,₫1.942.008,True,,True,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
51248120,https://www.airbnb.com.vn/rooms/51248120,"4,89",Sandviken V,11,60.60787,16.55981,REGULAR,,Fin loftvåning på landet,entire_home,123,False,,/ đêm,3,True,True,True,True,,True,,,False,,,,,,,,,True,,,,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,
836541027285218905,https://www.airbnb.com.vn/rooms/836541027285218905,"5,0",Hönsarvet,9,60.5223656,15.4404626,REGULAR,,Radhus i Borlänge. 25 min till Romme Alpin,entire_home,4,False,,/ đêm,5,True,True,True,True,True,,,,False,2.307,₫2.307.950,,True,,True,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,
885960358554099402,https://www.airbnb.com.vn/rooms/885960358554099402,,Belse,9,61.212071681360825,16.565951582959,REGULAR,,Das Gästehaus am See,entire_home,,False,,/ đêm,4,True,True,True,True,,True,,,False,3.781,₫3.781.809,True,True,,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
887710765328828883,https://www.airbnb.com.vn/rooms/887710765328828883,,Alfta,6,61.34798,16.06432,REGULAR,,"Alfta, Hälsingland",private_room,,False,,/ đêm,2,,True,True,True,True,,,,False,1.286,₫1.286.726,True,True,,,,,True,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,
766734074729317592,https://www.airbnb.com.vn/rooms/766734074729317592,"4,79",Paradiset-Nygårdarna,11,60.49763445478642,15.391971431672573,REGULAR,,Cabin nhỏ ở Borlänge,entire_home,24,False,,/ đêm,2,True,True,True,True,,,,,False,1.282,₫1.282.192,,True,,,,,True,,,,True,,,,,True,,,,,,,,,,,,,,,,True,,,,,
53293656,https://www.airbnb.com.vn/rooms/53293656,"4,84",Sandviken V,21,60.75909,16.497715,REGULAR,,Kungsberget - Mysig nära till liftar och natur,entire_home,25,False,,/ đêm,8,,True,True,True,True,,,,False,,,,True,,,,,True,,,,,,,,,,,,,True,,True,,True,,,,,,,,,,,,,
45151224,https://www.airbnb.com.vn/rooms/45151224,"4,75",Falun SO,8,60.56123,15.89183,REGULAR,,Nhà nghỉ thôn dã với vị trí yên tĩnh ven hồ,entire_home,51,False,,/ đêm,4,True,True,True,True,True,,,,False,1.538,₫1.538.631,True,,,,,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
53672472,https://www.airbnb.com.vn/rooms/53672472,"4,95",Bollnäs NV,24,61.59377,16.21753,REGULAR,,Mysig stuga mellan Järvsö och Orbaden,entire_home,19,False,,/ đêm,4,,True,,True,True,,,,False,2.051,₫2.051.511,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891909933145640410,https://www.airbnb.com.vn/rooms/891909933145640410,,Järvsö,30,61.6916992,16.1459863,REGULAR,,Mysiga Annexet Orrabacken B&B med aktiviteter,private_room,,False,,/ đêm,6,True,True,True,True,True,,,,False,2.881,₫2.881.102,True,,,,,,True,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,
38448663,https://www.airbnb.com.vn/rooms/38448663,"4,99",Ockelbo NV,19,60.96345,16.47022,REGULAR,,"Charming Cabin,Hot Tub and Sauna. Perfect Getaway!",entire_home,141,False,,/ đêm,4,True,True,,True,True,True,,,False,,,,,,,,,,,,,,,,,,,,,,,True,,,True,True,,,,,,,,,,,,
41817202,https://www.airbnb.com.vn/rooms/41817202,"4,89",Bollnäs S,17,61.2208,16.4197,REGULAR,,"Fint 30-talshus i Hälsingland, Hällbo, Bollnäs",entire_home,9,False,,/ đêm,5,True,True,,True,True,True,,,,2.600,₫2.600.289,,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36236046,https://www.airbnb.com.vn/rooms/36236046,"4,93",Rättvik,18,60.869717,15.114047,REGULAR,,Stuga med en sagolik utsikt över Siljan,entire_home,29,False,,/ đêm,4,True,True,True,True,True,,,,,3.110,₫3.110.018,True,,True,,,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
50597537,https://www.airbnb.com.vn/rooms/50597537,"4,98",Leksand NV,21,60.68841,14.95558,REGULAR,,Ngôi nhà hấp dẫn ở Leksand,entire_home,53,False,,/ đêm,8,True,True,True,True,True,,,,False,3.243,₫3.243.552,,True,,,,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
