room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_TV,SYSTEM_SNOWFLAKE,SYSTEM_SURVEILLANCE,SYSTEM_NO_DETECTOR_CO2,SYSTEM_PETS,SYSTEM_ELEVATOR,SYSTEM_WASHER,SYSTEM_DRYER,SYSTEM_LUGGAGE_DROP,SYSTEM_HAIRDRYER,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_VIEW_CITY,SYSTEM_VIEW_OCEAN,isSuperHost,isVerified,yearHosting,SYSTEM_LOCK_ON_DOOR,SYSTEM_JACUZZI,SYSTEM_PATIO_BALCONY,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_FLOWER,SYSTEM_EV_CHARGER,SYSTEM_BATHTUB,SYSTEM_REFRIGERATOR,SYSTEM_SMOKING_ALLOWED,SYSTEM_POOL,SYSTEM_MICROWAVE,SYSTEM_FIREPLACE,SYSTEM_CALENDAR,SYSTEM_TOYS,SYSTEM_VIEW_MOUNTAIN
847730628607144856,https://www.airbnb.com.vn/rooms/847730628607144856,"4,75",Ba Đình,5,21.04336,105.83892,REGULAR,,Căn hộ chất lượng cao của T.A homestay Q. Ba Đình,private_room,12,False,,/ đêm,524.941,₫524.941,2.0,True,True,,True,True,True,True,False,,True,,,,,False,,,True,True,8,,,,False,,,,,,,,,,,
888354342038018586,https://www.airbnb.com.vn/rooms/888354342038018586,,Ba Đình,21,21.04489,105.8452,REGULAR,,AimeeHouse-Elevator-Netflix-Kitchen-Citycentral,private_room,,False,,/ đêm,,,4.0,True,True,True,True,True,True,,False,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,
885947778622110964,https://www.airbnb.com.vn/rooms/885947778622110964,,Ba Đình,26,21.04659,105.80825,REGULAR,,Cozy room near the Ha Noi center and West Lake 3.2,private_room,,False,,/ đêm,,,2.0,,True,True,True,True,,True,False,True,,True,,,,False,,,False,True,,True,,,,,,,,,,,,,,
28943608,https://www.airbnb.com.vn/rooms/28943608,"4,89",Ba Đình,17,21.03757,105.81796,REGULAR,,Toàn bộ CĂN HỘ sáng sủa/Gần Lotte/High fl/Guard 24h,entire_home,38,False,,/ đêm,672.442,₫672.442,2.0,True,True,True,True,True,,,False,,True,,,,,False,,,,,,,,,,True,True,,,,,,,,,
851820313436427764,https://www.airbnb.com.vn/rooms/851820313436427764,"5,0",Ba Đình,19,21.0460537,105.8403479,REGULAR,,Luxhomestay/Giường King/Bồn tắm/NetflixTV/Thang máy/quán cà phê,private_room,6,False,,/ đêm,,,2.0,True,True,True,True,,,True,False,,,,,,,,,True,True,True,4,,True,,False,True,,,,,,,,,,
844445040334417700,https://www.airbnb.com.vn/rooms/844445040334417700,"4,7",Ba Đình,15,21.029190879293264,105.81130907976224,REGULAR,,Luxhomestay/Trung tâm Hà Nội/Netflix/Bếp/Thang máy,entire_home,10,False,,/ đêm,,,2.0,True,True,True,True,True,,,False,,True,,,,,,True,True,,,,,True,,,,,,,,,,,,,
857694122396881024,https://www.airbnb.com.vn/rooms/857694122396881024,"5,0",Ba Đình,12,21.02746,105.8104,REGULAR,,Căn hộ tầm nhìn ra hồ Hà Nội,entire_home,5,False,,/ đêm,650.471,₫650.471,2.0,True,True,,,True,True,True,,,,,,,,,,True,,,,,True,,,,,True,True,True,,,,,,
885894923699268695,https://www.airbnb.com.vn/rooms/885894923699268695,,Ba Đình,11,21.04358,105.84532,REGULAR,,AimeeHouse-Elevator-Kitchen-Projector-NetflixChill,private_room,,False,,/ đêm,,,2.0,True,True,True,True,True,True,,False,,,True,True,,,,,,False,True,,True,,,,,,,,,,,,,,
47832947,https://www.airbnb.com.vn/rooms/47832947,"4,88",Ba Đình,13,21.03311,105.80648,REGULAR,,H3362*01 giường Căn hộ* Ba Đình*Đào Tấn*Lote* Metropolis,private_room,26,False,,/ đêm,477.971,₫477.971,2.0,True,True,True,True,True,,,False,True,True,,,,,,,,True,True,4,True,True,,,,,,,,,,,,,
34678433,https://www.airbnb.com.vn/rooms/34678433,"4,87",Ba Đình,17,21.03375,105.80691,REGULAR,,"H302* 1 Căn hộ Giường * Giặt ủi miễn phí, dọn dẹp * Gim*Lotte",entire_home,31,False,,/ đêm,487.151,₫487.151,2.0,True,True,,True,True,True,,False,,True,True,True,,,,,,,,,,True,,,,,,,,,,,,,
28502817,https://www.airbnb.com.vn/rooms/28502817,"4,81",Ba Đình,23,21.03962,105.81639,REGULAR,,"Căn hô ̣ yên tĩnh, sáng sủa/gần tòa nhà Lotte/ tầng",entire_home,16,False,,/ đêm,,,2.0,True,True,True,True,True,True,,,,True,True,True,,,,,True,,,,,,,,,,,,,,,,,,
884293228442224703,https://www.airbnb.com.vn/rooms/884293228442224703,,Ba Đình,6,21.03224,105.80814,REGULAR,,"Best price 1b fully fernished Phan Ke Binh,Ba Dinh",private_room,,False,,/ đêm,,,2.0,True,True,True,,True,,True,,,True,True,True,,,,True,,False,True,,True,,,,,,,,,,,,,,
45988271,https://www.airbnb.com.vn/rooms/45988271,"4,82",Ba Đình,13,21.04664,105.84034,REGULAR,,Căn hộ một phòng ngủ tại Trúc Bạch ở tầng 2,entire_home,22,False,,/ đêm,536.353,₫536.353,2.0,True,True,,True,True,True,,False,,True,True,,,True,,,,,,,,,,,,,,True,,,,,,,
865009784625368046,https://www.airbnb.com.vn/rooms/865009784625368046,,Ba Đình,6,21.0333701,105.811266,REGULAR,,1 studio near westlake and Lotte BĐinh,private_room,2,False,,/ đêm,325.235,₫325.235,2.0,True,True,True,True,True,,True,False,True,,,,,,,,,False,True,2,,True,,False,,,,,,,,,,,
29577388,https://www.airbnb.com.vn/rooms/29577388,"4,69",Ba Đình,14,21.02706,105.80925,REGULAR,,Tòa nhà Celadon/Ba Đình/Lotte-Vincom-Lake Viewbreak},entire_home,35,False,,/ đêm,656.399,₫656.399,3.0,True,True,True,True,True,,,False,,True,True,,,,,,True,,,,,,,,,True,,,,,,,,,
709835938086573677,https://www.airbnb.com.vn/rooms/709835938086573677,"4,87",Ba Đình,6,21.04366,105.84068,REGULAR,,Căn hộ cao cấp của T.A homestay,private_room,53,False,,/ đêm,444.146,₫444.146,2.0,True,True,,,True,True,True,False,,True,,,,True,False,,,,,,,,,,,,,True,,,,,,,
864463789203708916,https://www.airbnb.com.vn/rooms/864463789203708916,,Ba Đình,30,21.04305,105.84366,REGULAR,,(II) Studio ấm cúng/Hà NộiHearts/,private_room,1,False,,/ đêm,,,2.0,True,True,True,True,True,True,,False,,,,,True,,False,,,False,True,10,,,,False,,,,,,,,,,,
885872114651082082,https://www.airbnb.com.vn/rooms/885872114651082082,,Ba Đình,21,21.04341,105.84453,REGULAR,,AimeeHouse-Elevator-Netflix-Kitchen-Cityview-Chill,private_room,,False,,/ đêm,,,4.0,True,True,True,True,True,,,False,,True,True,True,,,,,,False,True,,True,,,,,,,,,,,,,,
892650586202848639,https://www.airbnb.com.vn/rooms/892650586202848639,,Ba Đình,13,21.04511,105.84187,REGULAR,,Cozy 1br apartment near Truc Bach lake/netflix,entire_home,,False,,/ đêm,,,2.0,True,True,True,True,True,True,True,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,
874157065139237103,https://www.airbnb.com.vn/rooms/874157065139237103,,Ba Đình,7,21.0322,105.82141,REGULAR,,"Private room in Ba Dinh, Hanoi",private_room,,False,,/ đêm,502.106,₫502.106,2.0,True,True,,True,True,True,True,,,True,True,,True,,,,,False,True,,True,,,,,,,,,,,,,,
18487010,https://www.airbnb.com.vn/rooms/18487010,"4,6",Yên Phụ,16,21.05487,105.83704,REGULAR,,Sống cùng gia đình bản xứ Kim Hà Nội 4,private_room,63,False,,/ đêm,321.187,₫321.187,2.0,True,True,True,True,True,,,False,,,True,True,,,False,,,True,True,6,True,,,,,,,,,,,,,,
893089055253770237,https://www.airbnb.com.vn/rooms/893089055253770237,,Đống Đa,10,21.029622935330696,105.8336904951065,REGULAR,,Libré Homestay - City View,private_room,,False,,/ đêm,,,2.0,True,True,,,True,True,True,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,
661518993434369023,https://www.airbnb.com.vn/rooms/661518993434369023,"4,99",Đống Đa,13,21.0222663,105.831827,REGULAR,,Yue 越 HOMESTAY #1 @yueviet,private_room,73,False,,/ đêm,428.294,₫428.294,2.0,,True,True,True,True,True,True,False,,,,,True,,,,True,True,True,2,True,,,,,,,,,,,,,,
840616821626355829,https://www.airbnb.com.vn/rooms/840616821626355829,"5,0",Ba Đình,12,21.0331413,105.8084938,REGULAR,,Tòa nhà Square | Sweet Home 1 giường | Gần Lotte,entire_home,3,False,,/ đêm,752.751,₫752.751,2.0,True,True,True,True,True,,True,False,,,True,,,,False,,,,,,,True,,,,,,,,,,,,,
21807270,https://www.airbnb.com.vn/rooms/21807270,"4,84",Hà Nội,28,21.0235,105.82509,REGULAR,,Ngôi nhà của một kiến trúc sư (Xanh dương),private_room,117,False,,/ đêm,374.710,₫374.710,2.0,True,True,True,,True,True,,False,,,True,,True,,False,,,True,True,5,True,,,,,,,,,,,,,,
877808203684173863,https://www.airbnb.com.vn/rooms/877808203684173863,,Ba Đình,14,21.0374953,105.8295883,REGULAR,,Cozy Stylish Room at HoLo Ngoc Ha Lake Hanoi NH02,private_room,,False,,/ đêm,,,2.0,True,True,True,,True,,True,False,,,,,,,False,,,False,True,,True,,,,True,,,,,,,,,,
746322085943335360,https://www.airbnb.com.vn/rooms/746322085943335360,"4,64",Tây Hồ,19,21.05207,105.83968,REGULAR,,Căn hộ phong cách với không gian xanh gần hồ Tây,private_room,14,False,,/ đêm,322.133,₫322.133,2.0,True,True,True,,True,,,False,,,True,,,,False,,True,True,True,6,True,,,,,,,,,,,,,,
595832597886914368,https://www.airbnb.com.vn/rooms/595832597886914368,"4,89",Ba Đình,15,21.03376,105.80655,REGULAR,,H3361*Căn hộ đáng yêu với bồn tắm* gần Lotte *CGV,private_room,9,False,,/ đêm,487.151,₫487.151,2.0,True,True,True,,True,,True,False,True,True,,True,,,,,,,,,,True,,,,,,,,,,,,,
816353548485229623,https://www.airbnb.com.vn/rooms/816353548485229623,"4,63",Ba Đình,8,21.03318,105.80771,REGULAR,,H3343 Căn hộ dễ thương với bồn tắm gần Lotte,entire_home,8,False,,/ đêm,513.530,₫513.530,2.0,True,True,True,,True,,True,False,True,True,,True,,,,,,,,,,True,,,,,,,,,,,,,
777936280045264869,https://www.airbnb.com.vn/rooms/777936280045264869,"4,8",Ba Đình,6,21.04145,105.84046,REGULAR,,Căn studio cao cấp của T.A homestay Q. Ba Đình,private_room,20,False,,/ đêm,502.118,₫502.118,2.0,True,True,,,True,True,True,False,,True,,,,True,False,,,,,,,,,,,,,True,,,,,,,
23065835,https://www.airbnb.com.vn/rooms/23065835,"4,83",Ngọc Khánh,3,21.03226,105.82135,REGULAR,,"Phòng riêng tại Kim Mã, Ba Đình",private_room,6,False,,/ đêm,341.212,₫341.212,2.0,True,True,,True,True,True,,False,,True,True,,True,,,,,False,True,5,True,,,,,,,,,,,,,,
890084247280315305,https://www.airbnb.com.vn/rooms/890084247280315305,,Ba Đình,11,21.043953206252656,105.84404911163944,REGULAR,,AimeeHouse-Elevator-Kitchen-NetflixChillforCouples,private_room,,False,,/ đêm,,,2.0,True,True,True,True,True,True,,False,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,
844817886726901754,https://www.airbnb.com.vn/rooms/844817886726901754,,Ba Đình,8,21.033092023426853,105.81121545284986,REGULAR,,3 studio near WestLake and Lotte BaDinh,private_room,,False,,/ đêm,379.441,₫379.441,2.0,True,True,True,True,True,,True,False,True,,,,,,False,,,,,,,True,,,,,,,,,,,,,
848659235512018059,https://www.airbnb.com.vn/rooms/848659235512018059,,Ba Đình,13,21.03536,105.80628,REGULAR,,"H3364 căn hộ 1 bed, tiện nghi, gần Lotte",entire_home,,False,,/ đêm,,,2.0,True,True,True,,True,,True,False,True,True,,True,,,,,,,,,,True,,,,,,,,,,,,,
874165450238826954,https://www.airbnb.com.vn/rooms/874165450238826954,,Ba Đình,5,21.03316,105.80832,REGULAR,,"Căn hộ studio full nội thất Phan Kế Bính,Linh Lang",entire_home,,False,,/ đêm,,,2.0,True,True,True,,True,,True,,True,True,True,True,,,,True,,,,,,,,,,,,,,,,,,,
891268164114777404,https://www.airbnb.com.vn/rooms/891268164114777404,,Ba Đình,14,21.04161996765514,105.81765577197075,REGULAR,,Lovely studio apartment in Ba Dinh,entire_home,,False,,/ đêm,596.014,₫596.014,2.0,True,True,True,True,True,True,True,False,,,True,,,,False,,,,,,,,,,,,,,,,,,,,
816157789802310712,https://www.airbnb.com.vn/rooms/816157789802310712,"4,78",Ba Đình,21,21.03319,105.80786,REGULAR,,"Căn hộ H1003 sang trọng, ấm cúng, Lotte, giặt ủi miễn phí",entire_home,9,False,,/ đêm,810.087,₫810.087,4.0,True,True,True,,True,,True,False,True,True,,True,,,,,,,,,,True,,,,,,,,,,,,,
863439091802826661,https://www.airbnb.com.vn/rooms/863439091802826661,,Ba Đình,9,21.0341806,105.8329802,REGULAR,,LeMaven - 5 phút đến quảng trường,private_room,2,False,,/ đêm,,,2.0,True,True,True,,True,True,,False,,,,,,,False,,,False,True,5,True,True,,,,,True,,,,,,,,
892998798625573120,https://www.airbnb.com.vn/rooms/892998798625573120,,Ba Đình,12,21.03226,105.81382,REGULAR,,BaDinhHN@VinhomesMetropolis@1BR,entire_home,,False,,/ đêm,,,1.0,True,True,True,,True,True,True,,,,True,True,,,,,,,,,,True,,,,,,,,True,,,,,
34656929,https://www.airbnb.com.vn/rooms/34656929,,Ba Đình,14,21.02824,105.81005,REGULAR,,Căn hộ Lakeview phong cách ấm cúng tại Ngọc Khánh Bái Đính,entire_home,,False,,/ đêm,657.713,₫657.713,3.0,True,True,True,True,True,,,False,,True,True,,,,,,True,,,,,,,,,True,,,,,,,,,
852502780352796878,https://www.airbnb.com.vn/rooms/852502780352796878,,Ba Đình,30,21.03341,105.81121,REPRESENTATIVE,,Myrcella Urban Studio - 201,private_room,,False,,/ đêm,666.000,₫666.000,2.0,True,True,True,,True,True,True,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,
22350273,https://www.airbnb.com.vn/rooms/22350273,"4,79",,23,21.03538,105.82225,REGULAR,,"Sống cùng gia đình bản xứ số 3 (phòng Hà Nội, nhà sinh đôi)",private_room,78,False,,/ đêm,428.233,₫428.233,2.0,True,True,True,True,True,,,False,,True,True,,,,False,,,True,True,6,True,,,,,,,,,,,,,,
639630658893537840,https://www.airbnb.com.vn/rooms/639630658893537840,"4,72",Ba Đình,9,21.042971,105.841103,REGULAR,,Ngôi nhà cổ ấm cúng trên đường Quán Thánh,entire_home,29,False,,/ đêm,626.331,₫626.331,4.0,True,True,,,True,True,,False,,,True,,,True,False,,,,,,,,,,,,,True,,,True,,,,
891566660550391961,https://www.airbnb.com.vn/rooms/891566660550391961,,Ba Đình,19,21.02979,105.80929,REGULAR,,Apartment near Ngoc Khanh lake,entire_home,,False,,/ đêm,764.589,₫764.589,2.0,,,,True,,,,False,,True,,,True,True,False,,,,,,,,,,,,True,True,True,,True,,,,
32847325,https://www.airbnb.com.vn/rooms/32847325,"4,89",Ba Đình,17,21.04462,105.84439,REGULAR,,Linnie 's Abditory - Ở trung tâm Hà Nội,entire_home,102,False,,/ đêm,413.106,₫413.106,2.0,,True,,,,True,,False,,,,,,True,False,,,,,,,,,,,,,True,True,,,,,,
40546423,https://www.airbnb.com.vn/rooms/40546423,"4,95",Quốc Tử Giám,19,21.02731,105.83569,REGULAR,,Nhà nguyên căn . Phòng Van Lake,private_room,21,False,,/ đêm,544.412,₫544.412,2.0,,True,True,,True,,True,False,,True,,,,,False,,True,True,True,3,True,,,,,,,,,,,,,,
35809168,https://www.airbnb.com.vn/rooms/35809168,"4,86",,11,21.03183,105.8081,REGULAR,,"H271*1bed Apt* Free laundry, clearning* Gim*Lotte",entire_home,73,False,,/ đêm,487.151,₫487.151,2.0,True,True,,True,True,,,False,True,True,True,True,,,,,,,,,,True,,,,,,,,,,,,,
586583387843770958,https://www.airbnb.com.vn/rooms/586583387843770958,"4,83",Ba Đình,16,21.03525,105.80774,REGULAR,,"H331001 với bồn tắm, phòng Gym,gần Lotte",private_room,6,False,,/ đêm,477.971,₫477.971,2.0,True,True,True,,True,,True,False,True,True,,True,,,,,,,,,,True,,,,,,,,,,,,,
870118745112046288,https://www.airbnb.com.vn/rooms/870118745112046288,,Ba Đình,9,21.03419,105.81093,REGULAR,,2 studio near westlake and lotte badinh,private_room,2,False,,/ đêm,314.394,₫314.394,2.0,True,True,True,,True,True,True,,True,,True,,,,,,,False,True,2,True,True,,,,,,,,,,,,,
36099593,https://www.airbnb.com.vn/rooms/36099593,"4,94",Ba Đình,14,21.04562,105.84067,REGULAR,,Căn hộ thoải mái gần đường Nguyễn Trường Tộ,entire_home,62,False,,/ đêm,650.471,₫650.471,2.0,True,True,True,True,True,,,False,True,True,True,,,,False,,,,,,,,,,,,,,,,,,,,
885184381479863877,https://www.airbnb.com.vn/rooms/885184381479863877,,Ba Đình,16,21.04328,105.84498,REGULAR,,AimeeHouse-Elevator-Netflix-Kitchen-Bathtub-Chill,private_room,1,False,,/ đêm,,,2.0,True,True,True,True,True,,,False,,True,True,True,,,,,,False,True,4,True,,,,,,,,,,,,,,
54095473,https://www.airbnb.com.vn/rooms/54095473,"4,75",Ba Đình,12,21.03003,105.8115,REGULAR,,"Căn hộ gần hồ Ngọc Khánh, Daewoo, Metropolis",entire_home,12,False,,/ đêm,684.706,₫684.706,2.0,True,True,True,,True,True,,False,,,True,,,True,,,,,,,,,True,,,,True,,,,,,,,
19939757,https://www.airbnb.com.vn/rooms/19939757,"4,82",,20,21.03686,105.82352,REGULAR,,"Sống cùng gia đình bản xứ số 1 (phòng Hoian, stylist deco)",private_room,91,False,,/ đêm,428.233,₫428.233,2.0,True,True,True,True,True,,,False,,True,,True,,,False,,,True,True,6,True,,,,,,,,,,,,,,
33349086,https://www.airbnb.com.vn/rooms/33349086,"4,63",Đống Đa,30,21.02791,105.84065,REGULAR,,"Cửa sổ siêu mỏng, khá rộng rãi, thông thoáng, ánh sáng tự nhiên ,2.",private_room,97,False,,/ đêm,,,2.0,,True,,True,True,True,,False,,,True,,,True,False,,,False,True,5,True,,,,,,,,,,,True,,,
838656597458748100,https://www.airbnb.com.vn/rooms/838656597458748100,"4,8",Ba Đình,6,21.04255,105.84741,REGULAR,,Balc Brandnew Căn hộ trung tâm Hà Nội/Bãi đỗ xe miễn phí và dịch vụ,entire_home,5,False,,/ đêm,620.021,₫620.021,2.0,True,True,True,True,True,,True,False,,True,True,,,,False,,,,,,,,,,,,,,,,,,,,
29520177,https://www.airbnb.com.vn/rooms/29520177,"4,91",Ba Đình,9,21.0429,105.84386,REGULAR,,"SunFlower Homestay , Ngõ yên tĩnh,Gần khu phố cổ(1)",private_room,123,False,,/ đêm,401.503,₫401.503,2.0,True,True,,True,True,True,,False,,,True,True,,,False,,,True,True,4,True,,,,,,,,,,,,,,
633071943440182750,https://www.airbnb.com.vn/rooms/633071943440182750,"3,86",Ba Đình,7,21.043215,105.842934,REGULAR,,Phòng độc đáo - CityView - Rêver Home,private_room,7,False,,/ đêm,,,2.0,,True,True,True,True,True,True,False,,,,,,True,False,,,,,,,,,,,,,,,,,,,,
879412995195000090,https://www.airbnb.com.vn/rooms/879412995195000090,,Ba Đình,23,21.0438731,105.8441564,REGULAR,,AimeeHouse-Kitchen-Elevator-Netflix-CityView-Chill,private_room,,False,,/ đêm,774.745,₫774.745,4.0,True,True,True,True,True,,,False,,True,True,True,,,,,,,,,,,,,True,,,,,,,,,,
38928362,https://www.airbnb.com.vn/rooms/38928362,"4,89",Ba Đình,30,21.04208,105.84541,REGULAR,,Căn hộ Old Quarter Cozy Sunshine có ban công view tuyệt vời,private_room,9,False,,/ đêm,513.843,₫513.843,2.0,True,True,,True,True,True,,False,True,,,,,,False,,True,True,True,4,True,,,,,,,,,,,,,,
45732862,https://www.airbnb.com.vn/rooms/45732862,"4,91",Ba Đình,27,21.03188,105.84148,REPRESENTATIVE,,◭ ◮,entire_home,228,False,,/ đêm,863.333,₫863.333,2.0,True,True,True,True,True,True,True,,,,True,True,,,,,,,,,,,,,True,,,,,,,,,,
893092575076041318,https://www.airbnb.com.vn/rooms/893092575076041318,,Đống Đa,19,21.029619046667232,105.83367860304108,REGULAR,,Libré Homestay - Stadium View,private_room,,False,,/ đêm,,,2.0,True,True,,,True,True,True,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,
868428294651354100,https://www.airbnb.com.vn/rooms/868428294651354100,,Ba Đình,9,21.03357,105.81445,REGULAR,,01 Bedroom n kitchen Apartment Lotte Metropolis HN,entire_home,,False,,/ đêm,,,2.0,,True,True,True,True,True,True,,,True,,True,True,,,,,,,,,,True,,,,,,,,,,,,
664970527138398730,https://www.airbnb.com.vn/rooms/664970527138398730,"4,86",Ba Đình,10,21.03371,105.81066,REGULAR,,Căn hộ 1 phòng ngủ | Attic | Retro vibe | Linh Lang,entire_home,14,False,,/ đêm,644.732,₫644.732,2.0,True,True,True,True,True,,,False,,,True,True,,,False,,,,,,,True,,,,,,,,,,,,,
869099344332591121,https://www.airbnb.com.vn/rooms/869099344332591121,,Ba Đình,21,21.04714,105.84101,REGULAR,,Luxhomestay/shower/patio/fully furnished/king bed,entire_home,,False,,/ đêm,,,2.0,True,True,True,True,True,,True,,,True,True,True,,,,,True,,,,,,,,,,,,,,,,,,
865899151121410374,https://www.airbnb.com.vn/rooms/865899151121410374,,Ba Đình,8,21.0303729,105.8148413,REGULAR,,Hằng'sweethome,private_room,,False,,/ đêm,,,1.0,True,True,True,True,,,True,False,True,,,,,,False,,,False,True,,True,,,,,True,,,,,,,,,
596493480414450027,https://www.airbnb.com.vn/rooms/596493480414450027,"4,86",Ba Đình,15,21.0351,105.80648,REGULAR,,H3391*căn hộ tiện nghi với bồn tắm*gần Lotte *CGV,private_room,7,False,,/ đêm,487.151,₫487.151,2.0,True,True,True,,True,,True,False,True,True,,True,,,,,,,,,,True,,,,,,,,,,,,,
30390106,https://www.airbnb.com.vn/rooms/30390106,"4,78",Ba Đình,14,21.0424,105.84326,REGULAR,,"SunFlower homestay, Làn đường yên tĩnh,Gần khu phố cổ(2)",private_room,90,False,,/ đêm,401.495,₫401.495,2.0,True,True,,True,,True,,False,,,True,True,,True,False,,,True,True,4,True,,,,,,,,,,,,,,
46475847,https://www.airbnb.com.vn/rooms/46475847,"4,32",Đống Đa,14,21.02698,105.83344,REGULAR,,VĂN MIẾU 4: Văn Miếu,private_room,25,False,,/ đêm,,,2.0,True,True,,True,True,,True,False,,True,,,,,False,,True,False,True,5,True,,,,,,,,,,,,,,
